compound_sample,compound_number,TIC
IngU_1933,1611,8908.583783
IngU_1933,1622,13598.719578
IngU_1933,1627,6230.747760
IngU_1933,1629,2454.696029
IngU_1933,1648,1416.422121
IngU_1933,1656,6992.321941
IngU_1933,1696,21227.847352
IngU_1933,1697,11525.710490
IngU_1933,1709,1608.319240
IngU_1933,1712,3435.638593
IngU_1933,1726,25184.576674
IngU_1933,1736,9673.040667
IngU_1933,1751,8447.876582
IngU_1933,1804,5254.178056
IngU_1933,1821,2198.458241
IngU_1933,1831,2283.446322
IngU_1933,1865,9368.042328
IngU_1933,1866,1223.573118
IngU_1933,1872,35745.381096
IngU_1933,1904,5981.217281
IngU_1933,1908,72822.874670
IngU_1933,1925,19646.669772
IngU_1933,1932,41874.514040
IngU_1933,1940,1212.161817
IngU_1933,1949,2280.697900
IngU_1933,2011,4683.716613
IngU_1933,2051,1379.606224
IngU_1933,2074,1334.591860
IngU_1933,2082,1757.732275
IngU_1933,2122,14495.249491
IngU_1933,2211,2907.310073
IngU_1933,2235,1518.391950
IngU_1933,2247,15819.382610
IngU_1933,2261,1020.505578
IngU_1933,2291,1018.039220
IngU_1933,2309,2555.359902
IngU_1933,2320,11927.817312
IngU_1933,2324,1146.562739
IngU_1933,2330,9019.664022
IngU_1933,2332,3697.042829
IngU_1933,2368,1223.141458
IngU_1933,2370,7775.253659
IngU_1933,2380,1464.107007
IngU_1933,2433,1417.923238
IngU_1933,2446,3338.091337
IngU_1933,2480,10911.782109
IngU_1933,2492,1533.697366
IngU_1933,2517,10303.689380
IngU_1933,2560,3057.688255
IngU_1933,2571,2452.244308
IngU_1933,2648,10183.215890
IngU_1933,2649,9216.622671
IngU_1933,2668,18719.364183
IngU_1933,2677,1400.478800
IngU_1933,2688,3381.642840
IngU_1933,2746,7067.654844
IngU_1933,2795,3877.122873
IngU_1933,2820,9253.117537
IngU_1933,2823,1318.655453
IngU_1933,2849,6453.605114
IngU_1933,2864,3888.274880
IngU_1933,2873,22754.338197
IngU_1933,2921,1112.038420
IngU_1933,2952,8257.611849
IngU_1933,2986,18057.498290
IngU_1933,3014,4241.907931
IngU_1933,3079,2654.993050
IngU_1933,3118,2071.606567
IngU_1933,3166,4418.942321
IngU_1933,3167,4692.647776
IngU_1933,3184,2748.298565
IngU_1933,3210,4975.691560
IngU_1933,3327,1165.900192
IngU_1933,3351,2295.488610
IngU_1933,3412,1172.095779
IngU_1933,3413,6029.219625
IngU_1933,3443,1172.099717
IngU_1933,3491,2894.188448
IngU_1933,3580,3996.274943
IngU_1933,3585,1258.734132
IngU_1933,3597,1365.858255
IngU_1933,3605,4099.471815
IngU_1933,3606,1925.829230
IngU_1933,3755,2895.128644
IngU_1933,3774,1047.730567
IngU_1933,3814,3418.733792
IngU_1933,3851,4464.064392
IngU_1933,3872,4049.087244
IngU_1933,3924,1727.853035
IngU_1933,3944,3940.907078
IngU_1933,3974,1651.056364
IngU_1933,3983,2780.100855
IngU_1933,4013,3491.228143
IngU_1933,4018,2956.307724
IngU_1933,4042,1355.322116
IngU_1933,4063,1252.207450
IngU_1933,4129,21246.544380
IngU_1933,4166,33720.846460
IngU_1933,4171,24528.401040
IngU_1933,4285,2961.066431
IngU_1933,4357,8311.864218
IngU_1933,4425,3368.977579
IngU_1933,4537,2369.000508
IngU_1933,4539,3274.770904
IngU_1933,4583,1253.111402
IngU_1933,4585,4137.892302
IngU_1933,4632,1547.368632
IngU_1933,4641,4779.145684
IngU_1933,4707,2033.181128
LA8_644_2,7,1080539.766152
LA8_644_2,9,545932.319092
LA8_644_2,14,458453.207513
LA8_644_2,49,88644.311657
LA8_644_2,67,334204.232069
LA8_644_2,86,405813.522670
LA8_644_2,110,51565.088777
LA8_644_2,142,62347.255771
LA8_644_2,175,7082.041078
LA8_644_2,188,12470.272472
LA8_644_2,204,113196.904313
LA8_644_2,211,40020.093585
LA8_644_2,237,76334.355798
LA8_644_2,241,17262.426505
LA8_644_2,256,42680.745477
LA8_644_2,259,13918.728828
LA8_644_2,262,64729.993426
LA8_644_2,297,45337.390366
LA8_644_2,308,52923.020769
LA8_644_2,314,97925.861520
LA8_644_2,318,21349.186647
LA8_644_2,330,13564.469971
LA8_644_2,339,43647.130180
LA8_644_2,354,60084.291199
LA8_644_2,387,12790.740282
LA8_644_2,389,14435.934323
LA8_644_2,422,80803.358680
LA8_644_2,449,13954.435259
LA8_644_2,450,6393.326678
LA8_644_2,465,16768.482624
LA8_644_2,472,25208.241037
LA8_644_2,482,9991.599043
LA8_644_2,488,18785.425489
LA8_644_2,526,11257.920565
LA8_644_2,644,12292.742226
LA8_644_2,647,2395.817526
LA8_644_2,655,5963.793723
LA8_644_2,656,12161.820223
LA8_644_2,678,2955.916001
LA8_644_2,681,6845.198749
LA8_644_2,691,1362.671337
LA8_644_2,694,7662.998224
LA8_644_2,697,2113.206645
LA8_644_2,699,32333.450396
LA8_644_2,703,2164.909109
LA8_644_2,723,4741.759573
LA8_644_2,727,5593.252961
LA8_644_2,741,13164.055711
LA8_644_2,772,1939.523885
LA8_644_2,790,1090.357937
LA8_644_2,835,12242.108546
LA8_644_2,862,3666.004755
LA8_644_2,884,1768.140951
LA8_644_2,949,3444.511393
LA8_644_2,974,1072.926094
LA8_644_2,978,17296.174482
LA8_644_2,985,31903.099551
LA8_644_2,992,2573.171495
LA8_644_2,1027,3289.835247
LA8_644_2,1059,65558.574345
LA8_644_2,1060,5834.198177
LA8_644_2,1071,6145.256638
LA8_644_2,1082,36093.235399
LA8_644_2,1083,1239.927374
LA8_644_2,1108,51983.829280
LA8_644_2,1115,46659.963651
LA8_644_2,1129,2858.621929
LA8_644_2,1138,14636.523137
LA8_644_2,1178,4469.283093
LA8_644_2,1223,1247.222367
LA8_644_2,1239,9044.974835
LA8_644_2,1261,3594.224689
LA8_644_2,1271,1442.347266
LA8_644_2,1293,1141.009827
LA8_644_2,1297,2625.052813
LA8_644_2,1314,1697.580027
LA8_644_2,1318,3501.935115
LA8_644_2,1326,2379.035043
LA8_644_2,1331,2486.064539
LA8_644_2,1346,1013.000873
LA8_644_2,1355,2153.378075
LA8_644_2,1423,1865.770718
LA8_644_2,1437,1091.479181
LA8_644_2,1443,12486.392339
LA8_644_2,1445,8002.663863
LA8_644_2,1473,2651.971182
LA8_644_2,1512,1617.996038
LA8_644_2,1514,1756.497717
LA8_644_2,1542,14524.418109
LA8_644_2,1551,3128.119960
LA8_644_2,1560,3770.281373
LA8_644_2,1578,6046.948753
LA8_644_2,1603,4017.319670
LA8_644_2,1619,2474.039106
LA8_644_2,1649,13020.003031
LA8_644_2,1716,1452.577377
LA8_644_2,1865,3567.875794
LA8_644_2,1867,1506.751307
LA8_644_2,1879,17162.491851
LA8_644_2,1914,1050.199549
LA8_644_2,2030,1113.879073
LA8_644_2,2051,1472.546683
LA8_644_2,2059,1222.064330
LA8_644_2,2127,89925.621890
LA8_644_2,2224,1600.162742
LA8_644_2,2227,1026.712822
LA8_644_2,2232,1331.710665
LA8_644_2,2261,2556.389264
LA8_644_2,2280,1046.349405
LA8_644_2,2341,1029.113348
LA8_644_2,2384,1335.120502
LA8_644_2,2388,5006.211265
LA8_644_2,2407,4377.020821
LA8_644_2,2446,7469.149143
LA8_644_2,2455,1174.837232
LA8_644_2,2559,2985.795858
LA8_644_2,2561,1441.504194
LA8_644_2,2599,1275.278459
LA8_644_2,2648,2734.330271
LA8_644_2,2728,1599.234420
LA8_644_2,2781,1695.701018
LA8_644_2,2810,5186.185805
LA8_644_2,2816,3609.908004
LA8_644_2,2864,3516.482330
LA8_644_2,2936,1099.629180
LA8_644_2,2960,1024.419658
LA8_644_2,3014,1166.139769
LA8_644_2,3030,1609.547591
LA8_644_2,3118,1336.274669
LA8_644_2,3184,1325.669078
LA8_644_2,3251,4671.190080
LA8_644_2,3266,1340.018513
LA8_644_2,3388,5794.718406
LA8_644_2,3550,1965.096893
LA8_644_2,3561,3019.389657
LA8_644_2,3662,1016.701338
LA8_644_2,3707,2631.217037
LA8_644_2,3755,1429.006865
LA8_644_2,3780,2488.116059
LA8_644_2,3786,1836.444149
LA8_644_2,3797,1238.809366
LA8_644_2,3826,1770.376774
LA8_644_2,3831,1363.373997
LA8_644_2,3905,3120.156842
LA8_644_2,4073,2577.186156
LA8_644_2,4157,2768.790797
LA8_644_2,4260,1026.200782
LA8_644_2,4383,5462.753468
LA8_644_2,4510,10363.251930
LA8_644_2,4525,1400.984745
LA8_644_2,4584,2311.939043
LA8_644_2,4589,1191.999761
LA8_644_2,4632,1327.399981
LA8_644_2,4642,38912.283300
N15_1795,63,107605.003289
N15_1795,87,72044.490397
N15_1795,115,53128.532354
N15_1795,127,13346.699142
N15_1795,168,55812.010455
N15_1795,178,66055.846219
N15_1795,188,141413.063770
N15_1795,196,59325.868858
N15_1795,364,106224.505939
N15_1795,384,21797.432538
N15_1795,505,137082.900333
N15_1795,539,17640.268435
N15_1795,702,25950.500749
N15_1795,783,14497.097742
N15_1795,796,4101.029047
N15_1795,845,8992.911097
N15_1795,868,7271.683741
N15_1795,979,1203.561034
N15_1795,1008,1036.116021
N15_1795,1082,2355.152340
N15_1795,1115,2382.025552
N15_1795,1124,4300.458590
N15_1795,1133,1282.626804
N15_1795,1191,5040.322563
N15_1795,1200,15289.221864
N15_1795,1230,3340.734648
N15_1795,1296,1788.722817
N15_1795,1326,2383.778359
N15_1795,1426,7581.583816
N15_1795,1542,2360.768871
N15_1795,1661,6035.841933
N15_1795,1809,1498.513314
N15_1795,1865,1273.707482
N15_1795,2084,1889.598063
N15_1795,2139,1585.849326
N15_1795,2648,8823.342383
N15_1795,2772,4427.921501
N15_1795,2827,1661.001613
N15_1795,2900,2754.157215
N15_1795,2984,4995.250727
N15_1795,3081,2173.718155
N15_1795,3113,2061.693908
N15_1795,3170,1190.239240
N15_1795,3251,3939.364312
N15_1795,3492,1307.748572
N15_1795,3505,6650.394306
N15_1795,3506,1188.879282
N15_1795,3579,3137.771313
N15_1795,3623,1900.702718
N15_1795,3719,1353.793906
N15_1795,3780,83409.828090
N15_1795,3814,2910.846895
N15_1795,3826,5906.051341
N15_1795,3828,1333.725888
N15_1795,4073,1367.170369
N15_1795,4102,2513.274443
N15_1795,4247,8209.306823
N15_1795,4343,1825.123200
N15_1795,4425,2417.537581
N15_1795,4451,1657.721350
N15_1795,4642,22819.397050
IngU_1402_2,32,1565057.834965
IngU_1402_2,60,104347.196856
IngU_1402_2,61,8097.775936
IngU_1402_2,73,180658.612168
IngU_1402_2,77,34202.490588
IngU_1402_2,139,364770.500664
IngU_1402_2,141,198666.780110
IngU_1402_2,150,1010361.528788
IngU_1402_2,181,85656.352854
IngU_1402_2,189,528561.747784
IngU_1402_2,216,8874.840941
IngU_1402_2,230,89287.267588
IngU_1402_2,251,42652.221122
IngU_1402_2,291,111272.763298
IngU_1402_2,293,36712.159253
IngU_1402_2,324,229116.902539
IngU_1402_2,356,61881.058768
IngU_1402_2,368,22573.846955
IngU_1402_2,408,3087.285131
IngU_1402_2,433,7252.719123
IngU_1402_2,441,370230.742515
IngU_1402_2,468,613487.486310
IngU_1402_2,480,91878.631727
IngU_1402_2,494,25760.214046
IngU_1402_2,550,34509.304768
IngU_1402_2,604,61477.059932
IngU_1402_2,637,4348.305003
IngU_1402_2,639,61485.397595
IngU_1402_2,674,7642.958808
IngU_1402_2,687,14453.554632
IngU_1402_2,694,21766.845385
IngU_1402_2,794,23018.859335
IngU_1402_2,818,3939.828015
IngU_1402_2,840,18325.957998
IngU_1402_2,848,1440.811684
IngU_1402_2,881,5151.081123
IngU_1402_2,898,4382.064967
IngU_1402_2,900,44641.218201
IngU_1402_2,916,27244.073167
IngU_1402_2,958,5372.651749
IngU_1402_2,985,8124.488630
IngU_1402_2,996,77502.578571
IngU_1402_2,1000,48333.926748
IngU_1402_2,1012,257778.008477
IngU_1402_2,1082,8064.836295
IngU_1402_2,1112,42609.574542
IngU_1402_2,1125,2386.967873
IngU_1402_2,1133,2894.918956
IngU_1402_2,1137,22660.560243
IngU_1402_2,1138,37660.797059
IngU_1402_2,1140,9377.065549
IngU_1402_2,1142,2159.777409
IngU_1402_2,1163,40203.436430
IngU_1402_2,1191,4520.769740
IngU_1402_2,1234,2822.816719
IngU_1402_2,1316,1352.581081
IngU_1402_2,1323,8776.479105
IngU_1402_2,1370,8048.437902
IngU_1402_2,1371,15121.340350
IngU_1402_2,1403,1384.507021
IngU_1402_2,1409,6164.858411
IngU_1402_2,1426,6858.603700
IngU_1402_2,1441,10906.936990
IngU_1402_2,1461,1404.930285
IngU_1402_2,1487,3052.136043
IngU_1402_2,1502,2549.420314
IngU_1402_2,1513,5253.304180
IngU_1402_2,1542,1049.034989
IngU_1402_2,1601,5473.537099
IngU_1402_2,1611,6489.771267
IngU_1402_2,1622,1679.675680
IngU_1402_2,1627,1359.206659
IngU_1402_2,1629,2838.289320
IngU_1402_2,1656,15682.807520
IngU_1402_2,1694,21480.105005
IngU_1402_2,1697,3226.248720
IngU_1402_2,1709,4941.943232
IngU_1402_2,1712,3034.251631
IngU_1402_2,1726,5786.395711
IngU_1402_2,1736,1223.940743
IngU_1402_2,1767,1187.635061
IngU_1402_2,1804,6073.296068
IngU_1402_2,1841,2196.655181
IngU_1402_2,1865,2818.469768
IngU_1402_2,1872,11621.462829
IngU_1402_2,1898,1075.427280
IngU_1402_2,1904,14410.732932
IngU_1402_2,1905,17031.901644
IngU_1402_2,1908,2681.366234
IngU_1402_2,1925,3328.903359
IngU_1402_2,1928,1542.985751
IngU_1402_2,1949,14274.116240
IngU_1402_2,2051,1713.148276
IngU_1402_2,2063,1741.424584
IngU_1402_2,2122,18402.401785
IngU_1402_2,2123,13174.340090
IngU_1402_2,2135,13981.340250
IngU_1402_2,2211,5842.332303
IngU_1402_2,2247,2115.190995
IngU_1402_2,2278,1426.442326
IngU_1402_2,2291,10863.448582
IngU_1402_2,2307,2785.812867
IngU_1402_2,2330,1709.850858
IngU_1402_2,2331,1000.216035
IngU_1402_2,2370,2424.196227
IngU_1402_2,2408,1281.223640
IngU_1402_2,2418,1362.320960
IngU_1402_2,2480,10445.004610
IngU_1402_2,2513,15806.160209
IngU_1402_2,2514,2534.651370
IngU_1402_2,2560,12709.041780
IngU_1402_2,2571,2030.372844
IngU_1402_2,2600,2008.449108
IngU_1402_2,2632,1250.986556
IngU_1402_2,2648,11797.722430
IngU_1402_2,2668,5227.239054
IngU_1402_2,2693,1062.964977
IngU_1402_2,2703,7179.153517
IngU_1402_2,2746,1852.607168
IngU_1402_2,2792,2701.794267
IngU_1402_2,2795,6552.149184
IngU_1402_2,2803,1755.154805
IngU_1402_2,2820,12377.834220
IngU_1402_2,2849,3455.271877
IngU_1402_2,2864,7445.601944
IngU_1402_2,2873,1460.765343
IngU_1402_2,2916,8096.161480
IngU_1402_2,2950,1066.761739
IngU_1402_2,2952,4458.132313
IngU_1402_2,2963,1785.256400
IngU_1402_2,2984,1121.645254
IngU_1402_2,3014,2897.852958
IngU_1402_2,3079,1366.188595
IngU_1402_2,3081,1088.008492
IngU_1402_2,3131,1078.899162
IngU_1402_2,3167,1097.047844
IngU_1402_2,3210,6019.136846
IngU_1402_2,3259,3382.842547
IngU_1402_2,3269,1045.518404
IngU_1402_2,3443,1956.326539
IngU_1402_2,3482,1031.521155
IngU_1402_2,3489,3280.113343
IngU_1402_2,3537,1669.435033
IngU_1402_2,3636,4219.855728
IngU_1402_2,3755,2379.320713
IngU_1402_2,3780,1991.636325
IngU_1402_2,3851,2125.170653
IngU_1402_2,3872,1572.866012
IngU_1402_2,3891,2852.570150
IngU_1402_2,3923,3504.558676
IngU_1402_2,3924,4903.735970
IngU_1402_2,3944,3037.502665
IngU_1402_2,4013,1186.928217
IngU_1402_2,4073,2403.909611
IngU_1402_2,4129,5902.766847
IngU_1402_2,4166,64051.382490
IngU_1402_2,4171,1330.438430
IngU_1402_2,4225,1158.705399
IngU_1402_2,4268,1521.125782
IngU_1402_2,4285,2816.353246
IngU_1402_2,4322,1895.844589
IngU_1402_2,4357,4068.543038
IngU_1402_2,4362,1192.392898
IngU_1402_2,4403,1005.360162
IngU_1402_2,4510,17433.657830
IngU_1402_2,4538,2834.032982
IngU_1402_2,4543,4245.692881
IngU_1402_2,4584,2709.951516
IngU_1402_2,4585,2235.489297
IngU_1402_2,4603,6504.262321
IngU_1402_2,4605,3005.937133
IngU_1402_2,4661,3797.036844
IngU_1934,32,3061758.345016
IngU_1934,60,1945840.375385
IngU_1934,61,354753.647665
IngU_1934,73,196300.257694
IngU_1934,77,259534.660474
IngU_1934,96,18493.087196
IngU_1934,140,17959.438210
IngU_1934,141,234128.648545
IngU_1934,181,433256.979907
IngU_1934,189,725512.730753
IngU_1934,216,102181.728609
IngU_1934,230,211727.142309
IngU_1934,231,13046.359054
IngU_1934,244,8554.165950
IngU_1934,251,318570.749822
IngU_1934,291,89117.576123
IngU_1934,293,168986.079038
IngU_1934,324,3740.223097
IngU_1934,356,86158.385140
IngU_1934,408,41822.005991
IngU_1934,429,31136.348397
IngU_1934,436,7408.070313
IngU_1934,439,42351.834149
IngU_1934,441,138730.396468
IngU_1934,468,108433.273368
IngU_1934,475,12159.912056
IngU_1934,480,45162.768900
IngU_1934,492,60857.368648
IngU_1934,494,71692.476658
IngU_1934,513,1124.201820
IngU_1934,550,195948.665699
IngU_1934,604,44418.291988
IngU_1934,614,1932.257419
IngU_1934,639,87309.863270
IngU_1934,674,5213.560244
IngU_1934,687,27698.249134
IngU_1934,694,4946.040985
IngU_1934,721,1700.348062
IngU_1934,794,28509.282308
IngU_1934,818,27233.674596
IngU_1934,823,1077.917057
IngU_1934,840,92668.093664
IngU_1934,848,27949.342905
IngU_1934,881,29907.849760
IngU_1934,898,2771.368800
IngU_1934,900,1969.339547
IngU_1934,979,24026.446304
IngU_1934,985,21748.023947
IngU_1934,996,20733.526824
IngU_1934,1012,47805.656756
IngU_1934,1082,17727.506085
IngU_1934,1112,8319.033606
IngU_1934,1125,1256.008289
IngU_1934,1133,2067.920425
IngU_1934,1137,4931.310170
IngU_1934,1138,3390.095688
IngU_1934,1142,21886.895965
IngU_1934,1191,5099.247420
IngU_1934,1199,3109.420823
IngU_1934,1210,40327.710024
IngU_1934,1234,5364.902935
IngU_1934,1239,3282.248744
IngU_1934,1308,1362.152730
IngU_1934,1316,38956.653520
IngU_1934,1323,1863.367749
IngU_1934,1362,55645.941847
IngU_1934,1370,21078.236996
IngU_1934,1371,1196.592438
IngU_1934,1409,2118.723141
IngU_1934,1433,1603.118752
IngU_1934,1502,3162.919502
IngU_1934,1507,1117.824994
IngU_1934,1512,6331.438111
IngU_1934,1542,4466.987133
IngU_1934,1570,3050.774753
IngU_1934,1601,8663.369415
IngU_1934,1611,7880.343099
IngU_1934,1622,3561.389048
IngU_1934,1627,3369.375262
IngU_1934,1629,2232.423094
IngU_1934,1644,10880.326160
IngU_1934,1649,1475.697335
IngU_1934,1656,9546.867886
IngU_1934,1696,3564.553429
IngU_1934,1697,40234.354419
IngU_1934,1712,3233.459933
IngU_1934,1726,5041.791498
IngU_1934,1732,5237.643168
IngU_1934,1736,5147.879751
IngU_1934,1751,3258.843237
IngU_1934,1804,2161.156199
IngU_1934,1821,21665.888441
IngU_1934,1831,1708.678580
IngU_1934,1835,3403.450262
IngU_1934,1865,9035.445251
IngU_1934,1866,1449.753241
IngU_1934,1872,4253.539129
IngU_1934,1904,5680.450246
IngU_1934,1908,100630.364930
IngU_1934,1925,2433.238528
IngU_1934,1932,53854.052609
IngU_1934,1940,1142.234260
IngU_1934,1949,11855.107083
IngU_1934,2063,1095.079161
IngU_1934,2074,1496.491832
IngU_1934,2122,26052.864931
IngU_1934,2211,2334.790803
IngU_1934,2235,1506.382983
IngU_1934,2247,9656.449791
IngU_1934,2307,3218.336624
IngU_1934,2320,7272.372723
IngU_1934,2324,1133.525039
IngU_1934,2330,21021.111847
IngU_1934,2331,1401.847462
IngU_1934,2332,14686.220816
IngU_1934,2368,5724.756772
IngU_1934,2370,6789.729599
IngU_1934,2380,1057.875263
IngU_1934,2433,1200.707440
IngU_1934,2480,11176.023116
IngU_1934,2488,1617.161599
IngU_1934,2492,1137.845512
IngU_1934,2495,13270.362767
IngU_1934,2517,5807.322416
IngU_1934,2648,11837.488760
IngU_1934,2649,9595.467608
IngU_1934,2668,7731.081780
IngU_1934,2688,2261.520981
IngU_1934,2746,13771.553450
IngU_1934,2803,3511.931129
IngU_1934,2820,11192.303410
IngU_1934,2823,10045.679663
IngU_1934,2849,5129.452830
IngU_1934,2864,2785.102424
IngU_1934,2873,17245.238554
IngU_1934,2884,1485.292990
IngU_1934,2921,1108.755338
IngU_1934,2952,8545.361071
IngU_1934,3014,3776.090342
IngU_1934,3079,1494.766834
IngU_1934,3095,1223.196024
IngU_1934,3118,1847.081124
IngU_1934,3166,2053.736909
IngU_1934,3184,2476.474182
IngU_1934,3210,2535.223627
IngU_1934,3412,5832.970800
IngU_1934,3413,8341.482190
IngU_1934,3443,1707.601139
IngU_1934,3489,2753.081762
IngU_1934,3491,2587.647549
IngU_1934,3492,2153.444407
IngU_1934,3541,1002.236081
IngU_1934,3580,3835.590487
IngU_1934,3585,1061.453908
IngU_1934,3597,2272.420691
IngU_1934,3605,3690.413547
IngU_1934,3606,4658.764466
IngU_1934,3755,2711.241126
IngU_1934,3768,1138.258551
IngU_1934,3774,1201.273770
IngU_1934,3780,1860.969126
IngU_1934,3814,3457.733264
IngU_1934,3851,4489.955707
IngU_1934,3872,3346.456426
IngU_1934,3924,1423.534304
IngU_1934,3944,2690.093765
IngU_1934,3974,2123.676076
IngU_1934,3983,2808.322658
IngU_1934,4018,2709.329614
IngU_1934,4063,2521.244807
IngU_1934,4079,1372.036067
IngU_1934,4129,18754.947640
IngU_1934,4166,34716.536910
IngU_1934,4225,1680.079384
IngU_1934,4285,4010.461352
IngU_1934,4332,28294.963420
IngU_1934,4357,4334.488905
IngU_1934,4425,3694.869840
IngU_1934,4453,1426.446148
IngU_1934,4537,2517.441205
IngU_1934,4539,3687.082691
IngU_1934,4542,1415.914100
IngU_1934,4585,3596.255411
IngU_1934,4641,3009.777486
T73_937_2,83,59688.332782
T73_937_2,129,20125.559403
T73_937_2,263,20348.175856
T73_937_2,275,5159.466859
T73_937_2,356,46673.550803
T73_937_2,441,57424.797134
T73_937_2,445,40036.136594
T73_937_2,517,1011.375542
T73_937_2,777,8411.917364
T73_937_2,795,1310.386605
T73_937_2,797,4120.960139
T73_937_2,828,25112.700899
T73_937_2,897,22688.051158
T73_937_2,898,2393.425317
T73_937_2,945,33246.448145
T73_937_2,996,1626.016785
T73_937_2,1134,7845.493829
T73_937_2,1136,2914.781817
T73_937_2,1176,3934.489746
T73_937_2,1191,1178.341025
T73_937_2,1208,7387.117218
T73_937_2,1323,2260.885765
T73_937_2,1332,1327.033520
T73_937_2,1373,5345.142370
T73_937_2,1474,1215.570437
T73_937_2,1611,3586.377973
T73_937_2,1688,5975.606068
T73_937_2,1854,5706.026804
T73_937_2,1866,1822.016256
T73_937_2,2051,2329.507831
T73_937_2,2328,5012.728995
T73_937_2,2364,3207.417205
T73_937_2,2510,2792.906990
T73_937_2,2570,1022.136253
T73_937_2,2648,3146.888969
T73_937_2,2844,5568.975120
T73_937_2,2856,14578.034910
T73_937_2,3014,1430.947182
T73_937_2,3270,69380.563460
T73_937_2,3304,1598.166514
T73_937_2,3711,1405.933093
T73_937_2,3825,2233.456949
T73_937_2,3850,5913.654015
T73_937_2,3965,2938.539381
T73_937_2,4073,1949.302816
