cluster index	AllFiles	sum(precursor intensity)	RTMean	RTStdErr	parent mass	ScanNumber	ProteosafeFilePath	Original_Path	internalFilename
109	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	864.186	3949	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
110	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	435.092	228	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
111	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	575.118	5124	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
112	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	1153.26	4914	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
113	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	325.237	3593	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
114	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	865.196	1019	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
115	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	441.082	89	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
116	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	577.134	348	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
117	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	433.076	687	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
118	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	635.088	122	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
119	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	865.196	364	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
120	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	577.135	108	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
121	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	577.134	381	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
122	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	1153.26	634	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
123	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	579.134	2679	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
124	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	577.134	1135	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
125	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	865.197	778	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
126	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	577.135	169	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
127	all_inga_merged_spectra_2017_09_22.mgf	0	0	0	865.195	1867	spec/spec-00000.mgf	f.gordonyounkin/all_inga/all_inga_merged_spectra_2017_09_22.mgf	spec-00000.mgf
