"","LA1_edulis","LA10_umbellifera","LA12_capitataESU2","LA13_cylindrica","LA17_NA","LA18_chartacea","LA19_venusta","LA2_heterophylla","LA20a_nobilis","LA20b_nobilis","LA22_bourgonii","LA23_alata","LA25_acreana","LA26_setosa","LA28_venusta","LA3_alba","LA31_spectabilis","LA32_brachystachys","LA33_capitataESU1","LA34_tenuistipula","LA35_capitataESU3","LA37_punctata","LA4_thibaudiana","LA41_NA","LA42_fosteriana?","LA43_marginata","LA44_suaveolens","LA45_sapindoides","LA46_tomentosa","LA48_NA","LA49_ruiziana","LA55_NA","LA59_coruscans","LA6_NA","LA60_laurina","LA7_leiocalycina","LA8_auristellae","LA9_poeppigiana"
"LA1_edulis",0.740432556711103,0.240855144799159,0.266960558355353,0.157284818614454,0.213941130203143,0.298455857731311,0.118230710099921,0.222915068535192,0.533258252957197,0.573739551929756,0.402570946010116,0.170609121693728,0.145903427870111,0.359063498852225,0.328391510392307,0.0647764525074246,0.34915170742148,0.35488629074618,0.254018186410159,0.560295919928721,0.266590603562922,0.328673667444577,0.298878082272242,0.434933529857765,0.606181477494798,0.185751742728104,0.325940854908713,0.0735920252922519,0.169347748026715,0.615057041110948,0.341119757459542,0.396376734961595,0.133943879568055,0.381755177398465,0.225360626019437,0.433598528101503,0.157007269260004,0.348856541252906
"LA10_umbellifera",0.240855144799159,0.830859464877693,0.19039629974673,0.125963513549968,0.156383772823561,0.150250124420021,0.0950228580226389,0.398611016707876,0.235780752296792,0.214427673549653,0.217567496411127,0.161917773997641,0.112321743797097,0.212514476718636,0.197943637795251,0.248782989051779,0.213883270870632,0.457988610670524,0.196179033860005,0.31365720246849,0.20254602829094,0.201205856878923,0.179988603287742,0.249634915256257,0.226401320136775,0.122386477483559,0.2204022770804,0.0674418583756225,0.136082897984315,0.244290114359679,0.202372837907617,0.227494823756485,0.101744470684173,0.227742411526897,0.409434498647716,0.243700685748029,0.125809243959783,0.200520614456773
"LA12_capitataESU2",0.266960558355353,0.19039629974673,0.860133260246596,0.113790480040116,0.204897866214674,0.111737205933548,0.0680125337926913,0.380491439438714,0.26192805384068,0.240625123575329,0.150568194986806,0.214742212088096,0.0784802843058473,0.307086557591131,0.388185872488978,0.0587596335748212,0.370478255792887,0.366216226053175,0.731517134643804,0.227884813594375,0.721088849095774,0.326838326069401,0.27518979153749,0.308071525454229,0.251585304852657,0.0853478949543358,0.207634260577768,0.0534121069765648,0.0898418884694439,0.256229715041219,0.358369464264137,0.355151477914257,0.0892861700427921,0.370334948364207,0.390686086235767,0.277602937624364,0.123219475461742,0.345236799290128
"LA13_cylindrica",0.157284818614454,0.125963513549968,0.113790480040116,0.804265444245716,0.11706576431904,0.191188953618228,0.182244637322726,0.130274271063932,0.10785751333986,0.108483466699076,0.175700566132436,0.25051859368333,0.227093361431974,0.213141810233975,0.195547389148206,0.100252493053864,0.219865005281848,0.16095872748494,0.123452711479573,0.117865442439136,0.126128056054172,0.188320039605013,0.180066101611624,0.13652054204349,0.122636902367315,0.232936422191579,0.130709607170888,0.134170075753616,0.197392985350018,0.121920124968449,0.194604335588931,0.227953749727414,0.37616314393925,0.213274461535755,0.137368720007744,0.128936368348426,0.267944392289931,0.218391100176197
"LA17_NA",0.213941130203143,0.156383772823561,0.204897866214674,0.11706576431904,0.8009705949831,0.106291263192646,0.0885712462276839,0.205937247400281,0.185352603225541,0.192331638530794,0.150637624116491,0.137637367170948,0.0993437366058731,0.256134952959148,0.241892828780735,0.0671009161876854,0.254249904615081,0.237045629029492,0.223564928793741,0.206692709530405,0.224462385222585,0.234000643458009,0.212447339459461,0.223162091082916,0.212312977570324,0.101744638234626,0.204565769609906,0.0701516069525202,0.117930980552305,0.210160345501096,0.248669280617827,0.266312930438837,0.0916524372969149,0.26078526603374,0.194659668327612,0.211164302288471,0.111250705396663,0.234055308310288
"LA18_chartacea",0.298455857731311,0.150250124420021,0.111737205933548,0.191188953618228,0.106291263192646,0.897962544115501,0.335068603919486,0.112248925146385,0.237866141574736,0.261420400774999,0.359150531083998,0.191016779050709,0.617875083421173,0.160587980867374,0.143652341463384,0.052769116435176,0.147724023947788,0.185804349713361,0.110794748398909,0.280966985394997,0.112376357549296,0.13901653131463,0.128350327668366,0.192017053327141,0.289365237842511,0.405688123615099,0.137356682283009,0.0776431278503579,0.580027462181642,0.263490271784219,0.154785624581955,0.171488507984147,0.195066478537737,0.158943337650218,0.118122803937298,0.194401771955938,0.613329050978168,0.137843617084209
"LA19_venusta",0.118230710099921,0.0950228580226389,0.0680125337926913,0.182244637322726,0.0885712462276839,0.335068603919486,0.906315498299454,0.0800050692200255,0.07787734147773,0.0876381610514764,0.2005787436145,0.173532783462408,0.328572410231527,0.133960356516805,0.110432467248543,0.0615756489172809,0.134297637309473,0.0911785088768182,0.0761916195623504,0.116769396479439,0.0757838615387412,0.128292247540753,0.113574884508091,0.103520658783184,0.115197367572429,0.336416484719806,0.100701318485585,0.126717476417833,0.367511970645764,0.0911136560347433,0.132448902416625,0.132443185812028,0.202431169084232,0.129246987949345,0.0829003293287142,0.106200642347032,0.331100760567342,0.104403379986891
"LA2_heterophylla",0.222915068535192,0.398611016707876,0.380491439438714,0.130274271063932,0.205937247400281,0.112248925146385,0.0800050692200255,0.85042427856151,0.19485082977314,0.185907584575456,0.166284539918296,0.202990253122537,0.0874080918986988,0.250731402433884,0.296105797225465,0.266974041747618,0.325539747531862,0.598803834903755,0.394135222884547,0.283893120487229,0.4310673184379,0.326802832167755,0.273144022271104,0.23629493867344,0.200374522758524,0.110462671108304,0.202307432402937,0.0673444526053626,0.112438280555705,0.222184442279669,0.273041425147757,0.291123675797573,0.105971374042872,0.337543586884171,0.745176940561194,0.214478839880443,0.133789029938957,0.269949478963129
"LA20a_nobilis",0.533258252957197,0.235780752296792,0.26192805384068,0.10785751333986,0.185352603225541,0.237866141574736,0.07787734147773,0.19485082977314,0.836068620545403,0.612810996170167,0.335875829933465,0.124987058075799,0.120026145652455,0.323763687957983,0.288020008852781,0.0460811329721781,0.303572026879701,0.321982998079915,0.235098845991565,0.557086047204212,0.273817385999886,0.262469074180533,0.249145804393828,0.356940416713623,0.572712433898903,0.136160752252478,0.235480079302874,0.0553526739808807,0.122207822199452,0.629945316246765,0.351898693927653,0.324953914370419,0.0944141183266544,0.318044349027648,0.193931482438433,0.347089445743208,0.115687213844234,0.288545021590004
"LA20b_nobilis",0.573739551929756,0.214427673549653,0.240625123575329,0.108483466699076,0.192331638530794,0.261420400774999,0.0876381610514764,0.185907584575456,0.612810996170167,0.75248224455172,0.365186499142824,0.121715145093405,0.112420115537538,0.341136216017902,0.28657020820012,0.0513393211535563,0.316130283578452,0.294209072973077,0.215533191989071,0.61180894836636,0.240465922445296,0.291149431071048,0.275408954529,0.371524625580197,0.644366405539936,0.156812477679318,0.265580222438812,0.066007875679809,0.130602642148289,0.638694962017348,0.345312741357218,0.322113248120834,0.101313484102421,0.327702958642,0.172441624777425,0.399001086778209,0.107917205860237,0.301546127342513
