"","species_code","sample","phenSumTIC","sapSumTIC","logPhen","logSap","phenTICpct","sapTICpct","percent_extracted","percent_tyrosine","tyr.final.pct","phensap.final.pct","phen.final.pct","sap.final.pct"
"394","N11","N11_1551",680762.834763,3067.211897,13.430969264215,8.02852425106581,0.995514657608303,0.00448534239169666,20.94,0,0,1,0.995514657608303,0.00448534239169666
"395","N11","N11_1552",772844.132215,14435.953808,13.5578326671534,9.57747716597923,0.981663509512956,0.0183364904870441,20.94,0,0,1,0.981663509512956,0.0183364904870441
"396","N11","N11_1668",839250.980023,56133.024046,13.6402650825783,10.9354795822377,0.937308435497052,0.0626915645029485,20.94,0,0,1,0.937308435497052,0.0626915645029485
"397","N11","N11_1274_2",540084.621065,1946.937871,13.1994811119393,7.57401309474493,0.996408072853134,0.00359192714686542,20.94,0,0,1,0.996408072853134,0.00359192714686542
"398","N11","N11_1522",896464.225687,7151.1766,13.7062136668106,8.87503218159019,0.992086039500986,0.00791396049901404,20.94,0,0,1,0.992086039500986,0.00791396049901404
"399","N12","N12_1543",311346.923469,5406.358874,12.6486630789895,8.59533110902076,0.982931956272056,0.0170680437279436,28.26,0,0,1,0.982931956272056,0.0170680437279436
"400","N12","N12_1544",761271.320417,12749.252502,13.54274510473,9.45322792157381,0.983528535354145,0.0164714646458553,28.26,0,0,1,0.983528535354145,0.0164714646458553
"401","N12","N12_1553",988772.748335,3993.91483,13.804219804965,8.29252718926166,0.995976985349944,0.00402301465005599,28.26,0,0,1,0.995976985349944,0.00402301465005599
"402","N12","N12_1696",680790.624312,20645.082305,13.4310100845719,9.93523242499183,0.970567391836138,0.0294326081638622,28.26,0,0,1,0.970567391836138,0.0294326081638622
"403","N12","N12_1702",681353.717519,6615.687202,13.4318368592708,8.79719895656528,0.990383747944892,0.00961625205510837,28.26,0,0,1,0.990383747944892,0.00961625205510837
"404","N13","N13_1545",1220710.50495,2104440.705765,14.0149436282979,14.5595602918208,0.367114283710278,0.632885716289722,41.18571429,0,0,1,0.367114283710278,0.632885716289722
"405","N13","N13_1546",1459759.740431,1538264.640132,14.1937824187942,14.2461654819519,0.486907227938177,0.513092772061823,41.18571429,0,0,1,0.486907227938177,0.513092772061823
"406","N13","N13_1692",1492479.947039,1454212.836951,14.2159496883389,14.1899753066595,0.506493230359119,0.493506769640881,41.18571429,0,0,1,0.506493230359119,0.493506769640881
"407","N13","N13_1703",908280.920841,1098161.890708,13.7193089939201,13.9091483316295,0.452682187407971,0.547317812592029,41.18571429,0,0,1,0.452682187407971,0.547317812592029
"408","N13","N13_1899",2226147.461587,1747922.77443,14.615783053721,14.3739386548338,0.56016812219659,0.439831877803411,41.18571429,0,0,1,0.56016812219659,0.439831877803411
"409","N14","N14_1286_MS_NEG",369087.89431,0,12.8187900906206,-Inf,1,0,38.12,0,0,1,1,0
"410","N14","N14_1287_MS_NEG",340932.809015,0,12.7394406958388,-Inf,1,0,38.12,0,0,1,1,0
"411","N14","N14_1295_MS_NEG",183172.822694,1011.238121,12.1181853724774,6.91893072145575,0.994509632828566,0.00549036717143357,38.12,0,0,1,0.994509632828566,0.00549036717143357
"412","N14","N14_1444",6093966.54029,24843.422729,15.6228097479138,10.1203483175776,0.995939827698662,0.00406017230133788,38.12,0,0,1,0.995939827698662,0.00406017230133788
"413","N14","N14_1445",5856266.814275,54068.743308,15.5830228961323,10.8980115401603,0.99085183188311,0.00914816811688965,38.12,0,0,1,0.99085183188311,0.00914816811688965
"414","N15","N15_1835",3032805.781542,28345.248036,14.9249987495205,10.2522146773287,0.9907403301039,0.00925966989610035,28.6,0,0,1,0.9907403301039,0.00925966989610035
"415","N15","N15_1854",2083356.772009,19339.78985,14.5494909835455,9.86991990286759,0.990802386706287,0.0091976132937135,28.6,0,0,1,0.990802386706287,0.0091976132937135
"416","N15","N15_1855",2242682.914689,9458.503104,14.623183436897,9.15466941527609,0.99580021794845,0.00419978205155026,28.6,0,0,1,0.99580021794845,0.00419978205155026
"417","N15","N15_1795",1130815.976573,1203.561034,13.9384500332594,7.09303996968879,0.998936801888999,0.00106319811100101,28.6,0,0,1,0.998936801888999,0.00106319811100101
"418","N15","N15_1820",2856841.056051,11690.719356,14.8652270465015,9.36655058858654,0.995924493688294,0.00407550631170584,28.6,0,0,1,0.995924493688294,0.00407550631170584
"419","N16","N16_1882",4038004.865391,7624.425522,15.2112612827554,8.93911225726026,0.998115391951723,0.00188460804827705,28.81666667,0.0533666666666667,0.15625609992619,0.84374390007381,0.842153773529046,0.00159012654476377
"420","N16","N16_1771",1197766.59702,7822.609947,13.9959692114809,8.96477353066958,0.993511380243126,0.00648861975687389,28.81666667,0.0533666666666667,0.15625609992619,0.84374390007381,0.838269166734049,0.00547473333976075
"421","N16","N16_1772",1351375.190165,9894.622972,14.1166332913147,9.19974675443049,0.992731328590033,0.00726867140996698,28.81666667,0.0533666666666667,0.15625609992619,0.84374390007381,0.837611002910009,0.00613289716380054
"422","N16","N16_1770",2054691.714872,7842.791718,14.5356363775649,8.9673501364403,0.996197497936184,0.00380250206381591,28.81666667,0.0533666666666667,0.15625609992619,0.84374390007381,0.840535562152447,0.00320833792136274
"423","N16","N16_1865",1717919.277101,8606.521065,14.3566243938689,9.06027545827726,0.995015121654051,0.004984878345949,28.81666667,0.0533666666666667,0.15625609992619,0.84374390007381,0.839537939376805,0.00420596069700449
"424","N18","N18_1774",1266532.652649,7173.497546,14.051793529891,8.87814861744596,0.994368012162851,0.00563198783714891,39.28,0,0,1,0.994368012162851,0.00563198783714891
"425","N18","N18_1775",1213544.858154,4373.950321,14.0090562693939,8.38342184337615,0.996408668385312,0.00359133161468849,39.28,0,0,1,0.996408668385312,0.00359133161468849
"426","N18","N18_1821",3384375.206848,5678.368366,15.03467987029,8.64441921094124,0.998324991555438,0.00167500844456169,39.28,0,0,1,0.998324991555438,0.00167500844456169
"427","N18","N18_1850",3992727.161974,3059.005834,15.1999850546284,8.02584525130829,0.999234442058325,0.000765557941674868,39.28,0,0,1,0.999234442058325,0.000765557941674868
"428","N18","N18_1871",3198505.602113,6774.812484,14.9781942593521,8.82096696772649,0.997886358880444,0.00211364111955609,39.28,0,0,1,0.997886358880444,0.00211364111955609
"429","N19","N19_1818",1478784.206898,52998.468309,14.2067308263135,10.8780182922865,0.96540079140023,0.0345992085997695,29.24,0,0,1,0.96540079140023,0.0345992085997695
"430","N19","N19_1839",2689027.793782,64513.578087,14.804690271301,11.0746309936059,0.976570688660759,0.0234293113392412,29.24,0,0,1,0.976570688660759,0.0234293113392412
"431","N19","N19_1847",3546106.858561,16431.229557,15.0813609001202,9.70693904432375,0.995387774347788,0.00461222565221196,29.24,0,0,1,0.995387774347788,0.00461222565221196
"432","N19","N19_1861",1532897.600615,41292.9782,14.2426703588943,10.6284477451237,0.973768755349124,0.0262312446508758,29.24,0,0,1,0.973768755349124,0.0262312446508758
"433","N19","N19_1867",1954131.281907,57652.164067,14.4854562955649,10.9621830630152,0.971342758495019,0.0286572415049811,29.24,0,0,1,0.971342758495019,0.0286572415049811
"434","N20","N20_2141",12581724.962627,843525.016024,16.3477559192823,13.6453448379368,0.937168766513444,0.0628312334865559,52.24,0,0,1,0.937168766513444,0.0628312334865559
"435","N20","N20_1631",12963033.903079,599477.595298,16.3776123189517,13.3038138804377,0.9557989244566,0.0442010755434005,52.24,0,0,1,0.9557989244566,0.0442010755434005
"436","N20","N20_1721_2",14294677.561939,498310.334053,16.4753978274813,13.1189783226718,0.96631442291736,0.0336855770826401,52.24,0,0,1,0.96631442291736,0.0336855770826401
"437","N21","N21_1726_2",3058681.495274,14113.047998,14.933494497174,9.55485503838605,0.995407096765093,0.00459290323490747,43.01428571,0.0983666666666667,0.186120897057089,0.813879102942911,0.810141034978181,0.00373806796473009
"438","N21","N21_1873",5328570.964598,24506.147107,15.488593648486,10.1066792673886,0.995422044817285,0.00457795518271445,43.01428571,0.0983666666666667,0.186120897057089,0.813879102942911,0.810153200885491,0.00372590205742049
"439","N21","N21_1727_2",4341085.876435,11610.26818,15.2836350767248,9.3596451734777,0.997332626079502,0.0026673739204984,43.01428571,0.0983666666666667,0.186120897057089,0.813879102942911,0.811708183049283,0.00217091989362856
"440","N21","N21_1632",1980418.059122,7883.650322,14.4988185213543,8.97254631442243,0.996034982877823,0.00396501712217737,43.01428571,0.0983666666666667,0.186120897057089,0.813879102942911,0.81065205836436,0.003227044578551
"441","N21","N21_1851",2176378.359761,10200.001606,14.5931727504095,9.23014315672333,0.995335176737218,0.00466482326278176,43.01428571,0.0983666666666667,0.186120897057089,0.813879102942911,0.810082500770411,0.00379660217250004
"442","N22","N22_1802",961237.436908,3869396.759354,13.77597673018,15.1686091767201,0.198987834278948,0.801012165721052,38.74,0,0,1,0.198987834278948,0.801012165721052
"443","N22","N22_1822",2687962.807562,9135681.893962,14.804294144057,16.0276983913096,0.227337921209315,0.772662078790685,38.74,0,0,1,0.227337921209315,0.772662078790685
"444","N22","N22_1869",2936536.809152,6171625.677136,14.8927414889085,15.6354728420738,0.322407161002326,0.677592838997674,38.74,0,0,1,0.322407161002326,0.677592838997674
"445","N22","N22_1797",630970.281989,2674460.09393,13.3550140437249,14.7992580838962,0.190888994844907,0.809111005155093,38.74,0,0,1,0.190888994844907,0.809111005155093
"446","N22","N22_1801",855647.384112,3399972.595783,13.659613635807,15.0392779294901,0.201062921067757,0.798937078932243,38.74,0,0,1,0.201062921067757,0.798937078932243
"447","N23","N23_1804",4678730.203829,2716.065218,15.3585373071107,7.9069395009087,0.999419823477211,0.000580176522789165,43,0,0,1,0.999419823477211,0.000580176522789165
"448","N23","N23_1805",5001810.149932,3413.018999,15.4253104348677,8.13535251554811,0.999318108527071,0.000681891472928857,43,0,0,1,0.999318108527071,0.000681891472928857
"449","N23","N23_1819",14456757.562719,9086.60782,16.4866725146071,9.1145569404059,0.999371857755906,0.000628142244094244,43,0,0,1,0.999371857755906,0.000628142244094244
"450","N23","N23_1856",10941664.772454,8496.595714,16.2080885163658,9.04742085801987,0.999224066620726,0.000775933379274164,43,0,0,1,0.999224066620726,0.000775933379274164
"451","N23","N23_1864",9975001.815283,3791.810682,16.1155927027234,8.24059893649567,0.999620013117404,0.000379986882596073,43,0,0,1,0.999620013117404,0.000379986882596073
"452","N24","N24_1331",1986746.870224,32256.60468,14.5020091204767,10.3814780975351,0.984023502147992,0.0159764978520078,40.9,0,0,1,0.984023502147992,0.0159764978520078
"453","N24","N24_1344",2876550.762359,28267.72175,14.8721024823952,10.2494758584766,0.990268678781604,0.00973132121839641,40.9,0,0,1,0.990268678781604,0.00973132121839641
"454","N24","N24_1354",2005468.538155,22496.475839,14.5113882762881,10.0211139465471,0.988906871822856,0.0110931281771445,40.9,0,0,1,0.988906871822856,0.0110931281771445
"455","N25","N25_1288_2",9094346.682666,6617.809365,16.0231635347722,8.7975196825363,0.999272845271422,0.00072715472857791,44.41666667,0.1482,0.25018288220977,0.74981711779023,0.74927188472746,0.000545233062769826
"456","N25","N25_1271_2",8438055.458427,1272.15117,15.9482624441059,7.14846458117826,0.999849259179303,0.000150740820696822,44.41666667,0.1482,0.25018288220977,0.74981711779023,0.749704089742522,0.000113028047708225
"457","N25","N25_1269_2",9567958.556356,5014.595334,16.0739304236786,8.52010800601371,0.999476171586973,0.000523828413027015,44.41666667,0.1482,0.25018288220977,0.74981711779023,0.749424342279358,0.000392775510872547
"458","N25","N25_1289_2",6739933.842674,4132.940149,15.7235606672133,8.32674433315839,0.999387173899356,0.000612826100643979,44.41666667,0.1482,0.25018288220977,0.74981711779023,0.749357610289739,0.000459507500491494
"459","N25","N25_1312_2",6570739.196875,3191.313282,15.6981368950718,8.06818779820632,0.999514550195341,0.000485449804659372,44.41666667,0.1482,0.25018288220977,0.74981711779023,0.749453119216869,0.00036399857336152
"460","N26","N26_1872",1698422.681208,9205.178496,14.345210543738,9.12752148467961,0.994609376718886,0.00539062328111444,37.51428571,0,0,1,0.994609376718886,0.00539062328111444
"461","N26","N26_1338",1162505.164548,4187.05295,13.9660878590557,8.3397524122253,0.99641117606923,0.00358882393077005,37.51428571,0,0,1,0.99641117606923,0.00358882393077005
"462","N26","N26_1339",1521910.71289,4562.98353,14.2354771513531,8.42573197145343,0.997010768321327,0.00298923167867317,37.51428571,0,0,1,0.997010768321327,0.00298923167867317
"463","N26","N26_1348",1243479.066873,9893.860762,14.0334237080453,9.19966971871511,0.992106211532214,0.00789378846778573,37.51428571,0,0,1,0.992106211532214,0.00789378846778573
"464","N26","N26_1879",1034730.304616,13531.581336,13.8496513754757,9.51278159061028,0.987091411490449,0.0129085885095508,37.51428571,0,0,1,0.987091411490449,0.0129085885095508
"465","N27","N27_1803",552862.903095,851875.880342,13.2228653349313,13.6551961148493,0.393569900406893,0.606430099593107,25.5,0,0,1,0.393569900406893,0.606430099593107
