"","sample","phenSumTIC","sapSumTIC","species_code","logPhen","logSap","phenTICpct","sapTICpct","percent_extracted","percent_tyrosine","tyr.final.pct","phensap.final.pct","phen.final.pct","sap.final.pct"
"24","IngM_1609",2108171.018631,11635591.295135,"IngM",14.5613313137355,16.2695791738084,0.153391114492676,0.846608885507324,32.12,0,0,1,0.153391114492676,0.846608885507324
"25","IngM_1616",3628787.557171,12227546.302933,"IngM",15.1044091441595,16.3192018581751,0.22885413420194,0.77114586579806,32.12,0,0,1,0.22885413420194,0.77114586579806
"26","IngMu_1561",4456865.173901,38877.173675,"IngMu",15.3099562010563,10.5681625623878,0.991352446232609,0.00864755376739098,36.94,0,0,1,0.991352446232609,0.00864755376739098
"27","IngMu_1586",6221100.982491,30344.480988,"IngMu",15.6434574558829,10.3203699344163,0.995146005645371,0.0048539943546293,36.94,0,0,1,0.995146005645371,0.0048539943546293
"28","IngMu_1605",5111955.173985,16284.688416,"IngMu",15.4470925062188,9.69798058433724,0.996824507267026,0.00317549273297362,36.94,0,0,1,0.996824507267026,0.00317549273297362
"29","IngMu_1607",6102477.533264,54261.795441,"IngMu",15.6242053996798,10.9015756752526,0.991186601779937,0.00881339822006292,36.94,0,0,1,0.991186601779937,0.00881339822006292
"30","IngMu_1608",5090968.472856,68643.935852,"IngMu",15.442978640144,11.1366880730191,0.986695912325479,0.0133040876745214,36.94,0,0,1,0.986695912325479,0.0133040876745214
"31","IngO_1584",7571241.917693,11579.889893,"IngO",15.839867669777,9.35702524270527,0.998472878542205,0.00152712145779494,32.56,0,0,1,0.998472878542205,0.00152712145779494
"32","IngO_1587",7983488.617235,46937.809906,"IngO",15.8928860439746,10.7565788110093,0.994155004054659,0.0058449959453412,32.56,0,0,1,0.994155004054659,0.0058449959453412
"33","IngO_1589",6973286.490591,27959.277984,"IngO",15.7575971910599,10.2385043728384,0.996006528136822,0.00399347186317824,32.56,0,0,1,0.996006528136822,0.00399347186317824
"34","IngO_2444",1113612.090281,1242.431519,"IngO",13.9231194254367,7.12482564095891,0.998885566237832,0.00111443376216838,32.56,0,0,1,0.998885566237832,0.00111443376216838
"35","IngP_1569",3707237.455567,11802287.849488,"IngP",15.1257975360746,16.2838039561924,0.23902971771539,0.76097028228461,36.75,0,0,1,0.23902971771539,0.76097028228461
"36","IngP_1570",3076278.50929,12689452.538943,"IngP",14.939231148191,16.3562816976207,0.195124380840861,0.804875619159139,36.75,0,0,1,0.195124380840861,0.804875619159139
"37","IngP_1603",4872537.026367,15854605.24551,"IngP",15.3991253093841,16.5789705678528,0.235080020316074,0.764919979683926,36.75,0,0,1,0.235080020316074,0.764919979683926
"38","IngP_1604",4980400.900784,9943674.223589,"IngP",15.4210209479262,16.1124471505327,0.333715882510558,0.666284117489442,36.75,0,0,1,0.333715882510558,0.666284117489442
"39","IngP_1610",4519267.161919,17855589.902636,"IngP",15.3238604063447,16.6978271769772,0.20197971092643,0.79802028907357,36.75,0,0,1,0.20197971092643,0.79802028907357
"40","IngPu_1582",4224358.838366,171654.377074,"IngPu",15.2563780530247,12.0532382985549,0.960952260909703,0.0390477390902973,29.9,0,0,1,0.960952260909703,0.0390477390902973
"41","IngPu_1583",6435132.957887,53274.510591,"IngPu",15.6772830604752,10.8832132704582,0.991789277900653,0.00821072209934693,29.9,0,0,1,0.991789277900653,0.00821072209934693
"42","IngPu_1585",5138646.079943,61183.69339,"IngPu",15.4523001941618,11.0216359851211,0.988233519931022,0.0117664800689778,29.9,0,0,1,0.988233519931022,0.0117664800689778
"43","IngQ_1565",17717432.230775,6677.474579,"IngQ",16.6900595846712,8.80649513801318,0.999623254725343,0.000376745274657316,36.78,0,0,1,0.999623254725343,0.000376745274657316
"44","IngQ_1566",18973548.032637,7014.448303,"IngQ",16.758556358299,8.85572734411242,0.999630440440843,0.000369559559156574,36.78,0,0,1,0.999630440440843,0.000369559559156574
"45","IngQ_1567",21116186.460936,23283.669311,"IngQ",16.8655504352019,10.0555075058771,0.998898568924976,0.0011014310750242,36.78,0,0,1,0.998898568924976,0.0011014310750242
"46","IngQ_1571",25031908.239275,6210.667603,"IngQ",17.0356618985873,8.73402367365819,0.999751951509373,0.000248048490627382,36.78,0,0,1,0.999751951509373,0.000248048490627382
"47","IngQ_1615",19163193.506577,47891.416504,"IngQ",16.7685019923267,10.7766915711828,0.997507094643756,0.00249290535624364,36.78,0,0,1,0.997507094643756,0.00249290535624364
"48","IngR_1617",14027498.071755,39297.75061,"IngR",16.4565301091455,10.5789225598325,0.997206346697126,0.0027936533028737,40.7,0,0,1,0.997206346697126,0.0027936533028737
"49","IngR_1618",7757173.682417,24545.172058,"IngR",15.8641286096332,10.1082704563678,0.996845790433063,0.00315420956693712,40.7,0,0,1,0.996845790433063,0.00315420956693712
"50","IngR_1709",11054051.282806,21457.154755,"IngR",16.2183075506631,9.97381342375071,0.998062648331138,0.00193735166886164,40.7,0,0,1,0.998062648331138,0.00193735166886164
"51","IngR_1710",9749634.176652,23440.689973,"IngR",16.0927403219267,10.0622286789659,0.997601503079338,0.00239849692066208,40.7,0,0,1,0.997601503079338,0.00239849692066208
"52","IngR_1711",11270557.412475,25873.825805,"IngR",16.2377043446398,10.1609871500211,0.997709557535541,0.00229044246445921,40.7,0,0,1,0.997709557535541,0.00229044246445921
"53","IngS_1596",2646808.233505,15722501.994313,"IngS",14.7888650318546,16.5706034922443,0.144088602167366,0.855911397832634,37.58333333,0,0,1,0.144088602167366,0.855911397832634
"54","IngS_1597",3276328.148761,20064080.382686,"IngS",15.0022338864481,16.8144417287209,0.140371499682481,0.859628500317519,37.58333333,0,0,1,0.140371499682481,0.859628500317519
