"","LA1_edulis","LA10_umbellifera","LA12_capitataESU2","LA13_cylindrica","LA17_NA","LA18_chartacea","LA19_venusta","LA2_heterophylla","LA20a_nobilis","LA20b_nobilis","LA22_bourgonii","LA23_alata","LA25_acreana","LA26_setosa","LA28_venusta","LA3_alba","LA31_spectabilis","LA32_brachystachys","LA33_capitataESU1","LA34_tenuistipula","LA35_capitataESU3","LA37_punctata","LA4_thibaudiana","LA41_NA","LA42_fosteriana?","LA43_marginata","LA44_suaveolens","LA45_sapindoides","LA46_tomentosa","LA48_NA","LA49_ruiziana","LA55_NA","LA59_coruscans","LA6_NA","LA60_laurina","LA7_leiocalycina","LA8_auristellae","LA9_poeppigiana"
"LA1_edulis",0.784129970647267,0.293532792853392,0.298938734099794,0.105442261260342,0.259549600259695,0.239286296016917,0.105279860316563,0.240711785922534,0.57802538732347,0.609778815602771,0.43768395665681,0.144232652953227,0.0949045738949308,0.419535812671893,0.372490487677394,0.0387516502637452,0.394485817025304,0.369553944764274,0.292444373146257,0.591212117117911,0.306787635745647,0.375792573264098,0.34036386093477,0.481305796891706,0.64873352860269,0.13470837399068,0.377330426690995,0.0418268440231069,0.172838146958183,0.65393478881238,0.381251923352041,0.44521824081587,0.083310023962679,0.429538452225938,0.242670979397208,0.468577634010511,0.119630888849615,0.386150423553071
"LA10_umbellifera",0.293532792853392,0.845574879141114,0.23735106323189,0.09152348915481,0.203344872690589,0.134979026532811,0.0904781730388842,0.451945289244137,0.283748780582959,0.254333131842114,0.260079853929183,0.146596664428833,0.0811835508376449,0.262757205624271,0.249555638537256,0.218293277829026,0.263986003433212,0.515086014751947,0.246246876181879,0.362828306345687,0.260839244784509,0.247470658081803,0.218015959208808,0.306860070445636,0.279997610109703,0.0949324453405778,0.25784150666367,0.0394466155970913,0.146471382606326,0.294522329282102,0.249508751551721,0.279720002972248,0.0697935748169807,0.280165305164512,0.455716900871183,0.297225761894885,0.102649774885051,0.244107495786108
"LA12_capitataESU2",0.298938734099794,0.23735106323189,0.851689681821245,0.0814765392471647,0.245967692822465,0.10028580370379,0.0647218693638423,0.394954410565188,0.279130570730861,0.256901997760162,0.183148811967836,0.184160084853936,0.0569304260280154,0.339845555722639,0.400668869315091,0.0357249682584891,0.384334384143608,0.376892775756462,0.776968987086678,0.248334693876154,0.726834958769502,0.343457718205257,0.290968086332357,0.3225803502693,0.272974708330234,0.0697259698210074,0.225582822023473,0.0309869062504843,0.0987557750316917,0.264800760374858,0.361277014705698,0.374551687267458,0.0610265343618937,0.375746728440656,0.395085996809529,0.289202288804931,0.0992198282052921,0.344203060224386
"LA13_cylindrica",0.105442261260342,0.09152348915481,0.0814765392471647,0.776966496759218,0.0876628282352967,0.16936962607514,0.170292749907333,0.0982506380370065,0.0781696197892975,0.0777236881929945,0.134558486309153,0.206680164746088,0.190730501464828,0.148101801671801,0.13991346189114,0.0615617809938967,0.151623000948762,0.113664392340227,0.089546016554657,0.0873504381771149,0.0932808548106592,0.129618555156456,0.121488267336392,0.0962417700270484,0.0901674470258701,0.197476804325382,0.091969894800281,0.0925550970063994,0.16834308023128,0.0894200802872637,0.135738073927546,0.157792440495859,0.339725238072682,0.14857685448431,0.101955838347914,0.0908200663855016,0.214563038306858,0.14999510111951
"LA17_NA",0.259549600259695,0.203344872690589,0.245967692822465,0.0876628282352967,0.822344035067314,0.0955992248167337,0.0871382501544799,0.233515907826374,0.221238951677227,0.22620668145448,0.184473199162975,0.123572173917773,0.0705777749085845,0.32463458633099,0.305791797849283,0.0413748429489804,0.322550449341397,0.262491272987796,0.270289230301343,0.239944726699153,0.283425721081218,0.299730470534155,0.268590440590082,0.278215712012346,0.263140496071031,0.0806750589090792,0.25487040646848,0.0400560323012151,0.132489127787072,0.254327235256891,0.311167736753786,0.329544219242114,0.065453097997655,0.32610130968372,0.221571688842872,0.259791145863674,0.0954107579150416,0.283247877664355
"LA18_chartacea",0.239286296016917,0.134979026532811,0.10028580370379,0.16936962607514,0.0955992248167337,0.87986568765505,0.357245164126866,0.104834499607591,0.19966753405633,0.21024108618237,0.305984851771972,0.174234082236666,0.59625035218586,0.142274475924895,0.130629159425236,0.0369834216490023,0.130787116733915,0.164150735594048,0.0994902196120452,0.232206731744962,0.104018714661289,0.123033005285762,0.110949378719472,0.161479752106009,0.239471005822371,0.404827413727622,0.123008828983039,0.0528776936481652,0.555547540147425,0.221223835063071,0.135540203172812,0.149060878041063,0.178547220901965,0.140484424995953,0.109899908876425,0.163206648788628,0.624642316286215,0.120491981056158
"LA19_venusta",0.105279860316563,0.0904781730388842,0.0647218693638423,0.170292749907333,0.0871382501544799,0.357245164126866,0.88742269332382,0.0806814550672715,0.0766947382845172,0.0871195916918291,0.187931484929133,0.165419556815576,0.325591539436529,0.134177208390711,0.110987886735537,0.0531536557675658,0.132816347696371,0.0868542159894349,0.0740460785874127,0.117460904891164,0.0749246086752057,0.125161627096557,0.109318898681167,0.0970265695072376,0.114376554574376,0.339067443007478,0.0976498954988454,0.0894914816364855,0.366153839863286,0.09056457606811,0.134028453927166,0.128730655567952,0.189672478733103,0.12591928236862,0.0809328835846305,0.100791290469651,0.342318527165589,0.104254975588954
"LA2_heterophylla",0.240711785922534,0.451945289244137,0.394954410565188,0.0982506380370065,0.233515907826374,0.104834499607591,0.0806814550672715,0.842148296843622,0.206360109818554,0.198913916057377,0.208968303340662,0.187205362253726,0.0669833317234777,0.267514541889441,0.321368350792602,0.229898817518609,0.346454427712021,0.61471075484106,0.419436464816945,0.299469624255149,0.44665725635801,0.350771936936019,0.285990662690334,0.2559838042035,0.223987991848601,0.0899540870526711,0.220835283438672,0.0411492927947774,0.128096293688247,0.232656870268156,0.291565671960485,0.306781131629099,0.0759488257700656,0.35331488453993,0.750339785316296,0.23324600247965,0.111417334603062,0.286807730164189
"LA20a_nobilis",0.57802538732347,0.283748780582959,0.279130570730861,0.0781696197892975,0.221238951677227,0.19966753405633,0.0766947382845172,0.206360109818554,0.845390823569418,0.631701701211922,0.380571782378563,0.113460996410662,0.0830319021392281,0.342948722966568,0.306956004556121,0.0287516024787864,0.314271027720771,0.323333177112519,0.266341830646365,0.572390710620177,0.283781287141689,0.283566219216676,0.264415437209756,0.374548365897866,0.595573095371492,0.108729354285335,0.248784600651665,0.0315471679886593,0.133594029546644,0.652025766679471,0.368215278752534,0.341163636377126,0.0653098157004246,0.33601235272598,0.209496597189028,0.362498640976017,0.0947771159979287,0.311148352499249
"LA20b_nobilis",0.609778815602771,0.254333131842114,0.256901997760162,0.0777236881929945,0.22620668145448,0.21024108618237,0.0871195916918291,0.198913916057377,0.631701701211922,0.767968833726347,0.405367155936961,0.107590993203808,0.075313274042611,0.350774130027836,0.303794902654999,0.0323020388868465,0.334744809179943,0.291930901547079,0.241885726722678,0.60572735344115,0.251753584920042,0.313588247470619,0.29451491916217,0.393319817694298,0.65346025799877,0.122539719387418,0.286632826534635,0.0380253593889311,0.144308953759565,0.659811156317116,0.359771289511465,0.333320918079308,0.0687042319612555,0.340049739939763,0.185426715010256,0.420577026110968,0.0863056215141687,0.322506165299266
"LA22_bourgonii",0.43768395665681,0.260079853929183,0.183148811967836,0.134558486309153,0.184473199162975,0.305984851771972,0.187931484929133,0.208968303340662,0.380571782378563,0.405367155936961,0.802072972729476,0.156593072964284,0.160685888450786,0.27128943724643,0.240349273399344,0.0454129571831248,0.271766520800643,0.292583696690847,0.19106530536639,0.435995942380068,0.196774520767594,0.259065958896985,0.227267468917601,0.28974036236431,0.429703792859391,0.266153585636923,0.252539262097447,0.0544916772189725,0.254513330398369,0.420184293806136,0.260699346153221,0.277666461219719,0.121227579765046,0.280447109991007,0.214388627999725,0.300911323011175,0.189666750916019,0.236136802457682
