cluster index	AllFiles	sum(precursor intensity)	RTMean	RTStdErr	parent mass	ScanNumber	ProteosafeFilePath	Original_Path	internalFilename
52	sap_spectra_2017_11_16.mgf	0	0	0	924.531	1108	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
53	sap_spectra_2017_11_16.mgf	0	0	0	1091.5	111	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
54	sap_spectra_2017_11_16.mgf	0	0	0	1094.47	1116	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
55	sap_spectra_2017_11_16.mgf	0	0	0	848.889	1119	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
56	sap_spectra_2017_11_16.mgf	0	0	0	823.485	112	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
57	sap_spectra_2017_11_16.mgf	0	0	0	967.324	1121	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
58	sap_spectra_2017_11_16.mgf	0	0	0	939.412	1122	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
59	sap_spectra_2017_11_16.mgf	0	0	0	895.484	1128	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
60	sap_spectra_2017_11_16.mgf	0	0	0	1058.46	1131	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
61	sap_spectra_2017_11_16.mgf	0	0	0	893.894	1136	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
62	sap_spectra_2017_11_16.mgf	0	0	0	1831.92	1143	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
63	sap_spectra_2017_11_16.mgf	0	0	0	1318.65	1144	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
64	sap_spectra_2017_11_16.mgf	0	0	0	1738.78	1145	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
65	sap_spectra_2017_11_16.mgf	0	0	0	1646.77	1149	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
66	sap_spectra_2017_11_16.mgf	0	0	0	633.4	1154	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
67	sap_spectra_2017_11_16.mgf	0	0	0	823.483	1157	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
68	sap_spectra_2017_11_16.mgf	0	0	0	1754.85	1159	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
69	sap_spectra_2017_11_16.mgf	0	0	0	1732.83	116	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
70	sap_spectra_2017_11_16.mgf	0	0	0	1021.46	1165	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
71	sap_spectra_2017_11_16.mgf	0	0	0	1859.93	1169	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
72	sap_spectra_2017_11_16.mgf	0	0	0	1021.95	1170	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
73	sap_spectra_2017_11_16.mgf	0	0	0	1070.57	1177	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
74	sap_spectra_2017_11_16.mgf	0	0	0	1001.47	1189	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
75	sap_spectra_2017_11_16.mgf	0	0	0	749.448	1192	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
76	sap_spectra_2017_11_16.mgf	0	0	0	1150.02	1193	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
77	sap_spectra_2017_11_16.mgf	0	0	0	989.424	1194	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
78	sap_spectra_2017_11_16.mgf	0	0	0	1006.96	1195	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
79	sap_spectra_2017_11_16.mgf	0	0	0	1357.62	1197	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
80	sap_spectra_2017_11_16.mgf	0	0	0	1920	12	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
81	sap_spectra_2017_11_16.mgf	0	0	0	1433.17	1202	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
82	sap_spectra_2017_11_16.mgf	0	0	0	1876.85	1204	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
83	sap_spectra_2017_11_16.mgf	0	0	0	1091.5	1207	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
84	sap_spectra_2017_11_16.mgf	0	0	0	1464.7	1211	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
85	sap_spectra_2017_11_16.mgf	0	0	0	1616.78	1214	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
86	sap_spectra_2017_11_16.mgf	0	0	0	811.485	1218	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
87	sap_spectra_2017_11_16.mgf	0	0	0	1090.51	1219	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
88	sap_spectra_2017_11_16.mgf	0	0	0	1113.51	122	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
89	sap_spectra_2017_11_16.mgf	0	0	0	881.489	1227	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
90	sap_spectra_2017_11_16.mgf	0	0	0	981.856	1228	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
91	sap_spectra_2017_11_16.mgf	0	0	0	1835.81	1229	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
92	sap_spectra_2017_11_16.mgf	0	0	0	1143.55	123	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
93	sap_spectra_2017_11_16.mgf	0	0	0	998.511	1232	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
94	sap_spectra_2017_11_16.mgf	0	0	0	1760.79	1233	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
95	sap_spectra_2017_11_16.mgf	0	0	0	1095.79	1234	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
96	sap_spectra_2017_11_16.mgf	0	0	0	1158.58	1240	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
97	sap_spectra_2017_11_16.mgf	0	0	0	1361.67	1241	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
98	sap_spectra_2017_11_16.mgf	0	0	0	1516.73	1244	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
99	sap_spectra_2017_11_16.mgf	0	0	0	785.469	1247	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
100	sap_spectra_2017_11_16.mgf	0	0	0	1147.57	1248	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
101	sap_spectra_2017_11_16.mgf	0	0	0	939.419	1251	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
102	sap_spectra_2017_11_16.mgf	0	0	0	1786.88	1252	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
103	sap_spectra_2017_11_16.mgf	0	0	0	887.886	1253	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
104	sap_spectra_2017_11_16.mgf	0	0	0	1044.46	1254	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
105	sap_spectra_2017_11_16.mgf	0	0	0	659.323	1255	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
106	sap_spectra_2017_11_16.mgf	0	0	0	1905.84	1256	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
107	sap_spectra_2017_11_16.mgf	0	0	0	1744.86	1257	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
108	sap_spectra_2017_11_16.mgf	0	0	0	1548.76	1258	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
109	sap_spectra_2017_11_16.mgf	0	0	0	866.49	126	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
110	sap_spectra_2017_11_16.mgf	0	0	0	1788.86	1263	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
111	sap_spectra_2017_11_16.mgf	0	0	0	1701.82	1265	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
112	sap_spectra_2017_11_16.mgf	0	0	0	1546.74	1266	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
113	sap_spectra_2017_11_16.mgf	0	0	0	1552.72	1269	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
114	sap_spectra_2017_11_16.mgf	0	0	0	718.417	1272	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
115	sap_spectra_2017_11_16.mgf	0	0	0	1604.79	1273	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
116	sap_spectra_2017_11_16.mgf	0	0	0	1688.81	128	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
117	sap_spectra_2017_11_16.mgf	0	0	0	1589.76	1281	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
118	sap_spectra_2017_11_16.mgf	0	0	0	1378.68	1282	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
119	sap_spectra_2017_11_16.mgf	0	0	0	1119.51	1289	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
120	sap_spectra_2017_11_16.mgf	0	0	0	1319.66	1295	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
121	sap_spectra_2017_11_16.mgf	0	0	0	1004.43	1298	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
122	sap_spectra_2017_11_16.mgf	0	0	0	922.949	1299	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
123	sap_spectra_2017_11_16.mgf	0	0	0	1163.57	1300	spec/spec-00000.mgf	f.gordonyounkin/all_inga/sap_spectra_2017_11_16.mgf	spec-00000.mgf
