cluster index	AllFiles	sum(precursor intensity)	RTMean	RTStdErr	parent mass	ScanNumber	ProteosafeFilePath	Original_Path	internalFilename
110	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	1153.26	4914	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
111	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	325.237	3593	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
112	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	865.196	1019	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
113	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	441.082	89	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
114	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	577.134	348	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
115	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	433.076	687	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
116	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	635.088	122	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
117	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	865.196	364	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
118	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	577.135	108	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
119	phenolics_merged_spectra_2017_09_22.mgf	0	0	0	577.134	381	spec/spec-00000.mgf	f.gordonyounkin/all_inga/phenolics_merged_spectra_2017_09_22.mgf	spec-00000.mgf
