compound_number,feature_number,TIC,mz,rt
1,466,1809739.859840,319.045218,8.268367
1,1550,1181393.751680,193.013718,8.160374
1,4247,62726.418400,125.023711,8.166244
1,4250,54083.467220,151.003156,8.168233
1,4257,134330.477720,175.003139,8.166739
1,4259,275970.406227,178.998027,8.292558
1,4265,29869.659653,180.002333,8.164994
1,4266,83803.309653,181.013372,8.168994
1,4267,33404.785880,191.034394,8.173461
1,4274,115202.667813,194.017222,8.162744
1,4277,15822.913627,195.023350,8.164006
1,4278,63011.581427,215.034450,8.161256
1,4281,6466.654740,231.029531,8.147623
1,4282,33506.307140,233.045022,8.170317
1,4284,104784.842593,257.044983,8.164478
1,4294,35416.769333,275.054978,8.161800
1,4299,9524.768280,283.024285,8.153838
1,4309,67683.158593,291.050014,8.301489
1,4314,7718.247427,299.019113,8.144862
1,4317,530421.467807,301.033919,8.161511
1,4319,84176.719507,302.037694,8.164478
1,4321,7151.419140,303.039862,8.147838
1,4331,1071834.637180,317.029467,8.155839
1,4336,180461.326153,318.032589,8.158922
1,4343,299121.835180,320.048183,8.160811
1,4346,42450.406340,321.050006,8.158333
1,4349,370704.344673,335.039628,8.156256
1,4350,59223.020280,336.042856,8.156006
1,4351,3539.194700,337.044825,8.126138
1,4352,12841.307260,341.026591,8.201057
1,4358,429593.473193,353.050156,8.164367
1,4360,72257.896373,354.053383,8.157478
1,4362,5523.684160,355.057464,8.017400
1,4364,29788.039340,382.039931,8.164392
1,4516,31243.331620,635.066906,8.332132
1,4518,8586.601600,636.069977,8.363908
1,4525,121379.458620,637.087039,8.216485
1,4528,41324.599160,638.086050,8.155389
1,4530,782717.656893,639.098422,8.159617
1,4531,228931.212480,640.101750,8.156533
1,4533,59712.539980,641.104194,8.157111
1,4535,19491.311680,653.077581,8.366973
1,4537,3911.543300,654.080517,8.470056
1,4538,74190.870160,655.088100,8.365354
1,4540,28044.503007,656.096408,8.149938
1,4546,34730.523800,673.103515,8.149769
1,4547,12470.669707,674.106931,8.152954
1,4550,78168.735073,692.010306,8.167783
1,4551,51095.955820,693.015689,8.170217
1,4552,11704.214173,694.019338,8.161200
1,4567,7715.928547,955.117337,8.140513
1,4568,76773.652420,959.148711,8.155667
1,4569,40473.864947,960.151878,8.157172
1,4579,12218.804720,1012.058723,8.137869
1,4580,8821.294187,1013.065125,8.145962
1,10257,3302.980820,319.087300,8.151800
1,10258,3682.501680,319.136600,8.155400
1,10260,2717.081600,322.053900,8.151800
1,10270,9077.530700,365.049450,8.165350
1,10273,4085.425700,383.044400,8.180400
1,10283,1653.227460,436.980100,8.133900
1,10318,4051.613500,639.159100,8.167800
1,10320,8871.942700,642.107400,8.151700
1,10327,4685.233980,657.099700,8.155300
1,10332,2360.349800,671.086600,8.146400
1,10333,2405.846100,675.107000,8.150000
1,10346,2845.651160,956.120600,8.155300
1,10347,7039.690160,957.130500,8.148200
1,10348,3831.399240,958.135700,8.151800
1,10349,3340.869160,959.647800,8.151800
1,10350,11219.245320,961.154800,8.153600
1,10351,2285.803200,962.156500,8.148100
1,10352,1946.682640,973.123700,8.148100
1,10353,2832.066440,975.140500,8.148200
1,10354,6791.592720,981.128850,8.178100
1,10355,2123.826520,985.602900,8.155300
1,10357,2365.107560,986.105100,8.172500
1,10361,5489.739540,993.152700,8.151700
1,10362,2620.827860,994.154500,8.158900
1,10363,2803.197120,1011.051800,8.158700
1,10364,2622.783880,1014.068000,8.179800
1,10375,2627.915860,1118.164600,8.151800
1,10377,2489.279680,1118.666300,8.158900
1,10378,6826.180960,1119.172400,8.153600
1,10379,6455.187700,1119.675300,8.158900
1,10380,4004.899080,1120.176600,8.155300
1,10381,1936.304720,1120.677300,8.158900
1,10383,3670.031780,1145.628600,8.151700
1,10384,3728.629260,1146.131100,8.159000
1,10385,2855.588400,1146.631500,8.155400
1,10393,2140.461940,1277.182300,8.150000
1,10394,1587.425040,1277.683700,8.144700
1,10395,3373.039820,1278.187800,8.148200
1,10396,3002.190620,1278.691500,8.155400
1,10397,10684.727700,1279.200900,8.153600
1,10398,5837.091860,1279.701000,8.155300
1,10399,7265.419280,1280.203700,8.155300
1,10400,2163.329120,1280.704200,8.151800
1,10401,2133.798640,1281.206500,8.157100
1,10410,2350.814740,1305.653600,8.155400
1,10411,2575.230600,1306.157500,8.155300
1,10412,1947.286280,1306.657000,8.155300
1,10415,2464.240720,1332.110900,8.155400
1,10416,1879.014820,1333.118200,8.141100
1,10430,1862.859420,1438.215500,8.148200
1,10431,2099.784480,1438.718600,8.151800
1,10432,3473.412000,1439.222100,8.155300
1,10433,3736.750580,1439.725100,8.151800
1,10434,2630.252000,1440.226900,8.153600
1,10435,1493.147100,1440.729200,8.151800
1,10436,1423.256820,1465.680600,8.148200
1,10437,1611.746620,1466.180000,8.151800
1,10439,1742.483540,1598.239100,8.151800
1,10440,3071.468940,1599.245500,8.158900
1,10441,2142.767380,1599.750800,8.151800
1,10442,2529.804360,1600.252700,8.151800
1,10454,1002.080640,1760.279800,8.148200
1,1506,42246.147960,661.083036,8.178797
1,4253,33078.921727,153.018636,8.159264
1,4254,10811.533153,165.018592,8.150254
1,4291,56036.019373,273.039522,8.142228
1,4542,3912.782300,659.064337,8.176000
1,4543,12327.271287,662.083372,8.173511
1,10251,3704.322920,258.048850,8.190750
1,18206,2905.309460,677.046200,8.160400
1,18211,2101.105040,997.095800,8.161500
1,4252,4712.609233,152.010600,8.133400
1,4255,2836.759967,167.035250,8.289700
1,4287,2477.561700,261.040900,8.116300
1,4348,2316.300167,333.023700,8.129800
1,4363,3314.833933,372.963300,8.133400
1,308,1662.994933,329.089973,8.167892
2,1106,4111.139120,899.406533,22.116433
2,1107,2130.152780,899.906500,21.993300
2,1127,10322.903120,921.907000,22.125000
2,1130,9978.196760,922.408775,22.123825
2,1132,5407.248700,922.909900,22.106367
2,1133,2083.799800,923.416450,21.980450
2,1150,5622.324760,944.911175,22.123925
2,1151,4950.884660,945.413250,22.122775
2,1260,9839.193720,1798.819975,22.125825
2,1261,11191.476660,1799.823250,22.124325
2,1263,5954.405200,1800.824600,21.940080
2,1266,2049.752300,1801.827300,21.889050
2,1281,2981.069240,1815.831750,22.081900
2,1325,30630.201620,1844.826925,22.127425
2,1327,23339.302460,1845.830550,22.124825
2,1330,11995.520060,1846.835487,21.852463
2,1378,85482.853580,1888.849500,22.129950
2,1380,78213.097190,1889.852375,22.124650
2,1383,49083.465840,1890.855120,22.220720
2,1388,20629.357600,1891.856933,22.125833
2,7951,4011.984680,898.904050,22.101100
2,7989,9797.044100,921.885850,22.105200
2,7991,9135.564280,922.387250,22.103350
2,8214,2711.158840,1799.316850,22.097950
2,8218,2399.594340,1800.318600,22.097950
2,8237,2843.958920,1806.324450,22.136950
2,8288,1271.970620,1820.909750,22.117650
2,8290,8405.560640,1821.331400,22.114300
2,8292,9735.560380,1821.828300,22.111150
2,8294,3521.491080,1821.909150,22.108750
2,8296,8225.164080,1822.327800,22.109450
2,8297,3420.778900,1822.409300,22.107000
2,8300,2758.408960,1822.911100,22.107000
2,8302,4305.137400,1823.326650,22.106300
2,8303,1761.495800,1823.410250,22.107000
2,8305,1481.172080,1823.828600,22.110050
2,8315,4419.026900,1828.915100,22.114100
2,8328,3626.166220,1830.916950,22.116750
2,8358,5076.975500,1836.333250,22.141800
2,8363,6033.453040,1837.335350,22.137350
2,8366,4511.516880,1837.832350,22.134250
2,8381,3183.470600,1842.928350,22.117700
2,8383,5472.152740,1843.930150,22.113250
2,8384,8722.398940,1844.333850,22.115000
2,8385,5069.839880,1844.427600,22.113250
2,8387,19380.787220,1844.920750,22.105150
2,8391,4368.348080,1845.423850,22.108750
2,8408,5228.106320,1847.828350,22.107950
2,8410,4020.460520,1847.927700,22.106150
2,8414,1466.712860,1848.929850,22.098950
2,8425,8089.226540,1852.335750,22.141550
2,8428,2943.308940,1852.930050,22.117700
2,8454,3517.436960,1859.334250,22.132500
2,8503,3736.975220,1866.938900,22.114100
2,8506,4900.821080,1867.441750,22.113200
2,8508,4731.733560,1867.940150,22.113200
2,8510,3018.254360,1868.442850,22.110550
2,8512,2065.141840,1868.940350,22.114100
2,11398,5065.646860,922.886400,22.097500
2,11412,4662.271480,945.383800,22.097500
2,11454,3401.838820,1798.882400,22.094000
2,11455,934.543560,1799.384900,22.090300
2,11456,4453.035140,1799.889500,22.097500
2,11457,1207.992640,1800.383500,22.094000
2,11458,2470.891480,1800.889400,22.097500
2,11467,2262.553480,1807.327300,22.121500
2,11474,2059.922420,1814.392400,22.049350
2,11483,4180.976440,1820.826500,22.108300
2,11484,3176.812880,1821.406300,22.104700
2,11485,5423.155800,1822.832300,22.106600
2,11486,947.387940,1823.905300,22.097500
2,11505,3256.950520,1837.909300,22.115300
2,11506,2416.221540,1838.331900,22.088300
2,11508,2025.779280,1838.415700,22.111800
2,11509,1211.320420,1838.909900,22.111800
2,11511,10180.448140,1842.839400,22.099700
2,11512,6324.084700,1843.340300,22.099700
2,11513,1665.686600,1843.431700,22.101200
2,11514,13405.463500,1843.841300,22.103200
2,11517,5632.308920,1845.335200,22.103300
2,11520,16927.848720,1845.916600,22.097500
2,11521,2142.364340,1846.416100,22.097500
2,11523,8703.333240,1846.920300,22.094000
2,11524,2671.591840,1848.817900,22.107800
2,11539,2220.173840,1861.425300,22.119000
2,11550,3953.641480,1866.344200,22.097300
2,11551,2525.059740,1866.427100,22.097500
2,11552,6726.193640,1866.839900,22.099800
2,11553,7671.592920,1867.338700,22.104400
2,11554,7427.794000,1867.838000,22.101500
2,11555,1161.603720,1869.431500,22.104700
2,11562,19339.434800,1874.938500,22.085100
2,11572,1221.206500,1881.928800,22.122500
2,11573,1484.066940,1882.440000,22.111800
2,11574,1971.706380,1882.938400,22.111800
2,11576,31447.192300,1888.955900,22.340250
2,11577,2078.496580,1889.453600,22.101200
2,11579,33725.032240,1889.962150,22.340250
2,11580,1849.747020,1890.451300,22.097500
2,11582,19302.348280,1890.966900,22.101200
2,11584,19233.330340,1891.960000,22.101200
2,11585,6294.313660,1892.852300,22.097300
2,11586,4470.526240,1892.962800,22.090300
2,11587,1935.482320,1893.954800,22.083200
2,1144,1416.719840,936.913633,22.080567
2,1146,1381.057020,937.414660,22.268560
2,1347,3928.336160,1860.844800,22.270020
2,1349,2090.791480,1861.844850,22.184250
2,1382,9261.437760,1890.836800,22.144500
2,1386,4874.588220,1891.842000,22.155300
2,1400,5596.253520,1918.855663,22.209500
2,1404,6319.018580,1919.862600,22.389800
2,1407,5498.453720,1920.865267,22.259433
2,1411,3776.635800,1934.852967,22.001033
2,1412,3892.749000,1935.853150,21.893125
2,1413,2285.691000,1935.865400,22.211000
2,1414,2857.527920,1936.858800,22.213100
3,1106,5920.305220,899.406533,22.116433
3,1107,3287.098280,899.906500,21.993300
3,1127,17683.197260,921.907000,22.125000
3,1130,17973.185640,922.408775,22.123825
3,1132,10525.183580,922.909900,22.106367
3,1133,4077.500580,923.416450,21.980450
3,1150,10070.048380,944.911175,22.123925
3,1151,10746.253880,945.413250,22.122775
3,1260,12397.515940,1798.819975,22.125825
3,1261,15788.092060,1799.823250,22.124325
3,1263,7899.586080,1800.824600,21.940080
3,1265,1154.436020,1801.331150,22.086400
3,1266,2650.199600,1801.827300,21.889050
3,1306,1979.063780,1830.830067,22.063700
3,1325,30718.792720,1844.826925,22.127425
3,1327,30578.301840,1845.830550,22.124825
3,1330,17330.478920,1846.835487,21.852463
3,1378,9971.281940,1888.849500,22.129950
3,1380,10802.511440,1889.852375,22.124650
3,1383,6078.304520,1890.855120,22.220720
3,1388,2653.410380,1891.856933,22.125833
3,7950,5986.895720,898.885800,22.111000
3,7951,6046.066540,898.904050,22.101100
3,7952,6010.079460,899.387600,22.111100
3,7953,3204.954080,899.888400,22.109200
3,7989,17697.732080,921.885850,22.105200
3,7991,17655.451180,922.387250,22.103350
3,7993,4124.800360,923.391000,22.109200
3,8022,10506.524540,944.888700,22.109200
3,8023,10530.446260,945.400000,22.109200
3,8024,6175.893620,945.892300,22.106500
3,8025,6197.056300,945.915500,22.129250
3,8026,2459.390860,946.392900,22.111000
3,8212,17032.929620,1798.897900,22.109200
3,8214,4874.242120,1799.316850,22.097950
3,8215,7472.241400,1799.397300,22.109200
3,8217,21098.226060,1799.901000,22.109200
3,8218,4033.369160,1800.318600,22.097950
3,8219,6075.732560,1800.401400,22.109200
3,8220,11268.933660,1800.905600,22.109200
3,8222,1941.441780,1801.404300,22.109200
3,8223,4165.223380,1801.908800,22.109200
3,8228,1317.738780,1802.911100,22.109200
3,8288,1949.130820,1820.909750,22.117650
3,8290,1572.719080,1821.331400,22.114300
3,8291,3679.502320,1821.418900,22.123500
3,8292,3211.594820,1821.828300,22.111150
3,8294,7225.709600,1821.909150,22.108750
3,8296,4210.918160,1822.327800,22.109450
3,8297,9444.391940,1822.409300,22.107000
3,8299,3792.506080,1822.822100,22.112300
3,8300,9191.603840,1822.911100,22.107000
3,8302,2783.880640,1823.326650,22.106300
3,8303,6551.750240,1823.410250,22.107000
3,8305,5307.061880,1823.828600,22.110050
3,8306,3835.921800,1823.917200,22.112800
3,8308,2089.935760,1824.419300,22.111000
3,8310,1121.030320,1824.917400,22.112700
3,8313,2760.822840,1828.829650,22.085800
3,8319,1181.215340,1829.418200,22.120250
3,8339,2989.529780,1831.918700,22.119900
3,8348,1337.411100,1833.905600,22.112800
3,8382,1379.324220,1843.830800,22.128500
3,8383,4276.322000,1843.930150,22.113250
3,8384,1552.486060,1844.333850,22.115000
3,8385,5010.756520,1844.427600,22.113250
3,8387,54301.194260,1844.920750,22.105150
3,8390,2663.267400,1845.324000,22.112300
3,8391,8834.990440,1845.423850,22.108750
3,8395,54891.729500,1845.928500,22.111000
3,8398,2053.541820,1846.323800,22.110900
3,8399,5731.938840,1846.428800,22.112800
3,8402,31051.441360,1846.931800,22.111000
3,8405,2467.178960,1847.429700,22.116400
3,8408,7671.159500,1847.828350,22.107950
3,8410,13963.842980,1847.927700,22.106150
3,8413,9072.962220,1848.829350,22.284800
3,8414,5445.391240,1848.929850,22.098950
3,8418,2624.211760,1849.928400,22.116300
3,8441,1407.303120,1855.420200,22.123500
3,8444,1544.131860,1855.925800,22.123500
3,8447,1533.774000,1856.419400,22.114500
3,8448,1372.282740,1856.916400,22.112700
3,8450,1555.454760,1858.914200,22.105800
3,8482,1850.699740,1862.921700,22.102000
3,8503,2768.603860,1866.938900,22.114100
3,8506,3792.029600,1867.441750,22.113200
3,8508,4506.959340,1867.940150,22.113200
3,8510,3306.163920,1868.442850,22.110550
3,8512,2687.828580,1868.940350,22.114100
3,8514,1446.756260,1869.445400,22.125200
3,8559,1791.196660,1879.934900,22.119900
3,8586,22434.456360,1888.970900,22.127100
3,8592,22587.299780,1889.974500,22.127100
3,8600,13685.023700,1890.977500,22.127100
3,8603,5702.952060,1891.980100,22.127100
3,8604,2164.434440,1892.977600,22.127000
3,8643,1400.613060,1912.809300,22.102500
3,8644,1246.095140,1912.942500,22.109200
3,8647,1209.336460,1913.806900,22.098800
4,1093,1922.728940,877.900650,21.546925
4,1095,2031.440000,878.403233,21.562733
4,1109,5957.031880,900.903100,21.643080
4,1134,3889.415840,923.906264,21.368307
4,1135,3532.971600,924.407443,21.347304
4,1237,6220.430420,1757.812420,21.592880
4,1270,10437.889160,1802.817517,21.536683
4,1274,10150.336380,1803.819214,21.409657
4,1276,5499.052380,1804.820175,21.454625
4,1277,2416.749660,1809.330567,21.554033
4,1278,1623.487560,1809.833300,21.467267
4,1309,1486.912640,1832.332900,21.555200
4,1395,21520.676760,1904.843425,21.525725
4,1397,28336.327080,1905.847500,21.526900
4,7390,1792.021420,1807.828400,21.376100
4,7392,3490.274460,1808.824133,21.448933
4,7957,6020.243200,901.405700,21.508500
4,7959,3283.244560,901.906400,21.508900
4,7995,3788.056700,924.384100,21.497500
4,7997,2825.312800,928.916150,21.510800
4,7998,2984.341060,929.396800,21.509500
4,8028,18588.108780,951.891300,21.511750
4,8030,13471.844940,951.917100,21.512700
4,8031,19247.791660,952.396200,21.507700
4,8033,11520.728200,952.419700,21.512550
4,8034,11021.078320,952.902050,21.386100
4,8035,10628.892180,952.919850,21.512600
4,8036,4640.684560,953.403900,21.385250
4,8037,4694.208120,953.421900,21.519300
4,8057,11820.636440,974.895600,21.507700
4,8058,10786.654820,974.921167,21.524733
4,8059,12343.502900,975.398000,21.509500
4,8060,11186.593400,975.423700,21.521300
4,8061,6914.479800,975.899000,21.509500
4,8062,4985.708080,975.924700,21.534700
4,8063,2672.320560,976.397500,21.506000
4,8165,5554.152660,1756.808100,21.465500
4,8172,3177.112640,1758.815233,21.466900
4,8234,2353.485420,1805.824300,21.449850
4,8245,2632.437120,1807.904200,21.502400
4,8246,3060.056160,1808.324250,21.515750
4,8247,4360.848840,1808.404300,21.502400
4,8248,4898.439640,1808.905500,21.502500
4,8251,1179.255860,1810.408400,21.502500
4,8327,3724.346540,1830.917600,21.509600
4,8332,6827.405720,1831.330100,21.526500
4,8333,4598.802200,1831.418800,21.504200
4,8336,1938.069320,1831.829000,21.524800
4,8338,4399.811100,1831.918400,21.502400
4,8342,3268.939300,1832.420600,21.502500
4,8347,2084.050780,1833.423400,21.506000
4,8435,3515.039540,1854.432050,21.527850
4,8439,3302.873220,1854.930300,21.504200
4,8442,2253.825680,1855.432700,21.505900
4,8445,1713.198980,1855.936800,21.505900
4,8449,14459.012440,1858.837460,21.269320
4,8455,6711.126920,1859.337900,21.513800
4,8457,4291.620840,1859.442700,21.513200
4,8464,6224.849720,1860.340300,21.522800
4,8466,6002.631740,1860.446600,21.520400
4,8468,10359.580580,1860.843850,21.518850
4,8469,11677.561860,1860.951050,21.459700
4,8472,2970.243940,1861.340700,21.512200
4,8476,5620.769820,1861.844200,21.514500
4,8477,6330.913400,1861.947500,21.511300
4,8483,2806.186400,1862.945500,21.498700
4,8499,3330.405440,1866.342500,21.512200
4,8505,1732.941600,1867.350300,21.508500
4,8564,2049.708900,1881.838500,21.522800
4,8565,2698.433440,1881.954700,21.513200
4,8566,2983.524060,1882.342000,21.528400
4,8567,5411.271820,1882.455900,21.511300
4,8568,3355.729040,1882.844900,21.530300
4,8569,6195.047940,1882.951750,21.512750
4,8570,2117.196260,1883.345300,21.530300
4,8571,4997.555540,1883.461300,21.516700
4,8572,1867.918280,1883.849100,21.522800
4,8573,4617.277900,1883.962000,21.522200
4,8589,783.523360,1889.345700,21.519300
4,8596,1713.474160,1890.348600,21.519300
4,8601,2182.228660,1891.467600,21.525700
4,8620,43693.137700,1904.972500,21.509500
4,8622,1634.937620,1905.341600,21.522800
4,8623,3733.945400,1905.472300,21.513200
4,8626,33052.533540,1905.976300,21.460500
4,8627,1454.001120,1906.352400,21.519300
4,8628,2784.008160,1906.474100,21.514900
4,8629,16202.866680,1906.849200,21.528467
4,8633,1182.112440,1907.478900,21.516700
4,8634,5314.269840,1907.850950,21.515550
4,8636,11644.658680,1907.983200,21.511300
4,8638,2531.063180,1908.848500,21.526500
4,8639,3176.041020,1908.983200,21.516700
4,8640,1407.258160,1909.980500,21.523800
4,8648,1918.526960,1913.974200,21.522200
4,8702,1055.717560,1972.831800,21.522800
4,8708,355.258100,1987.847200,21.529700
5,6152,17378.812380,330.979300,24.118200
5,6202,23003.943980,806.897000,24.100200
5,6203,20854.912340,807.399600,24.093000
5,6204,9497.090420,807.899200,24.100300
5,6205,3733.074340,808.400500,24.103800
5,6206,31317.592400,812.897150,24.102450
5,6207,26404.408040,813.399000,24.093000
5,6208,13557.170420,813.899500,24.093200
5,6209,4514.340660,814.400500,24.096700
5,6210,21667.542820,821.901267,23.957633
5,6211,20270.132720,822.404567,23.959100
5,6212,9020.735900,822.904000,24.089700
5,6213,2760.405200,823.406900,24.086000
5,6221,20501.941240,829.899000,24.096700
5,6223,18002.903720,830.401900,24.089500
5,6225,9621.938640,830.901900,24.089800
5,6226,3631.722960,831.398900,24.089500
5,6230,26464.127180,835.899300,24.093000
5,6232,23397.933020,836.401200,24.089700
5,6235,12511.980720,836.904100,23.876750
5,6236,4170.786540,837.408000,23.872000
5,6246,53460.704520,844.904900,24.104750
5,6248,48443.366900,845.406200,24.101250
5,6251,25278.337980,845.907950,24.100100
5,6253,8978.358940,846.409000,24.093100
5,6255,2792.682420,846.915200,24.082200
5,6307,16990.563640,867.906150,24.103250
5,6310,14331.538980,868.406900,24.099900
5,6312,6953.671120,868.910800,24.084200
5,6317,2798.937100,869.415400,24.089200
5,6650,6968.061460,1614.800100,24.096800
5,6653,6093.439980,1615.808600,24.091300
5,6659,12497.500940,1626.801000,24.351100
5,6661,8334.226780,1627.806800,24.089500
5,6664,4166.612340,1628.804800,24.095000
5,6678,1971.807320,1634.777800,24.114200
5,6682,1968.518120,1635.773300,24.114700
5,6693,183803.610660,1644.809380,24.343240
5,6697,15294.937580,1645.313000,24.096700
5,6699,169868.808740,1645.815767,24.268067
5,6702,10140.688240,1646.315600,24.096700
5,6705,83060.569470,1646.822233,24.101933
5,6707,2541.360820,1647.318300,24.098400
5,6709,28637.304160,1647.824800,24.107500
5,6716,7297.188300,1648.825100,24.103800
5,6737,2179.339140,1656.821300,24.079300
5,6750,3431.402600,1662.799900,24.100300
5,6752,3360.910080,1663.798200,24.102000
5,6755,7021.799320,1667.805850,24.167250
5,6756,11980.945520,1668.316200,24.101900
5,6757,11695.282880,1668.816500,24.103700
5,6759,7666.193020,1669.319100,24.102000
5,6760,4544.668960,1669.814000,24.100200
5,6761,4541.468620,1669.828600,24.096500
5,6762,2164.393460,1670.324800,24.096500
5,6764,3975.688440,1671.773500,24.100200
5,6766,3975.207260,1672.264400,24.107400
5,6767,2961.506260,1672.281000,24.089200
5,6769,3607.086460,1672.772300,24.100200
5,6771,3055.455500,1673.274400,24.089300
5,6781,2679.528640,1676.808200,24.093000
5,6788,2521.640920,1678.803600,24.118200
5,6790,3124.983840,1679.307800,24.101900
5,6794,3445.207100,1679.804100,24.117500
5,6797,3486.971980,1679.815400,24.096500
5,6801,4988.027880,1680.801300,24.103700
5,6814,8804.393860,1685.826100,24.119500
5,6820,7369.009040,1686.829600,24.100200
5,6825,3571.329600,1688.811967,24.224433
5,6833,276677.223000,1690.815957,24.399671
5,6834,2613.828120,1691.305500,24.103800
5,6837,270334.334160,1691.817567,24.341550
5,6841,132105.078440,1692.823367,24.271600
5,6844,48848.346120,1693.826800,24.107150
5,6846,14561.234040,1694.829600,24.103800
5,6849,3814.222940,1695.824800,24.100300
5,6869,2819.888800,1703.786000,24.098300
5,6872,3521.861220,1704.277700,24.096700
5,6874,3935.024880,1704.777700,24.096800
5,6876,2934.759500,1705.284700,24.100100
5,6883,8325.143400,1707.808700,24.119700
5,6886,13203.855860,1708.806900,24.107200
5,6889,8334.471200,1709.810500,24.102000
5,6891,4133.705000,1710.813900,24.102000
5,6895,4239.003240,1712.805300,24.098200
5,6896,4193.742920,1713.806400,24.112300
5,6945,7458.550620,1731.831900,24.118200
5,6951,8631.920380,1732.836900,24.111000
5,6955,5376.035300,1733.831300,24.118200
5,7026,12146.472340,1758.811950,24.104500
5,7030,9522.623400,1759.809400,24.112700
5,7031,4158.453680,1760.809000,24.125100
5,7035,502.354000,1762.738100,24.107300
5,7036,3009.952900,1762.748500,24.114500
5,7041,5063.841180,1763.757800,24.103800
5,7075,759.840020,1774.402900,24.087700
5,7078,1940.645940,1774.900800,24.087700
5,6282,3622.362960,859.897950,24.771500
5,6284,3302.625000,860.399100,24.754350
5,6299,3517.941260,865.899300,24.571600
5,6301,4140.874760,866.399600,24.573400
5,6372,3675.804100,888.902500,24.571500
5,6389,11530.103160,897.906200,24.571700
5,6390,9002.048180,898.404650,24.540050
5,6392,5840.208920,898.909400,24.571300
5,6394,2027.233560,899.408450,24.403750
5,6427,3482.045460,920.911050,24.338250
5,6428,2486.464620,921.410500,24.573200
5,6662,2753.969200,1627.808000,24.596400
5,6865,2902.524240,1702.817000,24.585800
5,6870,2547.283380,1703.820400,24.589300
5,7002,8320.795600,1750.800200,24.582000
5,7004,9221.792220,1750.816300,24.573400
5,7007,7896.926040,1751.820100,24.574700
5,7013,3941.761600,1752.824400,24.575200
5,7117,8638.170170,1796.822550,24.573000
5,7119,11728.646470,1797.826450,24.571350
5,7121,4210.066460,1798.826800,24.571300
6,242,595094.526027,922.514887,25.520287
6,243,322358.951400,923.518167,25.536700
6,244,93035.579060,924.521380,25.520480
6,257,781473.754360,968.520115,25.536321
6,259,423339.531240,969.523733,25.540317
6,262,136944.601040,970.526940,25.538400
6,264,81405.778080,985.511762,25.549110
6,266,71128.057680,990.501333,25.542150
6,831,15728.961860,923.016125,25.543325
6,832,17742.896860,925.523933,25.550667
6,837,31676.437780,971.528950,25.544050
6,842,41897.559340,986.514854,25.553667
6,843,35374.105680,991.505150,25.543850
6,847,30995.492640,1040.449925,25.545600
6,885,64237.750580,1384.277450,25.543925
6,886,110626.099260,1384.779325,25.543475
6,887,96175.569020,1385.280350,25.543475
6,888,60599.679660,1385.781600,25.543475
6,889,28591.960440,1386.283000,25.544100
6,890,9743.442240,1395.270400,25.547167
6,891,15917.655180,1395.770600,25.550733
6,892,13500.584660,1396.273300,25.547133
6,917,95343.951820,1846.037675,25.544150
6,918,43846.000880,1846.535925,25.544150
6,919,130263.215980,1847.040725,25.544100
6,920,38751.647460,1847.538875,25.544275
6,921,82054.571440,1848.043725,25.544225
6,922,26986.189920,1849.048867,25.551333
6,5633,4508.779620,922.994200,25.537200
6,5635,42654.737440,924.499100,25.541000
6,5637,9327.845560,925.499600,25.552500
6,5655,8264.362920,958.466500,25.537200
6,5657,10578.217320,958.490500,25.549400
6,5658,4003.439140,959.470900,25.541000
6,5660,3985.270920,959.496000,25.548200
6,5661,4410.651500,960.463900,25.556500
6,5662,3601.806520,960.491800,25.548600
6,5664,387700.763200,968.495400,25.541000
6,5668,218665.854980,969.498600,25.541000
6,5671,76824.562820,970.501000,25.541000
6,5672,18649.392880,971.501478,25.404756
6,5674,3382.070780,972.529400,25.552800
6,5680,45911.359640,985.484200,25.541000
6,5682,24533.718940,986.487100,25.537200
6,5685,8114.408240,987.489400,25.541000
6,5686,10700.053340,987.514400,25.549000
6,5688,1855.336020,988.497100,25.541000
6,5690,37353.047620,990.475600,25.537200
6,5691,22695.657800,991.479000,25.556500
6,5692,5865.607160,992.507300,25.554000
6,5702,5110.957220,1007.489600,25.557700
6,5704,4241.501100,1021.430100,25.546100
6,5705,3881.216420,1022.435100,25.555300
6,5710,8810.598300,1040.421700,25.541000
6,5711,5391.967480,1041.423800,25.552500
6,5712,16750.791940,1041.451333,25.540133
6,5713,2372.622280,1042.423300,25.537200
6,5714,4795.022460,1042.455000,25.554500
6,5723,3627.731900,1052.473700,25.543200
6,5730,3578.894500,1058.490800,25.542000
6,5813,35781.377940,1384.249200,25.541000
6,5814,56744.385240,1384.750700,25.541000
6,5815,49206.501520,1385.251800,25.541000
6,5816,29903.678940,1385.753300,25.541000
6,5817,14130.425700,1386.255900,25.541000
6,5818,5797.071960,1386.757100,25.541000
6,5819,9601.599860,1386.784750,25.544900
6,5820,2006.230700,1387.254900,25.541000
6,5821,5094.021680,1395.239800,25.541000
6,5822,8356.179840,1395.742600,25.548800
6,5823,6854.315400,1396.243600,25.541000
6,5824,4085.975600,1396.744100,25.537200
6,5825,6494.023580,1396.772900,25.548100
6,5845,15830.838040,1846.130500,25.541000
6,5846,8751.346320,1846.629400,25.541000
6,5847,22719.061700,1847.133000,25.541000
6,5848,7873.767780,1847.632700,25.541000
6,5849,14659.090440,1848.136800,25.541000
6,5850,12866.662440,1848.541350,25.547250
6,5851,3245.753260,1848.635100,25.541000
6,5852,7620.425660,1849.140300,25.541000
6,5853,6186.523440,1850.046500,25.549350
6,5854,2436.281840,1850.141500,25.548800
