feature_number,rt,mz
2284,11.897563,315.144147
2285,11.308322,316.147878
2286,12.211100,337.126000
2287,17.054050,399.201200
2288,9.691780,467.108020
2289,25.763000,483.258650
2290,11.223600,565.210900
2291,14.002959,623.100531
2292,19.614700,664.816900
2293,19.615600,665.318500
2294,23.670000,716.828900
2295,24.521533,813.903367
2296,24.542333,814.404900
2297,24.734050,814.908050
2298,25.693500,815.417750
2299,23.853450,828.907600
2300,24.036200,829.413400
2301,24.031500,829.913600
2302,26.123200,834.909600
2303,26.119700,835.412700
2304,24.890186,836.903686
2305,24.955593,837.405028
2306,24.559633,837.410200
2307,25.303133,837.903867
2308,23.841414,844.900443
2309,23.927120,845.402260
2310,25.358900,851.900725
2311,21.259800,851.913400
2312,25.360750,852.402350
2313,21.257350,852.414850
2314,22.019400,852.910833
2315,24.042300,852.916300
2316,24.261400,854.925150
2317,24.244850,855.425675
2318,24.426750,855.929150
2319,24.388900,856.430300
2320,23.969650,859.900233
2321,24.866800,860.402220
2322,23.256726,866.902911
2323,21.967806,867.403459
2324,23.424150,869.929200
2325,23.584450,870.432325
2326,23.029050,870.933250
2327,22.312500,871.436000
2328,23.193050,872.422600
2329,22.554500,872.923500
2330,24.029833,874.904833
2331,25.500133,875.406133
2332,22.680175,875.914675
2333,25.003200,875.931600
2334,25.000600,876.432950
2335,23.971260,877.926640
2336,23.979220,878.428840
2337,24.409800,878.931200
2338,24.376600,879.432500
2339,23.947200,890.935700
2340,23.950800,891.435500
2341,23.031600,892.933500
2342,23.030000,893.434200
2343,22.313600,893.936400
2344,22.315800,894.437900
2345,23.583433,907.936667
2346,23.583667,908.438400
2347,23.015900,915.935400
2348,23.015900,916.438300
2349,23.017650,916.939000
2350,8.716154,988.160142
2351,23.258000,1018.999200
2352,23.254500,1019.501000
2353,23.254500,1020.002000
2354,23.258000,1042.001700
2355,23.258000,1042.504700
2356,23.258000,1043.006900
2357,9.203409,1141.174909
2358,21.889905,1292.622492
2359,23.549825,1330.680025
2360,25.340500,1331.665800
2361,23.551675,1331.684950
2362,21.285803,1334.640153
2363,21.752013,1335.642904
2364,24.184000,1335.659100
2365,25.103400,1372.691375
2366,25.063733,1373.694100
2367,25.078800,1374.697150
2368,23.232114,1376.687171
2369,25.384000,1377.672400
2370,23.099543,1377.688429
2371,21.388750,1378.676700
2372,23.655120,1378.690980
2373,22.654400,1379.681600
2374,24.240200,1404.680600
2375,24.239500,1405.684900
2376,26.294400,1414.702850
2377,26.292250,1415.705300
2378,24.091250,1416.709850
2379,24.103450,1418.695150
2380,24.866280,1419.699700
2381,24.752350,1420.702175
2382,25.079650,1421.705700
2383,17.787588,1422.692433
2384,22.315350,1434.695400
2385,25.025300,1435.686900
2386,25.729450,1436.686900
2387,26.643190,1448.679500
2388,25.914100,1448.686600
2389,26.514100,1449.686000
2390,24.658933,1452.678767
2391,24.886800,1453.683000
2392,24.747967,1454.732900
2393,24.766450,1455.736800
2394,24.766550,1456.738000
2395,23.459660,1458.728740
2396,22.327350,1459.715425
2397,23.221633,1459.732233
2398,25.441760,1460.710160
2399,23.258667,1460.730133
2400,25.474800,1460.741650
2401,25.547675,1461.711750
2402,25.475400,1461.746800
2403,23.944180,1462.716560
2404,21.800000,1463.721000
2405,25.968225,1464.682500
2406,22.404220,1465.684900
2407,23.848085,1466.685831
2408,20.272150,1486.688125
2409,25.079700,1487.685900
2410,26.299685,1490.694046
2411,27.462273,1491.693418
2412,24.836575,1494.687814
2413,25.139089,1495.690426
2414,25.867667,1496.697767
2415,25.784000,1496.716000
2416,25.896850,1497.699800
2417,25.777800,1497.736700
2418,25.574800,1497.767500
2419,22.992500,1500.738833
2420,23.928750,1501.745517
2421,23.526983,1502.747417
2422,24.065933,1503.748733
2423,26.960462,1506.690775
2424,26.953488,1507.693975
2425,26.869469,1536.700008
2426,26.868123,1537.704138
2427,22.711377,1538.702723
2428,25.047750,1538.714800
2429,23.272000,1542.751000
2430,25.583500,1542.760800
2431,26.180950,1542.783675
2432,24.130200,1543.752500
2433,25.581600,1543.763400
2434,26.180575,1543.789850
2435,23.657771,1544.759957
2436,24.766400,1568.725900
2437,24.770250,1569.731200
2438,26.747050,1571.803550
2439,26.746850,1572.805500
2440,25.247300,1578.825600
2441,25.250800,1579.828000
2442,23.292533,1586.807633
2443,25.247333,1587.796067
2444,23.067400,1587.809950
2445,25.245067,1588.799600
2446,22.912000,1588.816000
2447,24.756974,1589.796821
2448,25.860600,1624.826000
2449,25.858350,1625.830400
2450,24.051043,1628.821943
2451,24.501750,1629.825200
2452,25.082300,1630.826700
2453,24.878000,1631.831450
2454,22.777271,1632.809400
2455,24.272057,1633.810557
2456,25.227133,1634.809000
2457,22.908500,1634.822400
2458,23.214850,1635.799400
2459,26.142150,1653.841200
2460,24.955950,1654.840050
2461,24.954350,1655.843100
2462,21.289100,1658.836750
2463,23.651650,1659.832900
2464,25.847167,1663.794800
2465,25.114333,1664.786433
2466,22.659000,1668.854100
2467,24.733900,1669.832925
2468,22.849750,1669.848300
2469,24.984562,1670.834137
2470,25.031875,1671.837175
2471,26.170100,1672.837700
2472,24.300700,1674.813480
2473,24.838314,1674.826171
2474,25.732833,1675.808100
2475,25.177840,1675.826395
2476,24.930607,1676.832607
2477,24.875250,1677.838150
2478,24.024750,1683.852100
2479,24.558083,1699.845425
2480,24.276300,1700.851500
2481,22.554500,1701.857500
2482,24.407829,1704.815171
2483,24.245200,1704.830450
2484,24.041500,1705.828800
2485,22.452733,1705.843167
2486,25.635767,1706.815833
2487,25.092700,1707.810575
2488,25.638500,1709.789600
2489,25.642700,1710.795500
2490,24.539500,1710.864233
2491,24.498375,1711.867325
2492,23.592375,1712.830925
2493,24.606800,1712.869525
2494,24.527825,1713.840650
2495,24.598750,1713.869050
2496,22.662500,1714.841900
2497,24.639300,1715.843000
2498,24.437380,1716.836460
2499,24.450300,1717.839220
2500,25.419586,1720.807541
2501,25.476857,1721.809530
2502,23.698050,1729.861333
2503,23.092440,1730.861440
2504,22.740360,1731.864440
2505,24.033625,1740.869325
2506,23.265767,1741.872833
2507,22.313600,1742.880100
2508,22.307800,1743.885100
2509,22.331750,1745.855450
2510,21.850767,1746.852900
2511,21.850100,1747.854767
2512,25.387633,1750.821517
2513,25.511314,1751.823429
2514,23.562622,1752.823907
2515,25.610200,1752.873600
2516,23.950869,1753.820092
2517,25.608200,1753.876300
2518,23.547257,1756.863576
2519,23.344367,1757.870400
2520,24.117000,1758.836600
2521,23.496569,1758.871502
2522,27.189300,1759.839200
2523,24.724933,1759.879433
2524,23.025050,1764.875900
2525,22.375740,1786.879640
2526,22.829560,1787.881800
2527,21.811400,1788.888450
2528,23.017750,1789.887850
2529,26.537200,1794.877800
2530,26.539100,1795.878400
2531,26.540800,1796.880800
2532,23.855600,1799.885250
2533,8.484489,231.068633
2534,10.745500,268.077200
2535,9.664733,304.998733
2536,10.749100,311.063600
2537,10.750700,344.008500
2538,13.674967,364.569417
2539,7.811700,433.993250
2540,12.369750,440.072088
2541,13.087217,440.575450
2542,11.094652,442.084842
2543,11.161094,443.086944
2544,9.334194,453.103718
2545,11.144400,461.047600
2546,11.025264,463.063898
2547,11.085969,464.066785
2548,16.239650,465.118450
2549,11.086260,504.077280
2550,11.339650,508.098300
2551,10.749100,513.175000
2552,11.001869,525.034131
2553,17.101700,539.155700
2554,10.986833,539.998592
2555,10.774750,541.003300
2556,9.458600,559.086200
2557,11.004500,561.981900
2558,14.361900,567.107650
2559,11.518600,576.112800
2560,11.377820,577.097380
2561,9.449800,578.101300
2562,10.752125,579.171650
2563,10.750700,580.174300
2564,11.711991,584.105689
2565,11.682327,584.606707
2566,10.750700,601.153000
2567,11.612100,652.130400
2568,11.689000,652.632075
2569,10.770025,653.138200
2570,12.313385,660.110837
2571,11.996126,660.612526
2572,11.752933,661.113033
2573,11.807350,713.149300
2574,10.451200,714.155400
2575,9.754800,725.114900
2576,9.793955,727.129973
2577,10.674700,728.136687
2578,11.081467,728.637700
2579,9.749500,732.154200
2580,9.974222,746.144211
2581,12.388525,747.145975
2582,10.152460,751.127507
2583,9.664533,752.130300
2584,11.713717,753.144448
2585,11.375600,767.096450
2586,8.522750,767.123800
2587,9.753100,773.110500
2588,9.751300,782.058300
2589,11.662900,796.162314
2590,11.659571,796.664286
2591,11.847567,797.165967
2592,11.022411,804.141967
2593,10.996106,804.643771
2594,10.697143,805.144371
2595,9.754800,813.096300
2596,9.747700,828.061500
2597,11.370800,872.165780
2598,11.371080,872.668360
2599,11.644450,873.168050
2600,11.447460,879.140060
2601,12.094072,880.145512
2602,11.826052,880.647890
2603,11.809857,881.153325
2604,11.870744,882.157595
2605,11.459120,883.164343
2606,11.048381,884.171000
2607,11.130914,885.175086
2608,10.301336,898.152386
2609,11.551338,903.136163
2610,10.976456,905.150711
2611,11.001100,906.155700
2612,11.874700,940.191950
2613,11.877550,940.694750
2614,11.343400,1015.190200
2615,11.343400,1016.194100
2616,10.588362,1017.205424
2617,10.726725,1018.208256
2618,12.282286,1019.210914
2619,14.609350,1020.213300
2620,11.452343,1024.175671
2621,10.354100,1033.202467
2622,11.339800,1039.187700
2623,14.495320,1169.217193
2624,15.668860,1170.222080
2625,10.768800,1171.237200
2626,11.515000,1305.273400
2627,18.563400,1469.681100
2628,18.568500,1470.686000
2629,18.412767,1510.708826
2630,18.357705,1511.714347
2631,18.339800,1512.724100
2632,18.347250,1556.714500
2633,1.119650,158.044500
2634,16.610484,399.237735
2635,16.323640,417.248431
2636,16.189223,447.222877
2637,16.884378,459.259256
2638,11.392300,510.091220
2639,12.090000,531.993700
2640,12.478250,547.015700
2641,9.944066,595.160217
2642,9.618025,635.128925
2643,9.932467,635.631400
2644,21.991282,691.353923
2645,11.872700,941.196800
2646,10.443700,1009.719900
2647,12.061400,1084.226500
2648,12.068600,1084.725800
2649,12.061400,1085.230200
2650,6.446670,128.034588
2651,11.021300,168.102500
2652,7.278800,169.133950
2653,18.824071,300.120457
2654,30.574050,305.174782
2655,31.356461,309.173207
2656,29.656154,311.167972
2657,31.550247,312.171000
2658,30.302628,314.240839
2659,5.447300,316.073800
2660,30.330536,369.263109
2661,7.252500,431.285800
2662,7.288733,454.271233
2663,7.306900,515.239300
2664,7.227600,685.380300
2665,7.224100,700.343800
2666,8.007300,918.106400
2667,15.542822,296.543844
2668,31.658917,309.242600
2669,7.148133,317.065433
2670,7.152450,318.069200
2671,31.559736,328.256329
2672,31.594900,340.256271
2673,31.779860,349.234840
2674,7.153900,371.007350
2675,11.826725,372.065400
2676,16.624067,372.549400
2677,14.295033,383.046750
2678,11.261250,389.086500
2679,8.707757,407.096857
2680,9.007233,408.100267
2681,9.826069,409.095528
2682,16.793100,448.053900
2683,12.604249,463.217797
2684,13.484400,516.079480
2685,12.034331,591.077149
2686,12.390682,592.082946
2687,13.384500,592.586200
2688,13.205213,594.095943
2689,13.700425,595.097475
2690,13.074567,615.074711
2691,11.343683,668.108483
2692,12.968589,736.116644
2693,14.822237,745.103662
2694,14.744250,746.106075
2695,12.912520,747.108640
2696,12.860861,761.098362
2697,11.934970,815.197819
2698,7.140200,837.185100
2699,7.135200,868.108400
2700,10.801625,888.143375
2701,10.654450,888.644275
2702,15.340486,897.112000
2703,15.393800,898.114300
2704,15.824550,899.116150
2705,9.881550,899.156700
2706,12.140913,1033.162707
2707,16.697150,1049.118400
2708,16.261100,1050.121400
2709,5.731043,136.040370
2710,7.340917,149.008316
2711,7.664006,295.044723
2712,8.071325,395.065750
2713,14.654658,436.110662
2714,11.003300,437.050500
2715,9.157074,451.086912
2716,9.039300,454.106633
2717,15.000275,457.088700
2718,12.059700,467.118775
2719,12.056000,468.123000
2720,12.044200,469.126100
2721,10.081154,475.087169
2722,11.112070,479.111280
2723,10.382627,499.085236
2724,10.794362,539.175969
2725,13.308357,571.123929
2726,16.447100,657.122900
2727,13.634012,724.175125
2728,13.411192,739.166320
2729,14.717533,875.179300
2730,16.460200,876.183075
2731,16.754900,877.185200
2732,15.746600,891.175531
2733,15.917611,892.178680
2734,16.753300,897.162500
2735,17.052700,905.187600
2736,14.061900,909.175960
2737,10.770033,936.079567
2738,11.358871,1024.676414
2739,11.322800,1025.178967
2740,12.125343,1100.180429
2741,12.159790,1100.682730
2742,15.655500,1163.242700
2743,15.655500,1164.245000
2744,10.584302,152.007285
2745,8.923113,153.018467
2746,8.611733,175.003048
2747,9.681564,177.018432
2748,11.342247,180.004371
2749,8.798568,181.013596
2750,8.173461,191.034394
2751,10.198048,194.017461
2752,7.241523,195.023685
2753,9.068155,215.034717
2754,8.147623,231.029531
2755,8.380443,233.045213
2756,9.533945,257.044945
2757,8.116300,261.040900
2758,9.444088,275.019250
2759,13.097125,277.034161
2760,10.376875,278.036950
2761,10.965587,285.002800
2762,10.953200,286.006600
2763,8.255559,289.035315
2764,8.664330,291.050141
2765,8.100300,303.037900
2766,10.192488,313.165075
2767,10.213500,314.168900
2768,10.047022,320.047817
2769,10.030410,321.049777
2770,8.565400,333.023150
2771,9.235609,335.039630
2772,8.156006,336.042856
2773,11.501277,337.042431
2774,9.345698,341.026454
2775,8.609524,343.006218
2776,13.374450,345.023550
2777,7.804897,353.049903
2778,2.139752,354.995261
2779,8.133400,372.963300
2780,8.434672,382.040256
2781,11.014388,385.018361
2782,7.713762,388.102525
2783,8.471361,402.997361
2784,11.563774,409.054939
2785,15.158108,413.050031
2786,11.883509,423.035182
2787,11.762412,425.049746
2788,11.274100,426.054100
2789,12.578038,429.045508
2790,12.462519,441.044795
2791,12.497992,442.048785
2792,11.748200,451.030550
2793,10.717655,465.045145
2794,9.948271,466.046614
2795,8.343442,467.023281
2796,11.589983,469.039617
2797,11.750888,470.043538
2798,12.293674,471.104984
2799,11.861346,471.165454
2800,12.471687,472.059162
2801,13.123430,473.084607
2802,11.728546,474.063462
2803,8.918165,483.055585
2804,12.011719,485.034681
2805,10.946600,489.005100
2806,11.267000,491.023000
2807,11.755743,493.037820
2808,11.695578,494.041652
2809,10.211700,497.224600
2810,10.607392,509.034886
2811,10.088123,510.038515
2812,11.038069,511.050497
2813,11.039025,512.053653
2814,15.502638,517.077331
2815,15.501700,518.081500
2816,11.751044,523.968094
2817,11.767937,524.973363
2818,11.281300,525.979200
2819,14.407589,535.087389
2820,9.764192,540.113454
2821,15.633200,549.066411
2822,15.632294,550.070256
2823,14.190117,551.079800
2824,15.504038,561.067392
2825,15.500762,562.070862
2826,11.827178,569.971791
2827,11.757544,570.977412
2828,15.619387,571.047563
2829,10.719491,573.065856
2830,8.536500,574.069900
2831,13.594585,577.061485
2832,13.893102,579.077117
2833,12.900100,580.080200
2834,12.384497,581.092260
2835,15.519500,583.050600
2836,11.208735,589.060257
2837,13.478850,593.057550
2838,14.602096,595.071552
2839,13.444969,597.087344
2840,12.237550,605.055475
2841,14.623146,606.087492
2842,13.053778,607.071683
2843,12.266328,608.077142
2844,11.284091,610.090826
2845,11.267535,611.092781
2846,10.984630,617.055533
2847,8.567125,618.058813
2848,11.277700,619.034800
2849,11.038042,619.071736
2850,11.038592,620.074614
2851,12.800756,621.051021
2852,14.537884,621.084722
2853,14.345500,622.089000
2854,13.764969,623.067263
2855,14.166210,624.070439
2856,11.421476,625.081984
2857,9.753390,626.085520
2858,12.050964,627.097064
2859,11.353047,631.069312
2860,10.653651,635.066819
2861,10.254432,636.069607
2862,11.854752,637.045667
2863,9.910458,640.099864
2864,11.662486,641.077007
2865,10.962030,653.077598
2866,8.470056,654.080517
2867,8.365354,655.088100
2868,8.109000,655.093300
2869,8.149938,656.096408
2870,10.088149,659.064106
2871,8.173511,662.083372
2872,9.434400,667.056292
2873,8.149769,673.103515
2874,8.152954,674.106931
2875,8.594215,675.058423
2876,10.949800,691.052675
2877,8.167783,692.010306
2878,8.170217,693.015689
2879,8.161200,694.019338
2880,8.574263,737.029413
2881,8.090200,852.036100
2882,8.095300,852.539400
2883,11.731069,941.100688
2884,11.960636,942.105755
2885,11.755588,943.117569
2886,11.753627,944.120404
2887,11.727754,945.122700
2888,11.663670,946.125052
2889,8.140513,955.117337
2890,8.155667,959.148711
2891,8.157172,960.151878
2892,12.004731,965.097537
2893,11.259800,981.062700
2894,11.729504,996.028385
2895,11.729392,997.032646
2896,11.737500,998.034850
2897,8.137869,1012.058723
2898,8.145962,1013.065125
2899,20.901412,1017.476290
2900,21.651253,1023.981158
2901,21.027242,1024.479407
2902,20.788268,1024.976564
2903,21.573006,1028.975667
2904,21.849604,1029.479191
2905,21.725638,1029.982038
2906,23.370538,1036.484338
2907,21.884429,1037.978503
2908,22.005915,1038.480325
2909,22.116191,1038.984896
2910,22.086700,1039.489900
2911,22.090300,1039.990200
2912,22.672665,1044.986126
2913,22.742600,1045.993088
2914,21.600616,1046.480279
2915,20.498019,1088.996348
2916,20.218063,1089.499995
2917,20.755471,1090.003160
2918,21.170759,1090.507409
2919,20.852429,1091.009068
2920,20.955842,1091.504066
2921,21.131415,1097.010677
2922,21.080407,1097.513233
2923,20.526110,1098.003079
2924,21.801541,1098.016950
2925,20.378573,1098.505306
2926,20.523827,1099.007710
2927,20.361168,1099.507923
2928,11.289785,1109.142331
2929,11.290169,1110.147192
2930,21.202735,1111.006991
2931,21.652875,1111.511363
2932,23.377300,1120.023300
2933,22.364531,1120.519746
2934,23.675988,1121.031175
2935,21.340937,1129.019095
2936,23.377400,1129.531500
2937,23.377300,1130.032700
2938,23.377300,1130.533200
2939,24.205089,1136.038550
2940,22.648413,1136.541430
2941,24.202611,1137.041856
2942,23.412827,1173.057327
2943,23.995172,1173.558761
2944,23.873471,1180.063089
2945,24.314871,1180.566496
2946,24.269154,1181.069131
2947,23.216414,1187.053100
2948,21.540645,1187.557813
2949,23.933636,1194.065373
2950,23.973800,1194.566582
2951,23.978864,1195.067145
2952,24.072300,1195.566700
2953,24.346162,1201.070538
2954,18.477709,1201.581842
2955,24.348085,1202.073800
2956,20.031609,1202.581664
2957,23.163000,1210.560900
2958,22.946177,1239.580023
2959,23.379425,1246.087179
2960,23.363435,1246.589113
2961,22.930050,1247.078950
2962,23.538889,1247.089861
2963,22.976225,1247.578512
2964,23.299438,1248.089075
2965,22.994500,1248.583400
2966,24.095543,1253.094104
2967,24.237158,1253.595823
2968,23.342358,1254.084362
2969,24.366133,1254.098122
2970,23.076529,1254.585478
2971,24.036454,1254.599054
2972,23.256383,1255.088072
2973,23.197200,1255.589215
2974,23.010363,1256.090038
2975,23.513852,1261.091933
2976,23.573203,1261.593889
2977,23.432214,1262.095158
2978,23.187477,1262.592905
2979,23.983700,1262.596800
2980,23.721478,1263.098028
2981,23.645513,1275.092375
2982,23.641363,1275.593087
2983,23.739744,1276.093494
2984,24.216139,1282.597722
2985,21.903800,1285.117139
2986,25.070735,1285.614713
2987,25.382661,1286.115367
2988,24.204264,1292.118244
2989,25.714106,1293.119228
2990,24.577387,1345.140538
2991,24.539508,1345.635408
2992,24.311700,1346.140900
2993,24.656500,1366.644600
2994,25.033862,1373.647513
2995,24.628300,1402.667600
2996,24.628300,1403.167400
2997,23.655713,1410.664150
2998,24.547300,1411.167300
2999,11.725858,1415.182373
3000,24.245312,1417.167500
3001,24.522723,1417.673269
3002,24.245987,1418.172475
3003,1.253171,202.047857
3004,7.985917,293.122983
3005,11.749700,448.070250
3006,13.969100,585.107467
3007,10.553100,592.605000
3008,13.596775,599.092550
3009,9.761400,600.601900
3010,8.731425,608.600325
3011,11.286567,668.610433
3012,13.924067,669.113433
3013,9.357100,676.109200
3014,9.913000,676.607350
3015,9.759600,677.109400
3016,9.662711,685.106498
3017,18.456233,859.185267
3018,18.093000,860.187500
3019,11.393000,881.650550
3020,10.267500,889.148400
3021,10.185300,895.134900
3022,9.767650,896.141650
3023,9.823133,896.643333
3024,10.178200,900.158100
3025,10.492260,904.138420
3026,8.888000,904.639700
3027,10.176400,919.132100
3028,10.973618,928.185525
3029,11.988375,1101.183050
3030,10.723600,1108.179400
3031,10.723600,1108.678700
3032,10.285400,1116.679000
3033,11.721625,1321.230000
3034,9.272875,1369.216175
3035,12.949600,199.040067
3036,12.952433,217.050533
3037,14.994662,229.060913
3038,12.953033,241.050400
3039,7.112800,248.116500
3040,6.127362,249.124500
3041,5.534525,250.126900
3042,9.313090,263.142824
3043,3.511525,265.032500
3044,12.943200,285.076000
3045,21.732208,307.102425
3046,12.942000,309.036800
3047,10.156650,311.079400
3048,8.550750,319.133050
3049,15.321811,349.117400
3050,16.460400,350.121233
3051,8.159650,361.095063
3052,13.045585,409.091431
3053,11.189750,424.074200
3054,12.945600,449.086100
3055,12.946133,450.090467
3056,10.858233,468.100700
3057,20.442079,469.155665
3058,19.336467,497.772567
3059,19.333150,498.274300
3060,24.769300,509.772700
3061,12.887080,514.097480
3062,12.948350,535.054775
3063,12.949175,550.019200
3064,20.415242,578.780012
3065,19.055650,578.799567
3066,20.419788,579.281704
3067,18.241467,579.300533
3068,11.747992,587.118546
3069,11.284157,588.121443
3070,11.227625,589.103430
3071,23.320900,590.800050
3072,23.318200,591.299100
3073,13.417429,592.117641
3074,21.712600,599.803650
3075,21.710850,600.304950
3076,20.620547,617.424763
3077,20.296643,624.306257
3078,20.354533,624.808333
3079,20.305425,625.308925
3080,20.459733,631.295367
3081,24.765700,712.442000
3082,24.765700,713.445400
3083,10.757939,739.208500
3084,10.754972,740.211909
3085,10.747386,741.214500
3086,11.198800,753.145900
3087,12.213511,754.148011
3088,10.111530,755.203494
3089,11.125470,757.167090
3090,11.187967,758.169767
3091,28.211100,763.463183
3092,11.071800,769.139280
3093,14.507433,769.175267
3094,14.167250,770.179450
3095,10.388343,771.155329
3096,9.825100,772.158250
3097,11.137855,777.142036
3098,11.232080,778.146680
3099,24.889025,809.467650
3100,20.581707,810.491479
3101,20.837110,811.491510
3102,19.350258,824.480269
3103,19.427872,825.482436
3104,19.795337,826.484470
3105,23.301000,900.011800
3106,12.986320,903.212240
3107,12.986640,904.216080
3108,13.934750,905.219450
3109,20.113767,908.533633
3110,20.695050,910.549200
3111,19.768386,925.032057
3112,23.604087,925.514787
3113,19.756200,926.034175
3114,19.327307,926.537327
3115,19.478083,927.538517
3116,19.756925,947.532400
3117,19.760725,948.033850
3118,19.394350,950.985600
3119,19.458240,951.486800
3120,22.475454,954.536930
3121,20.113967,955.542600
3122,20.503133,956.552100
3123,20.695050,957.558900
3124,19.841920,960.508620
3125,22.661933,966.540467
3126,22.998150,967.041375
3127,22.998850,967.542400
3128,18.705613,970.536320
3129,19.697333,971.035400
3130,23.172460,971.521150
3131,20.298088,972.519338
3132,19.177043,972.541309
3133,19.466150,973.545620
3134,23.707950,981.855600
3135,23.703450,982.358650
3136,18.202234,987.531047
3137,18.177937,988.533338
3138,18.579640,989.533980
3139,19.101175,990.536075
3140,22.380413,1012.546284
3141,22.368766,1013.549109
3142,24.765700,1020.548400
3143,24.765700,1021.048000
3144,24.765700,1021.551700
3145,19.290729,1038.523436
3146,19.367685,1039.526154
3147,11.936788,1057.200750
3148,12.238180,1058.204820
3149,12.161895,1061.221585
3150,20.240850,1064.542650
3151,24.765700,1066.552300
3152,24.765700,1067.552900
3153,18.120492,1086.584552
3154,18.173762,1087.587592
3155,18.298332,1088.590035
3156,18.590143,1089.592871
3157,18.534500,1090.596267
3158,17.315386,1102.576135
3159,17.362907,1103.580153
3160,20.237350,1113.037650
3161,20.373043,1113.538871
3162,21.094391,1128.594974
3163,20.797762,1129.597604
3164,21.468467,1130.599933
3165,17.753058,1132.590734
3166,18.558200,1133.088450
3167,17.805292,1133.593584
3168,17.777848,1134.596939
3169,18.106120,1135.599550
3170,18.548900,1136.600725
3171,20.593383,1144.722200
3172,17.903382,1148.575839
3173,18.169538,1149.580542
3174,18.370556,1150.584356
3175,18.586317,1151.587167
3176,18.534200,1152.588667
3177,18.597000,1154.570300
3178,19.698033,1158.567319
3179,20.652786,1174.599239
3180,21.363208,1175.604333
3181,19.641775,1176.596298
3182,23.538267,1182.602633
3183,18.177718,1200.579209
3184,21.110950,1200.607300
3185,18.599129,1204.521529
3186,18.622660,1205.522960
3187,22.735350,1226.589850
3188,23.822533,1227.590533
3189,20.980583,1263.599467
3190,19.561014,1387.302014
3191,19.560900,1387.804129
3192,19.561114,1388.305114
3193,19.561629,1388.807000
3194,19.747550,1389.309275
3195,19.757967,1389.808000
3196,19.666300,1390.305750
3197,19.770167,1414.758167
3198,19.770367,1421.294500
3199,19.757075,1421.795600
3200,19.748900,1422.296020
3201,19.750425,1422.798300
3202,18.584417,1630.380500
3203,18.584733,1630.882733
3204,18.584483,1631.384300
3205,18.584733,1631.885350
3206,18.594540,1632.387240
3207,18.593460,1632.888280
3208,18.594200,1633.387300
3209,18.629633,1657.838400
3210,18.556650,1664.873925
3211,18.568975,1665.376475
3212,19.443020,1850.067180
3213,19.442240,1850.568260
3214,19.526617,1851.069917
3215,19.526950,1851.571617
3216,19.442240,1852.073900
3217,19.807200,1852.571900
3218,19.747150,1853.073050
3219,19.656550,1853.570450
3220,18.372150,1882.054000
3221,18.384075,1882.560875
3222,18.802233,1884.562867
3223,19.772500,1885.058067
3224,19.668300,1885.561750
3225,6.495600,192.061460
3226,9.806600,323.029000
3227,8.027900,353.086071
3228,8.370132,355.101016
3229,7.216200,375.067800
3230,10.897858,394.095484
3231,2.009700,396.984000
3232,8.570223,406.165045
3233,3.399278,429.983778
3234,11.650750,455.023050
3235,9.814025,471.019125
3236,10.449117,474.038633
3237,9.783300,489.030300
3238,9.812450,495.017225
3239,11.206254,507.113281
3240,9.832533,525.947067
3241,11.691100,623.031000
3242,11.188450,627.116700
3243,10.995433,645.107267
3244,14.146900,655.129000
3245,8.960214,657.069814
3246,8.506600,687.998600
3247,13.516322,766.099296
3248,10.718755,787.097464
3249,13.493900,897.130100
3250,9.303870,903.187370
3251,9.556700,934.111250
3252,8.893700,935.112350
3253,9.814400,947.076600
3254,9.794000,948.077500
3255,11.194700,1218.154300
3256,11.686700,1251.096300
3257,5.818100,215.997100
3258,4.859569,307.071377
3259,14.254062,360.238312
3260,7.654767,368.061922
3261,5.003317,373.052822
3262,28.743754,396.970079
3263,10.231586,399.069164
3264,3.743837,404.990125
3265,30.117991,446.967612
3266,10.946600,466.095369
3267,10.943915,526.082331
3268,8.559354,605.090569
3269,6.074721,608.112518
3270,9.061414,612.145054
3271,6.784761,759.234056
3272,3.718938,912.170250
3273,5.190117,915.184389
3274,10.947308,925.164192
3275,10.999300,929.186108
3276,10.947462,949.163031
3277,7.153275,121.028325
3278,9.697286,241.536671
3279,7.370200,311.039550
3280,9.101324,313.055190
3281,7.926040,319.082260
3282,8.981600,332.118400
3283,6.558074,352.042287
3284,7.221000,423.054600
3285,6.885233,437.070833
3286,4.907340,451.050840
3287,7.747720,479.044520
3288,7.217400,483.127100
3289,7.885500,503.042500
3290,7.221100,567.029200
3291,7.243250,581.993150
3292,12.610655,585.087877
3293,12.994125,586.091088
3294,13.466750,601.107500
3295,7.592000,625.102100
3296,7.217400,965.141200
3297,7.629000,968.163775
3298,7.221000,1020.065600
3299,24.653654,309.205746
3300,7.365767,311.018700
3301,8.966833,351.128533
3302,12.592500,565.146600
3303,10.185933,578.649767
3304,6.778269,586.149023
3305,6.786062,586.649962
3306,9.671638,654.157550
3307,8.014534,723.191987
3308,7.541500,745.172500
3309,10.056339,756.207322
3310,6.486400,761.169387
3311,8.975370,795.212310
3312,8.977475,795.713950
3313,8.461600,803.713056
3314,10.744067,807.194767
3315,10.688700,808.198300
3316,7.772984,811.205624
3317,8.800086,819.200843
3318,9.904719,875.201519
3319,7.551046,885.245500
3320,7.495200,886.246000
3321,8.680060,1012.270100
3322,8.680280,1012.772360
3323,8.403700,1013.274275
3324,8.133200,1020.266700
3325,8.135000,1020.768350
3326,8.311600,1021.266800
