compound_sample,compound_number,TIC
DN617_polar,400,3797.573900
DN617_polar,401,10339.528500
DN617_polar,402,14764.964600
DN617_polar,438,22187.705800
DN617_polar,450,473829.205000
DN617_polar,462,40785.354600
DN617_polar,475,6622.523500
DN617_polar,490,9455.519200
DN617_polar,519,0.000000
DN617_polar,534,0.000000
DN617_polar,541,6622.523500
DN617_polar,554,0.000000
DN617_polar,581,18248.514200
DN617_polar,598,28020.003900
DN617_polar,615,0.000000
DN617_polar,616,9393.109300
DN617_polar,629,50377.252600
DN617_polar,638,10749.608100
DN617_polar,695,69041.234500
DN617_polar,733,6954.545000
DN617_polar,788,0.000000
DN617_polar,789,0.000000
DN617_polar,797,0.000000
DN617_polar,798,0.000000
DN617_polar,828,6622.523500
DN617_polar,872,3797.573900
DN617_polar,889,6731.248400
DN617_polar,894,0.000000
DN617_polar,935,3592.553900
DN617_polar,944,9344.381000
DN617_polar,962,0.000000
