compound_number,feature_number,TIC,mz,rt
87,44,10223.083720,262.056013,7.038751
87,1145,10202.861960,287.039850,7.080400
88,756,26430.234650,1009.444843,8.779343
88,757,26668.720042,1009.945800,8.777800
88,758,9323.446367,1010.448543,8.765014
88,768,15182.332133,1032.446143,8.763729
88,1452,2878.523000,1010.945900,8.756700
88,1458,15859.441833,1032.947200,8.760300
88,1459,7514.357933,1033.448700,8.758500
89,67,182312.076053,971.934422,7.944439
89,68,174205.266548,972.436511,7.942261
89,743,13635.398883,948.930029,7.973771
89,744,6233.431167,949.433200,7.955214
89,752,81076.951742,972.936013,7.963363
89,753,12883.347900,973.438043,7.958243
89,1445,2674.024200,939.927700,7.952600
89,742,1769.914100,940.428200,7.977600
89,204,6047.003900,208.027896,7.913728
90,856,3648.905660,492.763800,5.624900
90,865,10075.000380,778.474075,5.644725
90,884,6612.240220,859.495067,5.625467
90,885,2805.489160,860.501250,5.631650
90,902,7918.380740,988.542300,5.622129
90,922,2145.510760,1411.795440,5.626400
90,923,2070.431320,1412.299140,5.624600
91,700,5181188.018420,484.087159,5.142092
91,702,1006921.682820,485.090377,5.149040
91,703,79304.930540,486.093564,5.135930
91,713,244405.777840,969.183734,5.142286
91,714,79881.669000,970.188064,5.145107
91,715,4529.917200,971.191680,5.125980
91,1344,8150.549880,484.135340,5.123380
92,2827,18303.699500,984.968350,3.822500
92,2828,21115.097100,985.472000,3.821650
92,2829,7185.398660,985.971200,3.826950
92,3222,1246.588480,986.473800,3.798600
92,3223,1398.972400,1007.969700,3.805800
92,3224,2513.856180,1008.472800,3.809200
92,3225,868.721640,1008.975000,3.791500
93,24,280350.874157,191.019004,6.340078
93,32,731620.371885,209.029578,6.367525
93,279,611231.743102,355.066070,6.341137
93,1414,594.695320,1143.529300,6.386600
93,1427,4331.243460,1175.038667,6.409100
93,1428,6827.398020,1175.540200,6.409067
93,1429,3674.450480,1176.040433,6.407900
93,278,7151.055620,281.086948,6.466302
93,959,2071.249000,1104.563550,6.414850
93,1800,739.051680,1105.498800,6.283133
93,3470,661.959780,1106.008200,6.337400
93,54,6175.637180,356.068813,6.311987
93,334,1319.675100,684.099437,6.480278
93,65,2110.749960,685.230067,6.162617
93,53,513.159720,343.112945,6.148326
94,1,1706.321380,113.034933,6.697285
94,1409,2692.202720,1127.516500,6.711200
94,1803,1562.395760,1127.014300,6.722900
94,1805,1376.426820,1128.016200,6.726500
94,1815,1701.969780,1193.041000,6.722900
94,1816,2254.431640,1193.540000,6.726500
94,1817,1431.508640,1194.042900,6.719300
95,2,36272.025273,115.003045,4.043695
95,8,168385.595280,133.013427,4.039863
95,27,181338.563725,203.082357,3.923833
95,40,3914243.951333,245.092522,4.038025
95,42,238709.771727,246.095780,4.043847
95,62,93798.033240,579.172715,4.021962
95,373,18695.908280,289.082143,4.018986
95,3140,5746.250880,580.177550,3.998050
95,223,22583.259227,391.105078,4.073225
95,273,24323.820720,172.097626,4.008709
95,927,3829.510080,130.086806,3.851360
95,1665,6958.419820,146.045222,4.023526
95,305,3815.493733,128.034637,4.060033
95,16,5673.272920,164.071151,4.122591
96,334,6783.381640,684.099437,6.480278
96,572,2125.938820,684.601064,6.495311
96,995,297824.996580,1132.597807,6.440825
96,1937,107872.224700,1133.603367,6.430006
96,1941,9951.797260,1172.591069,6.496715
96,2358,9453.472380,1134.600850,6.494300
96,2652,3723.780580,1173.595750,6.492500
96,861,12693.016380,565.790450,6.478000
96,969,6574.780600,542.787950,6.471900
96,970,3245.168860,543.287800,6.422200
96,972,5759.851000,566.290400,6.420300
96,973,1589.235540,566.792400,6.425700
96,992,1660.104780,1086.589167,6.377533
96,38,61166.660180,236.076885,6.545873
96,324,10916.638420,116.034711,6.543904
97,998,255422.991527,1264.642245,7.117427
97,999,109586.709780,1265.645189,7.110894
97,1000,17971.237047,1266.652006,7.114728
97,1875,13580.785120,1218.636300,7.136533
97,2658,5000.327600,1219.640000,7.197500
97,2665,2002.425540,1438.698200,7.194600
97,2666,1196.954620,1439.701000,7.191000
98,4,16023.531340,128.958770,3.579173
98,1159,13674.572080,785.871850,3.611200
98,1160,10903.711700,786.374800,3.608600
98,1162,29033.122860,808.874950,3.611400
98,1163,23169.436920,809.377850,3.614900
98,1164,7146.727800,809.878600,3.595400
98,1165,1837.254900,810.377300,3.591800
99,3448,19152.455940,1269.113400,5.462900
99,3449,32044.008960,1269.614900,5.462800
99,3450,21539.673960,1270.116300,5.459700
99,3451,8655.614540,1270.618100,5.461100
99,3456,7672.598140,1292.115700,5.461100
99,3457,17084.634780,1292.619200,5.463300
99,3458,6685.942100,1293.121400,5.462800
100,26,2682978.391330,192.058876,5.686678
100,200,47542620.879877,191.055259,5.734304
100,201,342600.648795,191.124349,5.660722
100,202,199072.152163,193.060331,5.657509
100,222,134239.394808,383.118066,5.676128
100,2194,2760.544420,191.205000,5.654400
100,2196,2663.698800,191.306650,5.655700
100,2917,2457.157040,839.480700,5.661400
100,2967,1164.212940,1038.528100,5.654200
100,2968,2733.118240,1039.029400,5.656000
100,2969,1548.236540,1039.530500,5.652400
100,1339,208533.363840,332.076254,5.794485
100,1340,15429.053460,348.071746,5.697231
100,518,2257.633320,130.050348,5.757455
100,10,295622.830833,144.065805,5.910134
100,193,67957.639047,145.064326,5.906776
100,215,4229.863200,341.107504,6.123321
101,13,22950024.538311,160.060669,6.690766
101,38,104010.019095,236.076885,6.545873
101,39,55357.739087,245.042711,6.535051
101,272,236269.936642,161.064162,6.606811
101,324,40850.475940,116.034711,6.543904
101,2659,5743.920660,1247.660500,6.535700
101,2660,2819.099120,1248.661700,6.536700
101,32,47709.970740,209.029578,6.367525
101,137,929.010900,1145.504300,6.559900
101,138,717.556620,1146.516200,6.552800
101,942,2670.906600,835.375800,6.570700
101,394,12078.224765,321.129355,6.628310
101,271,47887.292100,145.061344,6.538010
101,83,1837.472800,1043.963989,6.586107
101,725,1452.307350,192.032759,6.540102
101,2619,6817.128320,142.050200,6.459067
101,379,5046.728940,120.011780,6.542165
101,386,4551.509780,161.064224,7.023779
101,3190,1425.048700,1109.999000,6.865000
101,496,18583.468300,195.050413,6.816156
101,2735,83750.545440,191.055550,6.546800
101,1639,3323.123140,531.171267,6.847950
102,858,4487.708800,501.261829,6.052729
102,895,43232.958600,956.522900,6.034508
102,2427,9128.351500,875.489000,6.099800
102,2428,8196.038750,875.992500,6.103400
102,2429,3291.807850,876.494200,6.110500
102,2433,15312.696350,957.523500,6.096300
102,2435,1308.765000,1005.538400,6.096300
103,237,164069.880780,505.097397,3.825983
103,662,14288.260420,506.101267,3.831800
103,2734,4536.867080,161.023650,3.782200
103,2738,7379.174200,247.034400,3.783575
103,2751,6803.209580,343.065675,3.781325
103,2752,1600.473180,347.026750,3.775100
103,2775,11537.471220,658.112475,3.803700
103,205,61727.437560,221.092533,3.829767
103,645,14365.288320,252.044675,3.860275
103,649,3320.224140,353.086700,3.881300
104,2069,54143.090820,1130.573700,5.588900
104,2071,24283.108500,1131.072300,5.585300
104,2072,32142.359980,1131.576100,5.588900
104,2074,3716.817340,1132.075800,5.582100
104,2075,2775.703260,1132.584100,5.585300
104,2076,29626.676940,1176.587050,5.499400
104,2077,12653.992220,1177.589900,5.582100
105,1100,15768.439320,887.424850,5.423150
105,2512,81130.372480,864.420500,5.427600
105,2513,73893.799400,864.921900,5.430900
105,2514,32940.052040,865.424100,5.427600
105,2515,835.832840,865.927900,5.423900
105,2535,12617.152120,887.924200,5.437900
105,2536,4951.590320,888.426400,5.430800
106,2218,5178.494700,134.027650,8.088200
106,2220,116880.726300,152.985425,8.052575
106,2223,13073.977120,197.989233,8.038200
106,2228,53269.178140,267.994333,8.048400
106,2229,1149803.355540,286.004725,8.072450
106,2231,20821.252660,287.006967,8.077567
106,2232,32474.625340,288.001850,8.049000
107,2914,476315.452640,825.500500,4.358100
107,2915,194824.514320,826.503400,4.358100
107,2916,29741.580960,827.508400,4.357900
107,2924,207620.088520,869.489400,4.358100
107,2926,78844.430400,870.494000,4.357900
107,2928,42761.561780,871.502200,4.358000
107,2929,7544.220820,872.507400,4.361500
108,490,1613518.654035,149.008206,6.387794
108,507,98882.347660,311.039900,6.206200
108,3022,539.425420,135.045900,6.142400
108,3024,87875.697720,179.035500,6.138800
108,3025,2205.638240,180.038700,6.135200
108,3027,5860.657960,312.044400,6.140600
108,3029,3360.426620,623.089100,6.140600
108,3013,2374.891600,150.012900,6.430400
109,544,113318.846125,1105.514408,7.520488
109,545,43934.248553,1106.015694,7.525206
109,791,93242.487237,1105.011157,7.611674
109,805,25221.655753,1128.014756,7.539222
109,806,25839.608447,1128.516100,7.521214
109,1402,13953.439720,1106.513126,7.585305
109,1410,2863.350200,1129.018609,7.434000
110,165,39216.117780,1229.552100,6.728100
110,166,23827.460760,1230.053900,6.731700
110,167,9628.758380,1230.554800,6.730100
110,174,7257.603560,1252.052300,6.739000
110,175,11153.969180,1252.555000,6.737100
110,176,3024.977520,1253.557900,6.735400
111,57,5813.419680,387.113288,6.140113
111,63,2691.752200,683.223771,6.140655
111,508,1019.977920,377.084467,6.139783
111,681,319355.347512,165.039802,6.139527
111,1528,2877.062550,1456.709774,8.581668
111,1529,1717.590525,1457.711733,8.613733
111,2706,6165.099740,805.209067,6.152233
111,2708,4940.833780,805.712400,6.107333
111,52,4411.960860,342.111239,6.134693
111,215,3361.424540,341.107504,6.123321
111,597,6997.252960,486.182577,6.105947
112,85,1840.295880,1044.955900,6.521000
112,100,4505.515660,1067.465000,6.517400
112,102,1719.931980,1068.462000,6.517400
112,156,1724.721680,1214.047800,6.584300
112,172,1479.124880,1237.556600,6.506700
112,173,1280.967280,1238.050400,6.510200
113,1295,48378.469680,863.892800,7.112175
113,1296,25128.138120,864.394667,7.091167
113,1297,12952.155440,864.895367,7.092433
113,1303,10799.494460,886.895000,7.095767
113,1304,9635.931960,887.397850,7.093950
113,3046,2267.968880,887.898700,7.103200
113,1288,2716.634100,841.389450,7.099200
114,804,12981.072570,1126.520330,7.067610
114,816,5041.228100,1149.022080,6.932860
114,817,6141.361700,1149.526540,6.936360
114,1802,9947.246400,1126.016217,7.024500
114,1804,7163.001660,1127.018317,7.022083
114,2119,3704.059500,1150.016500,6.869000
115,280,580.112500,532.089625,6.344856
115,330,2784.925240,608.093908,6.437552
115,993,95774.868000,1118.582080,6.380040
115,994,23134.996700,1119.585125,6.342050
115,2294,10341.338840,1072.576200,6.345167
115,3206,2986.572900,1073.580650,6.366750
115,2290,2679.683840,558.781550,6.381250
115,2291,1822.871040,559.284250,6.379400
116,2888,9349.241960,574.298400,6.923800
116,2889,2728.722560,574.799100,6.925600
116,2896,7096.488140,597.301700,6.925600
116,2898,1807.703380,597.804500,6.922000
116,2992,13003.885160,1193.603200,6.936300
116,2993,5863.225700,1194.606200,6.932700
117,2059,161196.763040,968.522905,4.166995
117,2060,25757.758740,969.018800,4.229500
117,2061,62180.392780,969.525993,4.170330
117,2064,35640.771560,1014.531050,4.226150
117,2065,8583.372240,1015.533550,4.226200
117,3518,880.218620,970.024200,4.336500
118,698,56256.088600,333.079685,5.047497
118,702,266161.023867,485.090377,5.149040
118,703,10875.197760,486.093564,5.135930
118,713,66837.727720,969.183734,5.142286
118,714,48662.294600,970.188064,5.145107
118,715,4105.636040,971.191680,5.125980
119,2688,56113.442160,591.138750,4.988300
119,2689,21396.513120,591.640900,5.004350
119,2690,5295.048720,592.142200,4.937400
119,2731,19435.892080,1183.298300,4.949800
119,2732,8430.129440,1184.304100,4.946400
119,2733,1263.532620,1185.305100,4.942900
119,3406,2697.242360,1183.308600,5.039200
120,1225,36725.795620,974.920000,6.242657
120,1318,12146.033420,951.916300,6.228300
120,1319,11905.252900,952.416600,6.224500
120,1323,38950.276340,975.421020,6.275300
120,1324,13805.381220,975.923033,6.277800
120,1325,2436.770820,976.421500,6.228300
121,38,1888889.719727,236.076885,6.545873
121,324,174951.817133,116.034711,6.543904
121,1141,5449.765160,155.034700,6.576200
121,1150,64485.571160,335.097367,6.539100
121,1151,2781.207680,336.101600,6.560300
121,1157,6133.104820,671.203900,6.556700
121,3032,2244.747520,237.079750,6.520800
121,3428,2268.935820,1123.045100,6.446600
121,39,10915.252420,245.042711,6.535051
121,3121,3603.851040,135.011500,6.501050
121,2224,698.985480,214.968300,6.518500
121,272,1985.535720,161.064162,6.606811
121,13,2018.610380,160.060669,6.690766
122,561,13474.316820,456.067000,4.797271
122,585,77482.561587,913.146280,4.814804
122,1830,5016.490060,586.795200,4.776000
122,2628,3265.125560,587.296800,4.832133
122,2653,7527.285200,1174.609621,4.827200
122,2654,2506.194840,1175.616811,4.819811
122,558,1475.774640,423.071400,4.619600
122,562,2004.612360,456.569000,4.616100
122,586,5969.139100,914.150000,4.768200
123,2876,13786.441720,523.263400,5.665000
123,2877,4279.567020,523.763900,5.666700
123,2948,18018.778960,987.554100,5.639900
123,2970,61541.041000,1045.522500,5.661400
123,2971,24970.924460,1046.526600,5.661400
123,2972,1382.686560,1047.528000,5.661400
124,647,4002.984080,312.519620,4.206440
124,1757,40348.139280,312.018030,4.222882
124,1760,29567.731280,388.023282,4.372841
124,3133,5328.254860,388.525400,4.349050
124,3149,92559.511880,929.070033,4.366167
124,3150,9536.799000,930.072900,4.343700
125,84,5765.329180,1044.465000,7.152300
125,98,84231.586280,1066.968332,7.122668
125,99,93800.523000,1067.471384,7.120984
125,101,51067.240560,1067.971656,7.117633
125,103,18124.085600,1068.472300,7.144700
125,104,4261.154420,1068.973100,7.146700
126,1223,17739.387980,973.917733,6.250767
126,1224,31161.298080,974.421150,6.205800
126,1225,9248.404940,974.920000,6.242657
126,1237,22419.208000,996.921275,6.212075
126,1238,16548.036100,997.423600,6.251500
126,1239,5211.714920,997.922733,6.259933
127,1305,13985.910160,900.899967,6.597100
127,1306,10179.738100,901.400700,6.583000
127,1310,13206.504200,923.902843,6.663261
127,1311,3439.803880,924.904789,6.673728
127,1492,5054.712520,924.404446,6.643731
127,1907,1513.522600,901.899600,6.586600
128,177,6800.843000,1269.059700,8.185600
128,183,8727.623260,1291.558700,8.188400
128,184,13779.431960,1292.061000,8.188900
128,185,9270.612240,1292.563400,8.185600
128,186,3408.596880,1293.067300,8.189200
128,187,1189.007780,1293.562500,8.193200
129,802,19890.883640,1123.497314,8.205443
129,803,12164.575050,1124.499811,8.230333
129,1399,4833.254640,1100.494700,8.214550
129,1400,2960.857640,1101.496400,8.149800
129,1407,19402.576300,1123.997450,8.164850
129,1408,3370.966400,1125.004000,8.151600
130,1263,799124.527775,206.048562,6.009917
130,1695,82567.241080,119.016500,6.007175
130,1696,196190.217920,120.011700,6.006250
130,2083,25270.312700,207.051350,6.060325
130,2084,9271.374920,208.046500,5.984950
130,2086,5233.101260,413.103700,6.032400
131,205,5269716.837220,221.092533,3.829767
131,645,738.867220,252.044675,3.860275
131,1140,504202.788620,103.050415,3.835507
131,1143,415157.561960,222.095900,3.830782
131,3139,1105.365740,481.151100,3.823200
131,3142,4392.407420,655.225000,3.834000
131,209,68188.352500,288.086986,3.874857
131,245,109127.565753,657.109125,3.812333
131,1992,6357.539300,223.098800,3.822100
131,1993,26248.941200,443.192400,3.815000
131,214,1947.631420,328.049433,3.877561
131,1822,1635.429980,187.108510,3.835362
132,2121,6693.021900,1209.072000,6.416500
132,2122,10440.096600,1209.574100,6.416500
132,2123,6054.061700,1210.077400,6.416500
132,2134,13182.691900,1232.074800,6.420100
132,2135,18860.735200,1232.573900,6.420100
132,2136,12321.024100,1233.077400,6.420100
133,34,2452549.998097,209.029510,8.264848
133,35,4902.076186,209.029391,8.023306
133,124,13797.471960,1114.009426,8.007904
133,796,9052.915240,1114.507432,7.954347
133,3188,5622.202860,1091.000300,8.007600
133,3192,7987.397420,1115.007100,8.004100
134,1501,61893.628355,565.792875,5.761304
134,1502,32827.183360,566.294825,5.761975
134,2623,5488.080080,542.787450,5.804600
134,2624,576.112560,543.286000,5.774800
134,2626,1857.119280,566.791000,5.767500
134,2629,624.581900,588.789100,5.771300
134,1004,1447.910340,1426.698426,8.331883
134,1677,1252.317120,1427.702477,8.362946
135,1189,54581.236540,857.387583,7.107333
135,1291,60655.644380,856.885460,7.151620
135,1292,7299.208960,857.888400,7.186833
135,1299,32572.846620,879.890867,7.210500
135,1300,19837.780380,880.389450,7.170950
135,1301,6294.095080,880.891500,7.168350
135,1293,1578.841000,858.388700,7.147400
135,3620,3540.042800,872.391700,7.244100
136,1217,62124.159220,959.916925,6.288175
136,1322,24070.460980,960.918800,6.287700
136,2018,45533.662700,960.415700,6.227000
136,3047,25136.523800,936.911900,6.153700
136,3048,20134.724920,937.411700,6.155400
136,3049,6145.853960,937.915300,6.149900
137,1308,42407.505740,921.906467,6.164433
137,1309,35982.401740,922.409033,6.167300
137,1316,59079.159180,945.411667,6.168800
137,1317,11705.989320,945.914040,6.208640
137,3050,41565.680260,944.912100,6.184650
137,3053,977.022740,961.420500,6.182100
137,52,1256.657640,342.111239,6.134693
137,1320,2528.906140,959.908300,6.121000
138,10,330713.775195,144.065805,5.910134
138,522,4029319.958500,185.092638,5.896788
138,620,8768.524450,924.531780,4.446022
138,1518,3084.802850,925.549789,4.347556
138,1525,121250.733475,970.554408,4.346354
138,1526,8056.201675,972.560700,4.344000
138,523,99041.671433,186.095818,5.898213
138,926,823.095740,118.049867,5.983700
138,193,136212.138220,145.064326,5.906776
138,529,1284.812067,371.193000,5.859300
138,40,50706.697500,245.092522,4.038025
138,192,5383.882150,103.050700,5.899685
138,520,8636.297000,160.060793,5.963176
139,872,319622.456680,825.486451,3.643327
139,889,13272.649440,908.443253,3.584257
139,1513,267387.203950,825.495500,3.548200
139,1514,69537.847133,826.498467,3.546500
139,1516,13625.692240,908.455511,3.546456
139,1517,5850.326400,909.462322,3.549089
140,267,366150.404552,103.050888,8.438051
140,268,44254.126933,129.030188,8.496976
140,274,168528.546407,200.030798,8.497700
140,1722,26779.864610,146.056567,8.486417
140,2048,7079.665900,218.040400,8.468000
140,2049,7771.981850,437.089400,8.464400
140,1331,59059.573075,175.035547,8.732220
140,2148,19747.288195,113.035473,8.725064
141,2153,60229.842440,249.087700,5.837828
141,2154,13178.727600,275.066441,5.844327
141,2155,114812.174370,292.092726,5.840885
141,2156,57762.189780,346.066633,5.852922
141,2157,96735.424970,364.077072,5.824794
141,3561,677.251280,365.079900,5.874600
142,12,759.514780,158.081810,4.700863
142,2472,32294.192140,808.395000,4.644000
142,2473,26384.853680,808.896900,4.644000
142,2475,8070.691780,809.399000,4.644000
142,2486,7408.283780,831.391100,4.629800
142,2488,3100.379380,831.891300,4.633500
143,489,7294640.342967,149.008337,7.190725
143,2347,25560.920920,341.107489,7.067296
143,2348,16264.812260,387.113000,7.060300
143,2509,19046.919560,862.398600,7.081400
143,2510,15307.648100,862.900500,7.076000
143,2511,6990.366080,863.399100,7.077800
143,2400,14325.940020,87.008593,7.023062
143,2402,105297.537125,150.012097,7.025231
143,3014,390.019380,151.011900,6.999000
143,46,14023.997200,267.071272,7.395978
144,389,13744.547880,176.055488,7.240978
144,1589,163233.715860,678.128933,7.112300
144,1590,96881.155640,678.630700,7.112267
144,1591,29907.537200,679.133300,7.112267
144,3395,3528.940120,679.633300,7.099200
144,3407,994.927820,1357.284100,7.099200
145,1247,39629.805680,1026.932300,6.176800
145,1248,46876.459020,1027.433567,6.177433
145,1249,15067.805940,1027.936667,6.176833
145,2034,1058.482800,1049.937300,6.191300
145,2035,2380.266900,1050.438700,6.191300
145,2036,535.246760,1050.939800,6.198400
145,1240,40035.423320,1004.431400,6.169500
145,1241,17034.964520,1004.934733,6.236500
145,1250,3056.230260,1028.443500,6.170800
145,1912,1083.929420,1005.437000,6.166300
146,43,17052.604480,261.087180,5.540808
146,2765,110341.549600,551.053360,5.286420
146,2766,18223.110140,551.554940,5.287020
146,2768,59796.840460,627.058700,5.354450
146,2769,16774.338720,627.560750,5.359025
146,2790,9950.500020,1255.142000,5.347075
147,783,3276.942533,1096.996971,8.182600
147,792,11906.874042,1106.001371,8.145557
147,793,7727.809100,1106.503214,8.160029
147,807,9589.864033,1129.508257,8.147657
147,1464,4014.503067,1107.005200,8.151700
147,1466,3102.226033,1128.998700,8.149900
147,794,1290.249475,1107.505300,8.149500
147,809,3238.770900,1130.009400,8.142300
148,1560,1771.261060,599.136200,5.510900
148,1578,1066.021700,666.637350,5.469300
148,1583,41155.916400,673.125500,5.574467
148,1584,20156.701320,673.627000,5.565850
148,1585,5331.478820,674.130300,5.573900
148,1586,1769.789360,674.632700,5.582900
149,55,2436.215120,369.082399,5.632375
149,477,23580.429180,668.105350,5.554200
149,478,8348.020300,668.607733,5.511467
149,555,1505.092640,196.061334,5.644820
149,568,5691.537560,676.102200,5.671000
149,569,2445.024020,676.604250,5.535500
150,1228,6554.462400,988.923300,6.054350
150,1230,9793.890700,989.425550,6.055100
150,1232,2981.464720,989.925200,6.051700
150,1242,5370.287600,1011.929800,6.058100
150,1243,4937.789340,1012.426500,6.051100
150,1245,2831.335420,1012.931000,6.056500
151,2748,35205.016580,328.049200,4.312975
151,2749,7134.602440,328.551733,4.303800
151,2774,7944.223380,657.109950,4.268600
151,2780,223859.602480,809.120275,4.291875
151,2781,35140.843740,810.124900,4.286500
151,2754,2985.580140,404.054920,4.409440
151,230,6335.372300,495.076903,4.317682
151,3150,7727.523800,930.072900,4.343700
152,1251,10458.109680,1033.941950,6.225800
152,1252,12052.815280,1034.442300,6.225850
152,1253,6668.140600,1056.943000,6.225000
152,1254,8450.867820,1057.444900,6.229450
152,1913,600.369980,1034.944400,6.220300
152,1255,3498.407900,1057.948400,6.231600
153,1411,1015.418980,1131.039300,6.967600
153,1419,6438.017000,1154.032700,6.976600
153,1420,10459.345600,1154.535167,6.992000
153,1421,5500.597840,1155.037000,6.974800
153,1422,2105.755720,1155.537200,6.974700
154,38,18358.241500,236.076885,6.545873
154,82,1888.169200,1043.462900,6.592500
154,83,3732.748760,1043.963989,6.586107
154,110,1688.035780,1080.968150,6.615200
154,112,1759.387040,1081.467150,6.621400
154,271,5063.537780,145.061344,6.538010
154,324,1534.976200,116.034711,6.543904
155,2374,12266.076650,928.905400,5.168100
155,2375,16444.305100,929.407800,5.164500
155,2376,7750.196600,929.909000,5.171600
155,2380,5986.990450,952.412000,5.161000
155,2381,2912.987900,952.916900,5.175300
156,2377,15647.293800,939.928500,5.586500
156,2378,17661.827100,940.429100,5.602500
156,2379,6520.535650,940.930900,5.586500
156,2382,3057.319300,994.925500,5.611500
156,2388,3163.146100,1105.005400,5.597200
157,32,6902.993460,209.029578,6.367525
157,1389,27689.684420,1075.990200,6.375175
157,1390,32704.129700,1076.491700,6.375500
157,1795,11128.958720,1076.996150,6.300900
157,3110,705.254780,1067.481100,6.323400
157,1808,749.193480,1135.017100,6.305200
157,1809,1783.434540,1135.512100,6.299600
157,1366,2168.483720,1044.466200,6.550150
158,9,3820.935980,135.029165,5.376534
158,71,65669.938540,991.940450,5.392750
158,72,64001.201780,992.441700,5.375233
158,73,35585.128920,992.942850,5.393050
158,2329,4260.274300,993.442800,5.366400
159,32,11959.221120,209.029578,6.367525
159,105,146155.699860,1072.967900,6.335186
159,106,167400.144260,1073.468329,6.290343
159,107,98272.453980,1073.970667,6.288250
159,108,14331.584180,1074.474800,6.330750
159,1386,858.787320,1074.467400,6.230900
160,378,62953.774270,114.054883,7.204308
160,382,4274483.396690,158.044777,7.305755
160,385,56930.368920,159.047275,7.191642
160,389,2261733.753500,176.055488,7.240978
160,392,46624.374090,177.058142,7.196267
160,395,9465.212040,353.118900,7.172300
160,2673,1638.976340,146.045300,7.435700
161,2734,1662.093540,161.023650,3.782200
161,2738,16686.842580,247.034400,3.783575
161,2751,2239.243140,343.065675,3.781325
161,2752,2918.936040,347.026750,3.775100
161,2775,7691.652600,658.112475,3.803700
161,2762,871.620340,495.077900,3.769800
161,2776,1166.030220,659.117400,3.769800
162,2218,4252.453040,134.027650,8.088200
162,2220,35227.068360,152.985425,8.052575
162,2223,724.660080,197.989233,8.038200
162,2231,13009.473140,287.006967,8.077567
162,2232,6197.498660,288.001850,8.049000
163,195,1269.156540,160.008578,4.803822
163,229,27500.863560,495.076574,4.868554
163,429,324414.785215,163.039629,4.897879
163,432,18796059.571743,180.066020,4.901147
163,433,905415.305227,181.069302,4.907579
163,216,62180.192820,343.065769,4.668520
163,1183,26899.227340,191.055417,4.953868
163,1341,4086.662800,361.140213,4.900362
163,593,3238.595700,253.092260,4.889700
163,690,814.734380,182.072000,4.898700
163,3397,1626.929620,870.733600,4.983050
163,206,21004.049300,247.034251,4.880156
163,563,7286.121000,491.140288,4.906141
164,8,30786.796880,133.013427,4.039863
164,16,902223.787387,164.071151,4.122591
164,28,7615224.824268,206.081738,4.118879
164,30,217890.278265,207.080246,4.133943
164,1665,62133.350850,146.045222,4.023526
164,11,10301.067380,147.044897,4.074706
164,19,1146.733340,165.074838,4.089692
164,892,5942.848700,928.495646,3.996357
164,3348,25454.565220,927.496950,3.933550
164,729,5985.016740,501.150967,4.129625
164,15,19964.077600,164.070883,4.613401
164,366,16791.475050,133.013637,4.632956
164,370,18514.878640,245.092600,4.423400
165,784,12283.477492,1097.017871,7.184176
165,786,22395.666400,1097.517646,7.210092
165,788,8348.506925,1098.018520,7.262920
165,797,5471.637100,1120.018200,7.307300
165,798,3837.591350,1121.017444,7.460356
166,328,181626.897535,456.066969,4.251349
166,827,13912.547740,149.008500,4.426467
166,829,4901.851420,163.038850,4.109750
166,837,6682.812040,295.044900,4.390100
166,843,43662.774970,456.568523,4.253005
166,2,785.319640,115.003045,4.043695
166,8,7769.748940,133.013427,4.039863
166,1265,13951.636440,380.061757,4.268335
166,1279,3120.598900,914.155400,4.216000
167,5,4801.147620,131.045551,6.699534
167,605,34810.981740,578.779986,6.711276
167,606,11499.949260,579.281500,6.680350
167,1938,5271.335860,1158.579408,6.682692
167,1939,1369.058587,1159.580775,6.766987
167,3059,671.504940,579.783400,6.684200
168,610,850602.915167,609.124007,4.460874
168,611,83271.485373,610.128236,4.463324
168,868,34402.191100,794.470409,4.426705
168,2419,4136.139360,795.473729,4.444114
168,2870,6666.060740,441.082725,4.455200
168,2903,915.408060,611.128200,4.502800
168,366,6201.973300,133.013637,4.632956
168,925,4196.296820,115.003278,4.538934
168,1725,14238.246000,255.050375,4.158100
168,2408,3089.368380,165.055292,4.295800
169,3568,63084.201800,279.031600,4.991200
169,3569,17095.017000,279.533500,4.991200
169,3581,268797.502800,711.084000,4.991200
169,3582,68795.820600,712.087200,4.991200
169,3583,7423.085700,713.090800,4.991200
170,2481,1431.918720,823.395950,5.051750
170,2792,880.780780,822.893000,5.098300
170,2793,41976.677880,845.894100,5.082200
170,2794,32822.590580,846.395900,5.080450
170,2795,3933.656540,846.896650,5.112550
171,8,17279.512880,133.013427,4.039863
171,228,1190978.123250,483.077736,3.856599
171,660,112564.842500,484.080917,3.807883
171,701,10307.523120,485.083600,3.828733
171,2587,2530.441360,617.098200,3.789550
171,238,4946.105520,592.109725,3.746371
171,557,5114.332700,331.066065,3.835916
171,711,17390.953220,967.159100,3.930800
171,3227,2026.502220,521.033100,3.768000
172,707,1595693.721473,636.097778,5.283780
172,708,294914.630527,637.102361,5.276167
172,2592,8367.082900,638.104700,5.275600
172,2602,795.874220,1121.191800,5.261000
172,2603,1413.636160,1273.210800,5.275300
172,23,5110.523000,179.055460,5.382100
172,575,9444.341500,736.111850,5.296400
172,3282,2881.654940,736.613500,5.271800
173,840,354765.248060,367.065700,5.253700
173,841,25794.451700,368.069950,5.251525
173,842,67847.402320,411.055350,5.249662
173,2193,4520.113600,169.013433,5.155133
173,3096,1697.038120,412.059300,5.297200
174,46,51939.614540,267.071272,7.395978
174,1686,97500.576300,654.153600,7.365400
