feature_number,sample,rt,mz,PC_ID,TIC
1,DN1250_polar_2,6.679900,113.035200,N1_48,21.093000
1,DN1308_polar,6.679900,113.035200,N1_48,96.024600
1,DN1310_polar,6.679900,113.035200,N1_48,3580.350400
1,DN1311_polar,6.679900,113.035200,N1_48,1116.749200
1,DN2133_polar,6.679900,113.035200,N1_48,944.400800
1,DN1795_polar,6.690200,113.035000,N15_26,591.955000
1,DN1820_polar,6.690200,113.035000,N15_26,893.689100
1,DN1835_polar,6.690200,113.035000,N15_26,949.281600
1,DN1854_polar,6.690200,113.035000,N15_26,4449.750300
1,DN1855_polar,6.690200,113.035000,N15_26,2666.444500
1,DN1770_polar,6.672700,113.035300,N16_16,3485.589300
1,DN1771_polar,6.672700,113.035300,N16_16,299.977900
1,DN1772_polar,6.672700,113.035300,N16_16,3199.158100
1,DN1865_polar,6.672700,113.035300,N16_16,6918.484800
1,DN1882_polar,6.672700,113.035300,N16_16,724.324100
1,DN1726_polar,6.672800,113.035100,N21_10,4528.478100
1,DN1727_polar,6.672800,113.035100,N21_10,22152.331500
1,DN1851_polar,6.672800,113.035100,N21_10,1423.853000
1,DN1873_polar,6.672800,113.035100,N21_10,4591.337300
1,DN1888_polar,6.672800,113.035100,N21_10,3306.719300
1,DN1804_polar,6.708200,113.035300,N23_33,1324.896800
1,DN1805_polar,6.708200,113.035300,N23_33,5508.234200
1,DN1819_polar,6.708200,113.035300,N23_33,731.034900
1,DN1856_polar,6.708200,113.035300,N23_33,156.896600
1,DN1864_polar,6.708200,113.035300,N23_33,342.117900
1,DN1269_polar_2,6.676000,113.035200,N25_32,558.666000
1,DN1271_polar_2,6.676000,113.035200,N25_32,218.813000
1,DN1288_polar_2,6.676000,113.035200,N25_32,645.158900
1,DN1289_polar_2,6.676000,113.035200,N25_32,713.606100
1,DN1312_polar,6.676000,113.035200,N25_32,2596.368400
1,DN1645_polar,6.710700,113.035000,N27_14,25331.595100
1,DN1803_polar,6.710700,113.035000,N27_14,28239.674900
1,DN1806_polar,6.710700,113.035000,N27_14,238.247700
1,DN1807_polar,6.710700,113.035000,N27_14,761.600800
1,DN1303_polar,6.687200,113.035100,N3_25,4591.963000
1,DN1304_polar,6.687200,113.035100,N3_25,2067.232500
1,DN1305_polar,6.687200,113.035100,N3_25,355.258400
1,DN1306_polar,6.687200,113.035100,N3_25,10376.917100
1,DN1307_polar,6.687200,113.035100,N3_25,106.802000
1,DN1332_polar,6.709200,113.035000,N31_9,8658.724600
1,DN1333_polar,6.709200,113.035000,N31_9,30339.101900
1,DN1334_polar,6.709200,113.035000,N31_9,32604.988600
1,DN1345_polar,6.709200,113.035000,N31_9,7173.739900
1,DN1471_polar,6.709200,113.035000,N31_9,8708.903900
1,DN1633_polar,6.694000,113.034700,N32_52,246.974500
1,DN1814_polar,6.694000,113.034700,N32_52,5500.832600
1,DN2160_polar,6.694000,113.034700,N32_52,257.062000
1,DN2164_polar,6.694000,113.034700,N32_52,785.461900
1,DN2192_polar,6.694000,113.034700,N32_52,2182.089600
1,DN1768_polar,6.686700,113.035000,N35_21,1238.043600
1,DN1769_polar,6.686700,113.035000,N35_21,17574.545000
1,DN1836_polar,6.686700,113.035000,N35_21,9463.179700
1,DN1845_polar,6.686700,113.035000,N35_21,6183.990000
1,DN1870_polar,6.686700,113.035000,N35_21,271.129500
1,DN1455_polar,6.696200,113.035200,N4_11,11232.909600
1,DN1472_polar,6.696200,113.035200,N4_11,6609.853400
1,DN1473_polar,6.696200,113.035200,N4_11,4582.702600
1,DN1504_polar,6.696200,113.035200,N4_11,2232.935500
1,DN1575_polar,6.696200,113.035200,N4_11,4654.958900
1,DN1341_polar,6.718800,113.035800,N42_19,75.020000
1,DN1350_polar,6.718800,113.035800,N42_19,141.078100
1,DN1351_polar,6.718800,113.035800,N42_19,234.895800
1,DN1352_polar,6.718800,113.035800,N42_19,3493.952500
1,DN1353_polar,6.718800,113.035800,N42_19,4.289400
1,DN1539_polar,6.716600,113.035300,N7_20,1290.251900
1,DN1540_polar,6.716600,113.035300,N7_20,6327.828500
1,DN1699_polar,6.716600,113.035300,N7_20,405.229200
1,DN1700_polar,6.716600,113.035300,N7_20,1501.827900
1,DN1701_polar,6.716600,113.035300,N7_20,3008.196100
1,DN1074_polar,6.720100,113.034900,N9_17,2942.202400
1,DN1075_polar,6.720100,113.034900,N9_17,586.839600
1,DN1077_polar,6.720100,113.034900,N9_17,1733.785500
1,DN1078_polar,6.720100,113.034900,N9_17,896.103100
1,DN1079_polar,6.720100,113.034900,N9_17,1686.096800
1,DN1824_polar,6.715400,113.035000,M25_17,0.000000
1,DN1831_polar,6.715400,113.035000,M25_17,0.000000
1,DN753_polar,6.715400,113.035000,M25_17,0.000000
1,DN754_polar,6.715400,113.035000,M25_17,0.000000
1,DN755_polar,6.715400,113.035000,M25_17,10969.461200
1,DN1849_polar,6.717200,113.034900,M27b_12,0.000000
1,DN2411_polar,6.717200,113.034900,M27b_12,34639.232700
1,DN2412_polar,6.717200,113.034900,M27b_12,0.000000
1,DN2414_polar,6.717200,113.034900,M27b_12,0.000000
1,DN2419_polar,6.717200,113.034900,M27b_12,14817.844900
1,DN1832_polar,6.704900,113.035000,M28_28,0.000000
1,DN1842_polar,6.704900,113.035000,M28_28,0.000000
1,DN609_polar,6.704900,113.035000,M28_28,0.000000
1,DN723_polar,6.704900,113.035000,M28_28,6483.583300
1,DN759_polar,6.704900,113.035000,M28_28,7373.824300
1,DN1342_polar,6.722900,113.035200,M29_30,0.000000
1,DN1355_polar,6.722900,113.035200,M29_30,0.000000
1,DN1356_polar,6.722900,113.035200,M29_30,0.000000
1,DN1388_polar,6.722900,113.035200,M29_30,0.000000
1,DN1602_polar,6.722900,113.035200,M29_30,8531.606900
1,DN1693_polar,6.704800,113.035400,M39a_11,7087.222900
1,DN2214_polar,6.704800,113.035400,M39a_11,0.000000
1,DN789_polar,6.704800,113.035400,M39a_11,8931.967600
1,DN1686_polar,6.708400,113.035300,M4_14,4047.640000
1,DN1689_polar,6.708400,113.035300,M4_14,0.000000
1,DN732_polar,6.708400,113.035300,M4_14,0.000000
1,DN733_polar,6.708400,113.035300,M4_14,0.000000
1,DN734_polar,6.708400,113.035300,M4_14,22339.002900
1,DN2150_polar,6.706600,113.035700,M40b_30,0.000000
1,DN2184_polar,6.706600,113.035700,M40b_30,3079.151600
1,DN2359_polar,6.706600,113.035700,M40b_30,11568.479700
1,DN1827_polar,6.705600,113.035300,M51_11,0.000000
1,DN1875_polar,6.705600,113.035300,M51_11,0.000000
1,DN1904_polar,6.705600,113.035300,M51_11,0.000000
1,DN791_polar,6.705600,113.035300,M51_11,0.000000
1,DN792_polar,6.705600,113.035300,M51_11,4445.082700
1,DN1829_polar,6.701400,113.034200,M60_17,0.000000
1,DN2144_polar,6.701400,113.034200,M60_17,0.000000
1,DN779_polar,6.701400,113.034200,M60_17,0.000000
1,DN780_polar,6.701400,113.034200,M60_17,0.000000
1,DN797_polar,6.701400,113.034200,M60_17,7583.077200
1,DN1798_polar,6.708300,113.034800,M62_10,12895.266200
1,DN1862_polar,6.708300,113.034800,M62_10,0.000000
1,DN799_polar,6.708300,113.034800,M62_10,0.000000
1,DN800_polar,6.708300,113.034800,M62_10,0.000000
1,DN801_polar,6.708300,113.034800,M62_10,16431.308600
1,DN796_polar,6.694300,113.034900,M68_15,2911.541500
1,DN1848_polar,6.680400,113.034800,M71_11,3009.093000
1,DN804_polar,6.680400,113.034800,M71_11,4592.478200
1,DN805_polar,6.680400,113.034800,M71_11,4255.195200
1,DN1456_polar,6.702300,113.033900,LA43_23,6300.963000
1,DN1467_polar,6.702300,113.033900,LA43_23,9577.598400
1,DN1468_polar,6.702300,113.033900,LA43_23,9312.986200
1,DN1477_polar,6.702300,113.033900,LA43_23,0.000000
1,DN669_polar,6.702300,113.033900,LA43_23,0.000000
1,DN1675_polar,6.698800,113.034200,LA44_20,0.000000
1,DN2153_polar,6.698800,113.034200,LA44_20,5449.415900
1,DN704_polar,6.698800,113.034200,LA44_20,0.000000
1,DN727_polar,6.698800,113.034200,LA44_20,8199.105700
1,DN728_polar,6.698800,113.034200,LA44_20,15976.284200
1,DN1636_polar,6.687900,113.035200,LA46_9,15624.760100
1,DN1637_polar,6.687900,113.035200,LA46_9,22273.990700
1,DN2143_polar,6.687900,113.035200,LA46_9,8902.287300
1,DN2178_polar,6.687900,113.035200,LA46_9,11700.848000
1,DN706_polar,6.687900,113.035200,LA46_9,78891.897900
1,DN1514_polar,6.688700,113.035000,LA49_19,0.000000
1,DN1525_polar,6.688700,113.035000,LA49_19,0.000000
1,DN621_polar,6.688700,113.035000,LA49_19,0.000000
1,DN622_polar,6.688700,113.035000,LA49_19,15193.766400
1,DN623_polar,6.688700,113.035000,LA49_19,0.000000
1,DN2175_polar,6.701900,113.035900,LA52_32,4656.575300
1,DN2391_polar,6.701900,113.035900,LA52_32,0.000000
1,DN1554_polar,6.679100,113.034200,LA60_37,10475.733600
1,DN1578_polar,6.679100,113.034200,LA60_37,0.000000
1,DN616_polar,6.679100,113.034200,LA60_37,0.000000
1,DN619_polar,6.679100,113.034200,LA60_37,9328.700800
1,DN620_polar,6.679100,113.034200,LA60_37,0.000000
1,DN2348_polar,6.681200,113.035100,LA61_15,0.000000
1,DN2349_polar,6.681200,113.035100,LA61_15,0.000000
1,DN2350_polar,6.681200,113.035100,LA61_15,0.000000
1,DN2351_polar,6.681200,113.035100,LA61_15,5456.219900
1,DN2166_polar,6.702400,113.035400,LA62_3,40338.741500
1,DN2170_polar,6.702400,113.035400,LA62_3,7231.734700
1,DN1061_polar,6.699000,113.034300,LA7_18,0.000000
1,DN1490_polar,6.699000,113.034300,LA7_18,0.000000
1,DN691_polar,6.699000,113.034300,LA7_18,0.000000
1,DN692_polar,6.699000,113.034300,LA7_18,0.000000
1,DN709_polar,6.699000,113.034300,LA7_18,7433.347800
1,DN1527_polar,6.716800,113.033800,LA18_28,3432.328600
1,DN1538_polar,6.716800,113.033800,LA18_28,0.000000
1,DN1635_polar,6.716800,113.033800,LA18_28,0.000000
1,DN671_polar,6.716800,113.033800,LA18_28,0.000000
1,DN672_polar,6.716800,113.033800,LA18_28,0.000000
1,DN1880_polar,6.698700,113.035500,LA19_43,4288.322200
1,DN1889_polar,6.698700,113.035500,LA19_43,0.000000
1,DN1896_polar,6.698700,113.035500,LA19_43,0.000000
1,DN680_polar,6.698700,113.035500,LA19_43,0.000000
1,DN682_polar,6.698700,113.035500,LA19_43,0.000000
1,DN1441_polar,6.680800,113.035700,LA2_27,0.000000
1,DN1442_polar,6.680800,113.035700,LA2_27,0.000000
1,DN2139_polar,6.680800,113.035700,LA2_27,8746.859900
1,DN628_polar,6.680800,113.035700,LA2_27,0.000000
1,DN633_polar,6.680800,113.035700,LA2_27,0.000000
1,DN1412_polar,6.699000,113.035000,LA22_22,12196.071100
1,DN1531_polar,6.699000,113.035000,LA22_22,0.000000
1,DN656_polar,6.699000,113.035000,LA22_22,13804.056500
1,DN657_polar,6.699000,113.035000,LA22_22,8400.490900
1,DN658_polar,6.699000,113.035000,LA22_22,0.000000
1,DN1590_polar,6.698800,113.033700,LA3_5,32054.595200
1,DN1591_polar,6.698800,113.033700,LA3_5,67116.423800
1,DN2759_polar,6.698800,113.033700,LA3_5,0.000000
1,DN625_polar,6.698800,113.033700,LA3_5,0.000000
1,DN626_polar,6.698800,113.033700,LA3_5,0.000000
1,DN1643_polar,6.702300,113.034000,LA31_17,0.000000
1,DN1672_polar,6.702300,113.034000,LA31_17,0.000000
1,DN1893_polar,6.702300,113.034000,LA31_17,0.000000
1,DN716_polar,6.702300,113.034000,LA31_17,4783.969900
1,DN1252_polar,6.634300,113.035800,T25_40,0.000000
1,DN1448_polar,6.634300,113.035800,T25_40,0.000000
1,DN1449_polar,6.634300,113.035800,T25_40,11797.936500
1,DN1450_polar,6.634300,113.035800,T25_40,0.000000
1,DN1519_polar,6.634300,113.035800,T25_40,0.000000
1,DN1424_polar,6.662800,113.035300,T51_12,5758.661200
1,DN1425_polar,6.662800,113.035300,T51_12,0.000000
1,DN1426_polar,6.662800,113.035300,T51_12,0.000000
1,DN1427_polar,6.662800,113.035300,T51_12,0.000000
1,DN2396_polar,6.662800,113.035300,T51_12,12753.313000
1,DN1042_polar,6.778300,113.033700,T58_14,9702.660800
1,DN1043_polar,6.778300,113.033700,T58_14,0.000000
1,DN1044_polar,6.778300,113.033700,T58_14,10376.632600
1,DN1267_polar,6.778300,113.033700,T58_14,0.000000
1,DN1483_polar,6.778300,113.033700,T58_14,0.000000
1,DN938_polar,6.684400,113.034600,T72_15,6640.931000
1,DN939_polar,6.684400,113.034600,T72_15,0.000000
1,DN941_polar,6.684400,113.034600,T72_15,0.000000
1,DN966_polar,6.684400,113.034600,T72_15,10473.739600
1,DN967_polar,6.684400,113.034600,T72_15,3005.991400
1,DN2145_polar,6.673500,113.034800,T75_13,0.000000
1,DN2154_polar,6.673500,113.034800,T75_13,9225.324600
1,DN2169_polar,6.673500,113.034800,T75_13,30939.536400
1,DN2179_polar,6.673500,113.034800,T75_13,14016.784500
1,DN2163_polar,6.681000,113.034800,T76_11,0.000000
1,DN2171_polar,6.681000,113.034800,T76_11,0.000000
1,DN2190_polar,6.681000,113.034800,T76_11,15950.952200
1,DN2191_polar,6.681000,113.034800,T76_11,36618.663600
1,DN2210_polar,6.681000,113.034800,T76_11,11591.309400
1,DN2135_polar,6.709500,113.035600,Zygl_13,0.000000
1,DN2137_polar,6.709500,113.035600,Zygl_13,12573.565100
1,DN2138_polar,6.709500,113.035600,Zygl_13,0.000000
2,DN1250_polar_2,4.036900,115.002800,N1_8,206.696900
2,DN1308_polar,4.036900,115.002800,N1_8,46021.444900
2,DN1310_polar,4.036900,115.002800,N1_8,47152.997000
2,DN1311_polar,4.036900,115.002800,N1_8,28665.502100
2,DN2133_polar,4.036900,115.002800,N1_8,53401.144900
2,DN1248_polar_2,4.027800,115.003300,N10_10,776.380000
2,DN1369_polar,4.027800,115.003300,N10_10,556.349400
2,DN1857_polar,4.027800,115.003300,N10_10,5475.841900
2,DN1274_polar_2,4.060600,115.003200,N11_3,316.079700
2,DN1522_polar,4.060600,115.003200,N11_3,7795.780400
2,DN1551_polar,4.060600,115.003200,N11_3,1468.693600
2,DN1552_polar,4.060600,115.003200,N11_3,5237.381400
2,DN1668_polar,4.060600,115.003200,N11_3,9328.931600
2,DN1543_polar,4.065800,115.003000,N12_6,2490.119500
2,DN1544_polar,4.065800,115.003000,N12_6,3218.088700
2,DN1553_polar,4.065800,115.003000,N12_6,31008.662900
2,DN1696_polar,4.065800,115.003000,N12_6,15137.407000
2,DN1702_polar,4.065800,115.003000,N12_6,3893.875100
2,DN1545_polar,4.067600,115.002800,N13_6,24325.908800
2,DN1546_polar,4.067600,115.002800,N13_6,37992.434200
2,DN1692_polar,4.067600,115.002800,N13_6,12318.243200
2,DN1703_polar,4.067600,115.002800,N13_6,18340.706400
2,DN1899_polar,4.067600,115.002800,N13_6,15328.264100
2,DN1286_polar_2,4.044800,115.003100,N14_11,3391.648400
2,DN1287_polar_2,4.044800,115.003100,N14_11,15904.150000
2,DN1295_polar_2,4.044800,115.003100,N14_11,19108.505000
2,DN1444_polar,4.044800,115.003100,N14_11,16044.021100
2,DN1445_polar,4.044800,115.003100,N14_11,19367.736200
2,DN1795_polar,4.049200,115.003400,N15_16,8461.145200
2,DN1820_polar,4.049200,115.003400,N15_16,1070.988400
2,DN1835_polar,4.049200,115.003400,N15_16,2912.169300
2,DN1854_polar,4.049200,115.003400,N15_16,5648.066300
2,DN1855_polar,4.049200,115.003400,N15_16,9115.094600
2,DN1770_polar,4.052700,115.003000,N16_14,2716.993100
2,DN1771_polar,4.052700,115.003000,N16_14,2814.258400
2,DN1772_polar,4.052700,115.003000,N16_14,4059.133500
2,DN1865_polar,4.052700,115.003000,N16_14,6091.604900
2,DN1882_polar,4.052700,115.003000,N16_14,895.329400
2,DN1818_polar,4.052800,115.003000,N19_8,10213.979200
2,DN1839_polar,4.052800,115.003000,N19_8,17740.536300
2,DN1847_polar,4.052800,115.003000,N19_8,8225.867400
2,DN1861_polar,4.052800,115.003000,N19_8,26851.130700
2,DN1867_polar,4.052800,115.003000,N19_8,20398.390100
2,DN1631_polar,4.033400,115.003100,N20_24,1241.060200
2,DN1721_polar,4.033400,115.003100,N20_24,9944.250300
2,DN2141_polar,4.033400,115.003100,N20_24,9604.881000
2,DN1726_polar,4.042100,115.003200,N21_8,10193.446700
2,DN1727_polar,4.042100,115.003200,N21_8,43990.078100
2,DN1851_polar,4.042100,115.003200,N21_8,8786.673300
2,DN1873_polar,4.042100,115.003200,N21_8,21240.556000
2,DN1888_polar,4.042100,115.003200,N21_8,6541.628700
2,DN1797_polar,4.049200,115.002900,N22_13,24972.725000
2,DN1801_polar,4.049200,115.002900,N22_13,12286.401100
2,DN1802_polar,4.049200,115.002900,N22_13,29661.370900
2,DN1822_polar,4.049200,115.002900,N22_13,35176.699600
2,DN1869_polar,4.049200,115.002900,N22_13,41015.970400
2,DN1804_polar,4.034800,115.003400,N23_3,8027.076000
2,DN1805_polar,4.034800,115.003400,N23_3,283.323400
2,DN1819_polar,4.034800,115.003400,N23_3,3242.650400
2,DN1856_polar,4.034800,115.003400,N23_3,6582.611200
2,DN1864_polar,4.034800,115.003400,N23_3,8905.686300
2,DN1269_polar_2,4.052900,115.003500,N25_33,495.596200
2,DN1271_polar_2,4.052900,115.003500,N25_33,432.112100
2,DN1288_polar_2,4.052900,115.003500,N25_33,448.722800
2,DN1289_polar_2,4.052900,115.003500,N25_33,157.515800
2,DN1312_polar,4.052900,115.003500,N25_33,6957.095300
2,DN1338_polar,4.060000,115.003200,N26_9,2627.364700
2,DN1339_polar,4.060000,115.003200,N26_9,6766.141200
2,DN1348_polar,4.060000,115.003200,N26_9,7976.434700
2,DN1872_polar,4.060000,115.003200,N26_9,4741.594100
2,DN1879_polar,4.060000,115.003200,N26_9,4698.894400
2,DN1645_polar,4.057000,115.002900,N27_9,9985.897300
2,DN1803_polar,4.057000,115.002900,N27_9,65066.978100
2,DN1806_polar,4.057000,115.002900,N27_9,12953.952300
2,DN1807_polar,4.057000,115.002900,N27_9,42184.852800
2,DN1251_polar_2,4.049300,115.003000,N28_9,258.622700
2,DN1823_polar,4.049300,115.003000,N28_9,20667.948400
2,DN1838_polar,4.049300,115.003000,N28_9,18157.777500
2,DN1840_polar,4.049300,115.003000,N28_9,22569.742800
2,DN1841_polar,4.049300,115.003000,N28_9,8777.284600
2,DN1653_polar,4.060600,115.002900,N29_6,405.153100
2,DN1654_polar,4.060600,115.002900,N29_6,1784.385000
2,DN1655_polar,4.060600,115.002900,N29_6,9622.207100
2,DN1656_polar,4.060600,115.002900,N29_6,16040.696100
2,DN1657_polar,4.060600,115.002900,N29_6,1780.067700
2,DN1303_polar,4.081800,115.003100,N3_8,28303.456300
2,DN1304_polar,4.081800,115.003100,N3_8,22624.721900
2,DN1305_polar,4.081800,115.003100,N3_8,26808.825800
2,DN1306_polar,4.081800,115.003100,N3_8,41621.151200
2,DN1307_polar,4.081800,115.003100,N3_8,25917.138100
2,DN1332_polar,4.071400,115.003000,N31_5,34289.581600
2,DN1333_polar,4.071400,115.003000,N31_5,55779.339900
2,DN1334_polar,4.071400,115.003000,N31_5,45035.148800
2,DN1345_polar,4.071400,115.003000,N31_5,56393.976600
2,DN1471_polar,4.071400,115.003000,N31_5,25633.800500
2,DN1633_polar,4.042300,115.002800,N32_9,15550.201700
2,DN1814_polar,4.042300,115.002800,N32_9,23642.848800
2,DN2160_polar,4.042300,115.002800,N32_9,40711.291400
2,DN2164_polar,4.042300,115.002800,N32_9,36692.381100
2,DN2192_polar,4.042300,115.002800,N32_9,35138.675100
2,DN1335_polar,4.074300,115.003300,N34_5,10170.215900
2,DN1336_polar,4.074300,115.003300,N34_5,19426.288900
2,DN1346_polar,4.074300,115.003300,N34_5,28082.111700
2,DN1347_polar,4.074300,115.003300,N34_5,20041.877700
2,DN2134_polar,4.074300,115.003300,N34_5,18082.639300
2,DN1768_polar,4.045400,115.003000,N35_16,4883.109900
2,DN1769_polar,4.045400,115.003000,N35_16,9681.169200
2,DN1836_polar,4.045400,115.003000,N35_16,7450.818200
2,DN1845_polar,4.045400,115.003000,N35_16,16444.939200
2,DN1870_polar,4.045400,115.003000,N35_16,7616.753700
2,DN1501_polar,4.067600,115.003100,N36_5,40105.818800
2,DN1502_polar,4.067600,115.003100,N36_5,26745.006900
2,DN1503_polar,4.067600,115.003100,N36_5,52412.230100
2,DN1506_polar,4.067600,115.003100,N36_5,60513.413200
2,DN1507_polar,4.067600,115.003100,N36_5,47273.638300
2,DN1722_polar,4.049200,115.003100,N38_12,4817.235400
2,DN1723_polar,4.049200,115.003100,N38_12,2192.334900
2,DN1724_polar,4.049200,115.003100,N38_12,8339.710500
2,DN1725_polar,4.049200,115.003100,N38_12,2196.264700
2,DN2155_polar,4.049200,115.003100,N38_12,894.149600
2,DN1270_polar_2,4.060700,115.002800,N39_8,12771.199800
2,DN1646_polar,4.060700,115.002800,N39_8,20603.511500
2,DN1690_polar,4.060700,115.002800,N39_8,50585.103900
2,DN1866_polar,4.060700,115.002800,N39_8,45577.074400
2,DN1455_polar,4.067900,115.002800,N4_2,63963.377900
2,DN1472_polar,4.067900,115.002800,N4_2,29702.311800
2,DN1473_polar,4.067900,115.002800,N4_2,40681.937400
2,DN1504_polar,4.067900,115.002800,N4_2,38009.889300
2,DN1575_polar,4.067900,115.002800,N4_2,28438.358800
2,DN1647_polar,4.074700,115.002800,N40_5,5150.068200
2,DN1649_polar,4.074700,115.002800,N40_5,10996.847600
2,DN1650_polar,4.074700,115.002800,N40_5,3847.047600
2,DN1651_polar,4.074700,115.002800,N40_5,14656.789800
2,DN1579_polar,4.071600,115.003500,N41_3,4423.354400
2,DN1580_polar,4.071600,115.003500,N41_3,1593.444500
2,DN1704_polar,4.071600,115.003500,N41_3,5901.624700
2,DN1796_polar,4.071600,115.003500,N41_3,18085.055500
2,DN2182_polar,4.071600,115.003500,N41_3,1508.355400
2,DN1341_polar,4.067000,115.003200,N42_6,15190.575800
2,DN1350_polar,4.067000,115.003200,N42_6,4921.076000
2,DN1351_polar,4.067000,115.003200,N42_6,9549.022100
2,DN1352_polar,4.067000,115.003200,N42_6,21428.943700
2,DN1353_polar,4.067000,115.003200,N42_6,26987.748100
2,DN1799_polar,4.064400,115.003700,N46_19,227.644100
2,DN1808_polar,4.064400,115.003700,N46_19,251.537100
2,DN1809_polar,4.064400,115.003700,N46_19,764.467700
2,DN1810_polar,4.064400,115.003700,N46_19,3935.005400
2,DN1811_polar,4.064400,115.003700,N46_19,743.568800
2,DN1293_polar_2,4.056400,115.003000,N5_22,623.033600
2,DN1294_polar_2,4.056400,115.003000,N5_22,1694.412500
2,DN1296_polar_2,4.056400,115.003000,N5_22,473.046200
2,DN1557_polar,4.056400,115.003000,N5_22,8086.712100
2,DN1573_polar,4.056400,115.003000,N5_22,19779.019900
2,DN1273_polar_2,4.020100,115.003200,N53_13,3427.373300
2,DN2315_polar,4.020100,115.003200,N53_13,12085.594500
2,DN2316_polar,4.020100,115.003200,N53_13,13467.181100
2,DN1247_polar_2,4.034500,115.002800,N54_6,15739.594900
2,DN2226_polar,4.034500,115.002800,N54_6,29914.706300
2,DN2310_polar,4.034500,115.002800,N54_6,32802.348900
2,DN1299_polar_2,4.013100,115.005000,N6_9,11250.039400
2,DN1300_polar_2,4.013100,115.005000,N6_9,20994.187100
2,DN1301_polar_2,4.013100,115.005000,N6_9,31244.988500
2,DN1302_polar,4.013100,115.005000,N6_9,36609.106300
2,DN1539_polar,4.068000,115.003000,N7_10,16933.170900
2,DN1540_polar,4.068000,115.003000,N7_10,9001.860200
2,DN1699_polar,4.068000,115.003000,N7_10,39870.946600
2,DN1700_polar,4.068000,115.003000,N7_10,12830.712700
2,DN1701_polar,4.068000,115.003000,N7_10,24171.619900
2,DN1249_polar_2,4.060600,115.003500,N8_9,23.010000
2,DN1541_polar,4.060600,115.003500,N8_9,3828.765900
2,DN1542_polar,4.060600,115.003500,N8_9,231.929200
2,DN1574_polar,4.060600,115.003500,N8_9,1153.965600
2,DN1670_polar,4.060600,115.003500,N8_9,1142.072100
2,DN1074_polar,4.078400,115.002900,N9_8,1304.516700
2,DN1075_polar,4.078400,115.002900,N9_8,1665.990100
2,DN1077_polar,4.078400,115.002900,N9_8,6063.719800
2,DN1078_polar,4.078400,115.002900,N9_8,4819.090300
2,DN1079_polar,4.078400,115.002900,N9_8,3604.554100
2,DN1486_polar,4.063500,115.003400,M14_10,3334.655800
2,DN1741_polar,4.063500,115.003400,M14_10,303.799100
2,DN744_polar,4.063500,115.003400,M14_10,3622.284700
2,DN745_polar,4.063500,115.003400,M14_10,720.145300
2,DN746_polar,4.063500,115.003400,M14_10,7755.459500
2,DN1685_polar,4.067300,115.003300,M15_13,6210.198300
2,DN1688_polar,4.067300,115.003300,M15_13,8018.023800
2,DN2392_polar,4.067300,115.003300,M15_13,8586.838200
2,DN747_polar,4.067300,115.003300,M15_13,7731.715300
2,DN748_polar,4.067300,115.003300,M15_13,3997.329600
2,DN1628_polar,4.067100,115.003300,M16_10,6108.967800
2,DN1629_polar,4.067100,115.003300,M16_10,1329.277100
2,DN2149_polar,4.067100,115.003300,M16_10,7357.663900
2,DN720_polar,4.067100,115.003300,M16_10,12917.804000
2,DN756_polar,4.067100,115.003300,M16_10,22588.859100
2,DN1830_polar,4.035100,115.003300,M24_7,2703.342600
2,DN1846_polar,4.035100,115.003300,M24_7,2546.890400
2,DN750_polar,4.035100,115.003300,M24_7,0.000000
2,DN1824_polar,4.063300,115.003400,M25_18,0.000000
2,DN1831_polar,4.063300,115.003400,M25_18,0.000000
2,DN753_polar,4.063300,115.003400,M25_18,3239.608600
2,DN754_polar,4.063300,115.003400,M25_18,8211.844300
2,DN755_polar,4.063300,115.003400,M25_18,7605.460800
2,DN1630_polar,4.058200,115.003300,M26_9,0.000000
2,DN1834_polar,4.058200,115.003300,M26_9,4531.732400
2,DN613_polar,4.058200,115.003300,M26_9,6331.446100
2,DN722_polar,4.058200,115.003300,M26_9,9551.146800
2,DN758_polar,4.058200,115.003300,M26_9,7573.154400
2,DN1832_polar,4.053100,115.003300,M28_7,6852.063900
2,DN1842_polar,4.053100,115.003300,M28_7,0.000000
2,DN609_polar,4.053100,115.003300,M28_7,0.000000
2,DN723_polar,4.053100,115.003300,M28_7,4835.447600
2,DN759_polar,4.053100,115.003300,M28_7,12015.350300
2,DN1342_polar,4.060400,115.002900,M29_6,5077.004200
2,DN1355_polar,4.060400,115.002900,M29_6,12412.746300
2,DN1356_polar,4.060400,115.002900,M29_6,5965.100800
2,DN1388_polar,4.060400,115.002900,M29_6,20113.375100
2,DN1602_polar,4.060400,115.002900,M29_6,6282.975700
2,DN1828_polar,4.047500,115.003200,M31_7,0.000000
2,DN1833_polar,4.047500,115.003200,M31_7,12740.063600
2,DN770_polar,4.047500,115.003200,M31_7,0.000000
2,DN771_polar,4.047500,115.003200,M31_7,0.000000
2,DN787_polar,4.047500,115.003200,M31_7,8523.832600
2,DN1488_polar,4.049800,115.002600,M32_10,0.000000
2,DN1508_polar,4.049800,115.002600,M32_10,9368.416900
2,DN1509_polar,4.049800,115.002600,M32_10,9695.900300
2,DN2193_polar,4.049800,115.002600,M32_10,0.000000
2,DN788_polar,4.049800,115.002600,M32_10,19091.892800
2,DN1559_polar,4.056300,115.002700,M36_8,38573.894900
2,DN1572_polar,4.056300,115.002700,M36_8,55495.592200
2,DN2180_polar,4.056300,115.002700,M36_8,32356.979300
2,DN761_polar,4.056300,115.002700,M36_8,43625.467000
