feature_number,sample,rt,mz,PC_ID,TIC
5,DN658_polar,6.699100,131.044900,LA22_22,27613.920800
5,DN1469_polar,6.699000,131.044700,LA23_36,10114.558400
5,DN1470_polar,6.699000,131.044700,LA23_36,11631.913200
5,DN1475_polar,6.699000,131.044700,LA23_36,0.000000
5,DN1476_polar,6.699000,131.044700,LA23_36,0.000000
5,DN1479_polar,6.699000,131.044700,LA23_36,0.000000
5,DN1395_polar,6.694800,131.045700,LA25_22,0.000000
5,DN1413_polar,6.694800,131.045700,LA25_22,0.000000
5,DN674_polar,6.694800,131.045700,LA25_22,12133.134800
5,DN675_polar,6.694800,131.045700,LA25_22,0.000000
5,DN676_polar,6.694800,131.045700,LA25_22,0.000000
5,DN1526_polar,6.696700,131.045800,LA28_26,0.000000
5,DN1673_polar,6.696700,131.045800,LA28_26,8808.006400
5,DN647_polar,6.696700,131.045800,LA28_26,0.000000
5,DN648_polar,6.696700,131.045800,LA28_26,0.000000
5,DN649_polar,6.696700,131.045800,LA28_26,19950.716000
5,DN1590_polar,6.695200,131.045000,LA3_5,118713.522900
5,DN1591_polar,6.695200,131.045000,LA3_5,199858.603100
5,DN2759_polar,6.695200,131.045000,LA3_5,9959.636100
5,DN625_polar,6.695200,131.045000,LA3_5,0.000000
5,DN626_polar,6.695200,131.045000,LA3_5,19875.924700
5,DN1643_polar,6.705700,131.046100,LA31_17,0.000000
5,DN1672_polar,6.705700,131.046100,LA31_17,7702.004600
5,DN1893_polar,6.705700,131.046100,LA31_17,9443.323700
5,DN716_polar,6.705700,131.046100,LA31_17,12772.920300
5,DN1253_polar,6.680600,131.045600,T05_31,18306.156100
5,DN1474_polar,6.680600,131.045600,T05_31,10725.827900
5,DN1480_polar,6.680600,131.045600,T05_31,0.000000
5,DN1494_polar,6.680600,131.045600,T05_31,40843.368900
5,DN1499_polar,6.680600,131.045600,T05_31,0.000000
5,DN1253_polar,6.680600,131.045600,T05_31,18306.156100
5,DN1474_polar,6.680600,131.045600,T05_31,10725.827900
5,DN1480_polar,6.680600,131.045600,T05_31,0.000000
5,DN1494_polar,6.680600,131.045600,T05_31,40843.368900
5,DN1499_polar,6.680600,131.045600,T05_31,0.000000
5,DN1021_polar,6.800200,131.044100,T07_11,14289.876300
5,DN1022_polar,6.800200,131.044100,T07_11,0.000000
5,DN1023_polar,6.800200,131.044100,T07_11,0.000000
5,DN1024_polar,6.800200,131.044100,T07_11,0.000000
5,DN1229_polar,6.786300,131.044400,T13_19,4302.899800
5,DN1223_polar,6.709500,131.044800,T18_35,0.000000
5,DN1453_polar,6.709500,131.044800,T18_35,0.000000
5,DN1454_polar,6.709500,131.044800,T18_35,0.000000
5,DN1492_polar,6.709500,131.044800,T18_35,0.000000
5,DN1497_polar,6.709500,131.044800,T18_35,10429.768800
5,DN1491_polar,6.684300,131.045300,T19_50,0.000000
5,DN2375_polar,6.684300,131.045300,T19_50,0.000000
5,DN963_polar,6.684300,131.045300,T19_50,4729.440500
5,DN964_polar,6.684300,131.045300,T19_50,0.000000
5,DN997_polar,6.684300,131.045300,T19_50,0.000000
5,DN1252_polar,6.673800,131.045500,T25_28,0.000000
5,DN1448_polar,6.673800,131.045500,T25_28,0.000000
5,DN1449_polar,6.673800,131.045500,T25_28,25681.914100
5,DN1450_polar,6.673800,131.045500,T25_28,0.000000
5,DN1519_polar,6.673800,131.045500,T25_28,4117.225800
5,DN2343_polar,6.684300,131.045800,T50_53,9517.118000
5,DN969_polar,6.684300,131.045800,T50_53,0.000000
5,DN970_polar,6.684300,131.045800,T50_53,0.000000
5,DN972_polar,6.684300,131.045800,T50_53,0.000000
5,DN973_polar,6.684300,131.045800,T50_53,0.000000
5,DN1424_polar,6.648400,131.046500,T51_12,18659.905600
5,DN1425_polar,6.648400,131.046500,T51_12,5181.306600
5,DN1426_polar,6.648400,131.046500,T51_12,0.000000
5,DN1427_polar,6.648400,131.046500,T51_12,0.000000
5,DN2396_polar,6.648400,131.046500,T51_12,45172.265800
5,DN1220_polar,6.659200,131.046100,T57_23,0.000000
5,DN1319_polar,6.659200,131.046100,T57_23,16879.529300
5,DN1321_polar,6.659200,131.046100,T57_23,0.000000
5,DN1322_polar,6.659200,131.046100,T57_23,7688.157600
5,DN1323_polar,6.659200,131.046100,T57_23,0.000000
5,DN1042_polar,6.786500,131.044000,T58_14,42278.889900
5,DN1043_polar,6.786500,131.044000,T58_14,0.000000
5,DN1044_polar,6.786500,131.044000,T58_14,43111.897700
5,DN1267_polar,6.786500,131.044000,T58_14,0.000000
5,DN1483_polar,6.786500,131.044000,T58_14,7478.349800
5,DN2172_polar,6.680700,131.045500,T60_39,14940.567200
5,DN2183_polar,6.680700,131.045500,T60_39,17070.385300
5,DN913_polar,6.680700,131.045500,T60_39,0.000000
5,DN914_polar,6.680700,131.045500,T60_39,2901.122700
5,DN915_polar,6.680700,131.045500,T60_39,0.000000
5,DN1735_polar,6.702200,131.045100,T67a_23,0.000000
5,DN1737_polar,6.702200,131.045100,T67a_23,27961.874500
5,DN1743_polar,6.702200,131.045100,T67a_23,0.000000
5,DN1744_polar,6.702200,131.045100,T67a_23,0.000000
5,DN1843_polar,6.702200,131.045100,T67a_23,0.000000
5,DN1420_polar,6.691500,131.045100,T69_27,0.000000
5,DN1421_polar,6.691500,131.045100,T69_27,0.000000
5,DN1422_polar,6.691500,131.045100,T69_27,0.000000
5,DN1423_polar,6.691500,131.045100,T69_27,0.000000
5,DN1521_polar,6.691500,131.045100,T69_27,15416.813800
5,DN938_polar,6.681100,131.045200,T72_15,17906.138300
5,DN939_polar,6.681100,131.045200,T72_15,6548.400200
5,DN941_polar,6.681100,131.045200,T72_15,0.000000
5,DN966_polar,6.681100,131.045200,T72_15,28144.767600
5,DN967_polar,6.681100,131.045200,T72_15,11569.458900
5,DN1045_polar,6.786100,131.044400,T74_20,7604.631700
5,DN1046_polar,6.786100,131.044400,T74_20,0.000000
5,DN1047_polar,6.786100,131.044400,T74_20,0.000000
5,DN1048_polar,6.786100,131.044400,T74_20,0.000000
5,DN1262_polar,6.786100,131.044400,T74_20,0.000000
5,DN2145_polar,6.677600,131.045400,T75_13,14513.690700
5,DN2154_polar,6.677600,131.045400,T75_13,66390.218700
5,DN2169_polar,6.677600,131.045400,T75_13,105035.634900
5,DN2179_polar,6.677600,131.045400,T75_13,56688.811900
5,DN2163_polar,6.684500,131.045300,T76_11,28399.868400
5,DN2171_polar,6.684500,131.045300,T76_11,22379.115400
5,DN2190_polar,6.684500,131.045300,T76_11,50671.893500
5,DN2191_polar,6.684500,131.045300,T76_11,123751.746100
5,DN2210_polar,6.684500,131.045300,T76_11,37781.471100
5,DN1291_polar,6.716700,131.045800,T82_34,0.000000
5,DN1463_polar,6.716700,131.045800,T82_34,0.000000
5,DN1464_polar,6.716700,131.045800,T82_34,12860.563100
5,DN1465_polar,6.716700,131.045800,T82_34,0.000000
5,DN1466_polar,6.716700,131.045800,T82_34,0.000000
5,DN1099_polar,6.737800,131.044100,T85_14,31897.985600
5,DN1100_polar,6.737800,131.044100,T85_14,0.000000
5,DN1562_polar,6.731000,131.046400,IngM_31,0.000000
5,DN1563_polar,6.731000,131.046400,IngM_31,0.000000
5,DN1606_polar,6.731000,131.046400,IngM_31,0.000000
5,DN1609_polar,6.731000,131.046400,IngM_31,5635.899000
5,DN1616_polar,6.731000,131.046400,IngM_31,0.000000
5,DN1617_polar,6.727500,131.046200,IngR_25,7989.847700
5,DN1618_polar,6.727500,131.046200,IngR_25,0.000000
5,DN1709_polar,6.727500,131.046200,IngR_25,0.000000
5,DN1710_polar,6.727500,131.046200,IngR_25,0.000000
5,DN1711_polar,6.727500,131.046200,IngR_25,0.000000
5,DN1596_polar,6.727300,131.045900,IngS_42,0.000000
5,DN1597_polar,6.727300,131.045900,IngS_42,13788.908400
5,DN1676_polar,6.727300,131.045900,IngS_42,16265.919500
5,DN1938_polar,6.727300,131.045900,IngS_42,0.000000
5,DN2162_polar,6.727300,131.045900,IngS_42,0.000000
5,DN2135_polar,6.720200,131.045900,Zygl_13,0.000000
5,DN2137_polar,6.720200,131.045900,Zygl_13,21662.081300
5,DN2138_polar,6.720200,131.045900,Zygl_13,0.000000
6,DN1250_polar_2,6.113000,131.082000,N1_3,552.399800
6,DN1308_polar,6.113000,131.082000,N1_3,11240.902100
6,DN1310_polar,6.113000,131.082000,N1_3,15415.141400
6,DN1311_polar,6.113000,131.082000,N1_3,12453.506400
6,DN2133_polar,6.113000,131.082000,N1_3,23321.271200
7,DN1250_polar_2,7.696600,132.029000,N1_41,20.105700
7,DN1308_polar,7.696600,132.029000,N1_41,149.160700
7,DN1310_polar,7.696600,132.029000,N1_41,380.513200
7,DN1311_polar,7.696600,132.029000,N1_41,3075.401500
7,DN2133_polar,7.696600,132.029000,N1_41,7938.057700
7,DN1545_polar,7.689600,132.030000,N13_32,1289.079800
7,DN1546_polar,7.689600,132.030000,N13_32,6349.690600
7,DN1692_polar,7.689600,132.030000,N13_32,227.917200
7,DN1703_polar,7.689600,132.030000,N13_32,439.236500
7,DN1899_polar,7.689600,132.030000,N13_32,215.683900
7,DN1286_polar_2,7.746100,132.030400,N14_37,73.926100
7,DN1287_polar_2,7.746100,132.030400,N14_37,388.814600
7,DN1295_polar_2,7.746100,132.030400,N14_37,899.445800
7,DN1444_polar,7.746100,132.030400,N14_37,3786.041900
7,DN1445_polar,7.746100,132.030400,N14_37,157.685300
7,DN1770_polar,7.691100,132.029800,N16_20,19579.505000
7,DN1771_polar,7.691100,132.029800,N16_20,11337.837100
7,DN1772_polar,7.691100,132.029800,N16_20,3525.053200
7,DN1865_polar,7.691100,132.029800,N16_20,6802.745400
7,DN1882_polar,7.691100,132.029800,N16_20,2785.191400
7,DN1726_polar,7.695100,132.029600,N21_30,11079.580900
7,DN1727_polar,7.695100,132.029600,N21_30,9146.862800
7,DN1851_polar,7.695100,132.029600,N21_30,9213.188300
7,DN1873_polar,7.695100,132.029600,N21_30,3034.083400
7,DN1888_polar,7.695100,132.029600,N21_30,7175.827700
7,DN1338_polar,7.745200,132.029900,N26_17,6735.188300
7,DN1339_polar,7.745200,132.029900,N26_17,673.042900
7,DN1348_polar,7.745200,132.029900,N26_17,2565.797000
7,DN1872_polar,7.745200,132.029900,N26_17,802.522700
7,DN1879_polar,7.745200,132.029900,N26_17,230.283500
7,DN1633_polar,7.745200,132.030000,N32_54,228.657900
7,DN1814_polar,7.745200,132.030000,N32_54,3644.789200
7,DN2160_polar,7.745200,132.030000,N32_54,2214.853800
7,DN2164_polar,7.745200,132.030000,N32_54,210.179600
7,DN2192_polar,7.745200,132.030000,N32_54,1801.528700
7,DN1722_polar,7.691800,132.029700,N38_24,1236.467200
7,DN1723_polar,7.691800,132.029700,N38_24,666.554900
7,DN1724_polar,7.691800,132.029700,N38_24,8916.063300
7,DN1725_polar,7.691800,132.029700,N38_24,12378.194200
7,DN2155_polar,7.691800,132.029700,N38_24,332.279100
7,DN1455_polar,7.746600,132.030300,N4_36,1038.742200
7,DN1472_polar,7.746600,132.030300,N4_36,3834.394300
7,DN1473_polar,7.746600,132.030300,N4_36,1206.006400
7,DN1504_polar,7.746600,132.030300,N4_36,4277.346600
7,DN1575_polar,7.746600,132.030300,N4_36,1055.721000
7,DN1647_polar,7.771700,132.029400,N40_19,2888.043400
7,DN1649_polar,7.771700,132.029400,N40_19,1300.746900
7,DN1650_polar,7.771700,132.029400,N40_19,1091.682800
7,DN1651_polar,7.771700,132.029400,N40_19,4141.797200
7,DN1579_polar,7.696700,132.029800,N41_14,1621.867600
7,DN1580_polar,7.696700,132.029800,N41_14,9.701800
7,DN1704_polar,7.696700,132.029800,N41_14,16.936300
7,DN1796_polar,7.696700,132.029800,N41_14,15597.368900
7,DN2182_polar,7.696700,132.029800,N41_14,26.583400
7,DN1341_polar,7.753200,132.029700,N42_24,4998.639100
7,DN1350_polar,7.753200,132.029700,N42_24,1148.862800
7,DN1351_polar,7.753200,132.029700,N42_24,573.590600
7,DN1352_polar,7.753200,132.029700,N42_24,145.321300
7,DN1353_polar,7.753200,132.029700,N42_24,178.198600
7,DN1273_polar_2,7.736300,132.030300,N53_48,3381.740000
7,DN2315_polar,7.736300,132.030300,N53_48,3313.356400
7,DN2316_polar,7.736300,132.030300,N53_48,5554.357800
7,DN1074_polar,7.750400,132.030000,N9_26,3324.352400
7,DN1075_polar,7.750400,132.030000,N9_26,1874.858000
7,DN1077_polar,7.750400,132.030000,N9_26,1100.187500
7,DN1078_polar,7.750400,132.030000,N9_26,1431.323500
7,DN1079_polar,7.750400,132.030000,N9_26,2119.599600
7,DN1849_polar,7.745500,132.030600,M27b_35,0.000000
7,DN2411_polar,7.745500,132.030600,M27b_35,0.000000
7,DN2412_polar,7.745500,132.030600,M27b_35,0.000000
7,DN2414_polar,7.745500,132.030600,M27b_35,3193.379900
7,DN2419_polar,7.745500,132.030600,M27b_35,0.000000
7,DN1342_polar,7.743000,132.030100,M29_41,0.000000
7,DN1355_polar,7.743000,132.030100,M29_41,5055.239800
7,DN1356_polar,7.743000,132.030100,M29_41,0.000000
7,DN1388_polar,7.743000,132.030100,M29_41,0.000000
7,DN1602_polar,7.743000,132.030100,M29_41,0.000000
7,DN1686_polar,7.742000,132.030400,M4_33,2316.736500
7,DN1689_polar,7.742000,132.030400,M4_33,0.000000
7,DN732_polar,7.742000,132.030400,M4_33,0.000000
7,DN733_polar,7.742000,132.030400,M4_33,4871.981500
7,DN734_polar,7.742000,132.030400,M4_33,5648.194800
7,DN1798_polar,7.745200,132.029500,M62_28,0.000000
7,DN1862_polar,7.745200,132.029500,M62_28,0.000000
7,DN799_polar,7.745200,132.029500,M62_28,5586.797900
7,DN800_polar,7.745200,132.029500,M62_28,0.000000
7,DN801_polar,7.745200,132.029500,M62_28,0.000000
7,DN1684_polar,7.745000,132.029700,M9_33,0.000000
7,DN1691_polar,7.745000,132.029700,M9_33,0.000000
7,DN741_polar,7.745000,132.029700,M9_33,5506.304200
7,DN742_polar,7.745000,132.029700,M9_33,0.000000
7,DN743_polar,7.745000,132.029700,M9_33,0.000000
7,DN1411_polar,7.641100,132.028500,LA41_49,0.000000
7,DN1547_polar,7.641100,132.028500,LA41_49,5493.702200
7,DN653_polar,7.641100,132.028500,LA41_49,0.000000
7,DN654_polar,7.641100,132.028500,LA41_49,0.000000
7,DN655_polar,7.641100,132.028500,LA41_49,0.000000
7,DN2166_polar,7.633900,132.030100,LA62_32,0.000000
7,DN2170_polar,7.633900,132.030100,LA62_32,9813.878500
7,DN1395_polar,7.633600,132.030000,LA25_45,0.000000
7,DN1413_polar,7.633600,132.030000,LA25_45,0.000000
7,DN674_polar,7.633600,132.030000,LA25_45,0.000000
7,DN675_polar,7.633600,132.030000,LA25_45,0.000000
7,DN676_polar,7.633600,132.030000,LA25_45,2400.047600
7,DN1590_polar,7.634200,132.028700,LA3_47,7632.425000
7,DN1591_polar,7.634200,132.028700,LA3_47,0.000000
7,DN2759_polar,7.634200,132.028700,LA3_47,0.000000
7,DN625_polar,7.634200,132.028700,LA3_47,0.000000
7,DN626_polar,7.634200,132.028700,LA3_47,0.000000
7,DN1253_polar,7.691200,132.029000,T05_38,0.000000
7,DN1474_polar,7.691200,132.029000,T05_38,0.000000
7,DN1480_polar,7.691200,132.029000,T05_38,0.000000
7,DN1494_polar,7.691200,132.029000,T05_38,18637.009400
7,DN1499_polar,7.691200,132.029000,T05_38,9378.012700
7,DN1253_polar,7.691200,132.029000,T05_38,0.000000
7,DN1474_polar,7.691200,132.029000,T05_38,0.000000
7,DN1480_polar,7.691200,132.029000,T05_38,0.000000
7,DN1494_polar,7.691200,132.029000,T05_38,18637.009400
7,DN1499_polar,7.691200,132.029000,T05_38,9378.012700
7,DN1223_polar,7.696600,132.029400,T18_5,0.000000
7,DN1453_polar,7.696600,132.029400,T18_5,0.000000
7,DN1454_polar,7.696600,132.029400,T18_5,0.000000
7,DN1492_polar,7.696600,132.029400,T18_5,5516.954200
7,DN1497_polar,7.696600,132.029400,T18_5,0.000000
7,DN1491_polar,7.634000,132.029600,T19_45,0.000000
7,DN2375_polar,7.634000,132.029600,T19_45,7107.338800
7,DN963_polar,7.634000,132.029600,T19_45,0.000000
7,DN964_polar,7.634000,132.029600,T19_45,0.000000
7,DN997_polar,7.634000,132.029600,T19_45,0.000000
7,DN1005_polar,7.721500,132.029000,T23_16,5194.860600
7,DN1358_polar,7.721500,132.029000,T23_16,0.000000
7,DN1428_polar,7.721500,132.029000,T23_16,0.000000
7,DN1429_polar,7.721500,132.029000,T23_16,0.000000
7,DN1520_polar,7.721500,132.029000,T23_16,7669.766800
7,DN2145_polar,7.630600,132.029600,T75_33,0.000000
7,DN2154_polar,7.630600,132.029600,T75_33,4409.462100
7,DN2169_polar,7.630600,132.029600,T75_33,16784.072700
7,DN2179_polar,7.630600,132.029600,T75_33,4174.221700
7,DN2163_polar,7.639400,132.029600,T76_37,6452.065800
7,DN2171_polar,7.639400,132.029600,T76_37,3947.781800
7,DN2190_polar,7.639400,132.029600,T76_37,4936.881600
7,DN2191_polar,7.639400,132.029600,T76_37,0.000000
7,DN2210_polar,7.639400,132.029600,T76_37,10822.088600
7,DN1291_polar,7.710800,132.029600,T82_30,0.000000
7,DN1463_polar,7.710800,132.029600,T82_30,0.000000
7,DN1464_polar,7.710800,132.029600,T82_30,14550.091600
7,DN1465_polar,7.710800,132.029600,T82_30,10725.141100
7,DN1466_polar,7.710800,132.029600,T82_30,0.000000
7,DN1860_polar,7.630100,132.029600,T84_33,0.000000
7,DN1863_polar,7.630100,132.029600,T84_33,0.000000
7,DN2372_polar,7.630100,132.029600,T84_33,4791.792200
7,DN2398_polar,7.630100,132.029600,T84_33,0.000000
8,DN1250_polar_2,4.042300,133.013500,N1_8,12687.714000
8,DN1308_polar,4.042300,133.013500,N1_8,213433.416300
8,DN1310_polar,4.042300,133.013500,N1_8,188364.446800
8,DN1311_polar,4.042300,133.013500,N1_8,154415.193700
8,DN2133_polar,4.042300,133.013500,N1_8,202692.703100
8,DN1248_polar_2,4.032600,133.013800,N10_10,8111.339600
8,DN1369_polar,4.032600,133.013800,N10_10,8004.953000
8,DN1857_polar,4.032600,133.013800,N10_10,24076.032800
8,DN1274_polar_2,4.055300,133.013900,N11_3,1026.510200
8,DN1522_polar,4.055300,133.013900,N11_3,44850.704600
8,DN1551_polar,4.055300,133.013900,N11_3,16077.794400
8,DN1552_polar,4.055300,133.013900,N11_3,49970.308100
8,DN1668_polar,4.055300,133.013900,N11_3,39614.673500
8,DN1545_polar,4.067600,133.013400,N13_6,57752.132700
8,DN1546_polar,4.067600,133.013400,N13_6,103374.378500
8,DN1692_polar,4.067600,133.013400,N13_6,30925.387200
8,DN1703_polar,4.067600,133.013400,N13_6,43178.830800
8,DN1899_polar,4.067600,133.013400,N13_6,50627.818600
8,DN1286_polar_2,4.036500,133.013600,N14_11,22009.493600
8,DN1287_polar_2,4.036500,133.013600,N14_11,52641.939800
8,DN1295_polar_2,4.036500,133.013600,N14_11,61969.875000
8,DN1444_polar,4.036500,133.013600,N14_11,85228.546800
8,DN1445_polar,4.036500,133.013600,N14_11,93711.108500
8,DN1795_polar,4.052900,133.013700,N15_16,44824.022200
8,DN1820_polar,4.052900,133.013700,N15_16,14785.204400
8,DN1835_polar,4.052900,133.013700,N15_16,33752.735100
8,DN1854_polar,4.052900,133.013700,N15_16,39149.004700
8,DN1855_polar,4.052900,133.013700,N15_16,46581.913300
8,DN1770_polar,4.042000,133.013800,N16_14,25647.327600
8,DN1771_polar,4.042000,133.013800,N16_14,25608.024100
8,DN1772_polar,4.042000,133.013800,N16_14,17955.455100
8,DN1865_polar,4.042000,133.013800,N16_14,28217.911000
8,DN1882_polar,4.042000,133.013800,N16_14,4489.576500
8,DN1818_polar,4.052800,133.013400,N19_8,66554.940600
8,DN1839_polar,4.052800,133.013400,N19_8,92332.370400
8,DN1847_polar,4.052800,133.013400,N19_8,40830.843700
8,DN1861_polar,4.052800,133.013400,N19_8,108050.885100
8,DN1867_polar,4.052800,133.013400,N19_8,70598.835200
8,DN1726_polar,4.038500,133.013400,N21_8,40322.287200
8,DN1726_polar,4.038500,133.013400,N21_8,40322.287200
8,DN1727_polar,4.038500,133.013400,N21_8,153554.831400
8,DN1727_polar,4.038500,133.013400,N21_8,153554.831400
8,DN1851_polar,4.038500,133.013400,N21_8,36494.057000
8,DN1851_polar,4.038500,133.013400,N21_8,36494.057000
8,DN1873_polar,4.038500,133.013400,N21_8,62595.460000
8,DN1873_polar,4.038500,133.013400,N21_8,62595.460000
8,DN1888_polar,4.038500,133.013400,N21_8,22165.027000
8,DN1888_polar,4.038500,133.013400,N21_8,22165.027000
8,DN1797_polar,4.049200,133.013500,N22_13,74752.094900
8,DN1801_polar,4.049200,133.013500,N22_13,59287.125200
8,DN1802_polar,4.049200,133.013500,N22_13,130144.221300
8,DN1822_polar,4.049200,133.013500,N22_13,156646.960900
8,DN1869_polar,4.049200,133.013500,N22_13,136553.348800
8,DN1804_polar,4.033500,133.013700,N23_3,36072.157500
8,DN1805_polar,4.033500,133.013700,N23_3,1887.023400
8,DN1819_polar,4.033500,133.013700,N23_3,28415.054300
8,DN1856_polar,4.033500,133.013700,N23_3,30843.599800
8,DN1864_polar,4.033500,133.013700,N23_3,38464.947900
8,DN1331_polar,4.064000,133.013800,N24_17,3506.998100
8,DN1344_polar,4.064000,133.013800,N24_17,639.476500
8,DN1354_polar,4.064000,133.013800,N24_17,16728.754600
8,DN1269_polar_2,4.029100,133.013500,N25_8,7497.166200
8,DN1271_polar_2,4.029100,133.013500,N25_8,8449.056700
8,DN1288_polar_2,4.029100,133.013500,N25_8,7503.859900
8,DN1289_polar_2,4.029100,133.013500,N25_8,8669.846200
8,DN1312_polar,4.029100,133.013500,N25_8,64721.783300
8,DN1338_polar,4.070600,133.013700,N26_9,30888.130900
8,DN1339_polar,4.070600,133.013700,N26_9,37307.764200
8,DN1348_polar,4.070600,133.013700,N26_9,47372.243200
8,DN1872_polar,4.070600,133.013700,N26_9,26959.135500
8,DN1879_polar,4.070600,133.013700,N26_9,29969.043000
8,DN1251_polar_2,4.049300,133.013500,N28_9,715.857500
8,DN1251_polar_2,4.049300,133.013500,N28_9,715.857500
8,DN1823_polar,4.049300,133.013500,N28_9,115261.757000
8,DN1823_polar,4.049300,133.013500,N28_9,115261.757000
8,DN1838_polar,4.049300,133.013500,N28_9,102062.479200
8,DN1838_polar,4.049300,133.013500,N28_9,102062.479200
8,DN1840_polar,4.049300,133.013500,N28_9,110447.226500
8,DN1840_polar,4.049300,133.013500,N28_9,110447.226500
8,DN1841_polar,4.049300,133.013500,N28_9,56954.907600
8,DN1841_polar,4.049300,133.013500,N28_9,56954.907600
8,DN1303_polar,4.076400,133.013500,N3_8,206799.207200
8,DN1304_polar,4.076400,133.013500,N3_8,152331.244200
8,DN1305_polar,4.076400,133.013500,N3_8,162709.232900
8,DN1306_polar,4.076400,133.013500,N3_8,559990.638800
8,DN1307_polar,4.076400,133.013500,N3_8,203014.522600
8,DN1332_polar,4.071400,133.013500,N31_5,126326.429600
8,DN1333_polar,4.071400,133.013500,N31_5,208241.692200
8,DN1334_polar,4.071400,133.013500,N31_5,187717.368700
8,DN1345_polar,4.071400,133.013500,N31_5,242155.198700
8,DN1471_polar,4.071400,133.013500,N31_5,109334.809000
8,DN1335_polar,4.072500,133.013600,N34_5,50634.847200
8,DN1336_polar,4.072500,133.013600,N34_5,80239.107400
8,DN1346_polar,4.072500,133.013600,N34_5,117743.210700
8,DN1347_polar,4.072500,133.013600,N34_5,86315.912100
8,DN2134_polar,4.072500,133.013600,N34_5,70232.473300
8,DN1768_polar,4.045400,133.013400,N35_16,28960.532200
8,DN1769_polar,4.045400,133.013400,N35_16,60857.415200
8,DN1836_polar,4.045400,133.013400,N35_16,38767.541300
8,DN1845_polar,4.045400,133.013400,N35_16,75815.831400
8,DN1870_polar,4.045400,133.013400,N35_16,32700.579200
8,DN1501_polar,4.067600,133.013700,N36_5,132885.241700
8,DN1502_polar,4.067600,133.013700,N36_5,89626.417300
8,DN1503_polar,4.067600,133.013700,N36_5,156926.820700
8,DN1506_polar,4.067600,133.013700,N36_5,158878.479800
8,DN1507_polar,4.067600,133.013700,N36_5,141089.472800
8,DN1722_polar,4.053100,133.013800,N38_12,43588.712000
8,DN1723_polar,4.053100,133.013800,N38_12,24904.544300
8,DN1724_polar,4.053100,133.013800,N38_12,51789.732700
8,DN1725_polar,4.053100,133.013800,N38_12,23478.317500
8,DN2155_polar,4.053100,133.013800,N38_12,8124.838200
8,DN1270_polar_2,4.042200,133.013400,N39_5,53396.029500
8,DN1646_polar,4.042200,133.013400,N39_5,67779.355200
8,DN1690_polar,4.042200,133.013400,N39_5,121279.683400
8,DN1866_polar,4.042200,133.013400,N39_5,150265.270200
8,DN1455_polar,4.071400,133.013300,N4_2,169481.101400
8,DN1472_polar,4.071400,133.013300,N4_2,114246.271200
8,DN1473_polar,4.071400,133.013300,N4_2,132232.045200
8,DN1504_polar,4.071400,133.013300,N4_2,126636.436200
8,DN1575_polar,4.071400,133.013300,N4_2,94254.956300
8,DN1341_polar,4.070600,133.013600,N42_6,76963.192800
8,DN1350_polar,4.070600,133.013600,N42_6,26424.368400
8,DN1351_polar,4.070600,133.013600,N42_6,36761.239500
8,DN1352_polar,4.070600,133.013600,N42_6,92227.425100
8,DN1353_polar,4.070600,133.013600,N42_6,98382.369900
8,DN1799_polar,4.064200,133.013700,N46_19,9649.787200
8,DN1808_polar,4.064200,133.013700,N46_19,5309.904700
8,DN1809_polar,4.064200,133.013700,N46_19,6241.482300
8,DN1810_polar,4.064200,133.013700,N46_19,19125.667000
8,DN1811_polar,4.064200,133.013700,N46_19,11877.401800
8,DN1293_polar_2,4.039200,133.013500,N5_13,5359.965300
8,DN1294_polar_2,4.039200,133.013500,N5_13,12923.084600
8,DN1296_polar_2,4.039200,133.013500,N5_13,4529.440200
8,DN1557_polar,4.039200,133.013500,N5_13,45667.660100
8,DN1573_polar,4.039200,133.013500,N5_13,102563.387300
8,DN2224_polar,4.041800,133.013400,N50_20,12844.367300
8,DN2225_polar,4.041800,133.013400,N50_20,11994.432700
8,DN2312_polar,4.041800,133.013400,N50_20,6033.380600
8,DN1273_polar_2,4.023800,133.013400,N53_13,20611.655800
8,DN2315_polar,4.023800,133.013400,N53_13,52342.196800
8,DN2316_polar,4.023800,133.013400,N53_13,56890.370200
8,DN1247_polar_2,4.034500,133.013000,N54_6,49426.836600
8,DN2226_polar,4.034500,133.013000,N54_6,81162.508000
8,DN2310_polar,4.034500,133.013000,N54_6,106128.354400
8,DN1299_polar_2,4.011300,133.015700,N6_9,41011.011600
8,DN1300_polar_2,4.011300,133.015700,N6_9,73870.885900
8,DN1301_polar_2,4.011300,133.015700,N6_9,141754.096600
8,DN1302_polar,4.011300,133.015700,N6_9,130330.114800
8,DN1073_polar,4.086100,133.014100,N66_20,5193.374300
8,DN1097_polar_2,4.086100,133.014100,N66_20,119.734200
8,DN1098_polar_2,4.086100,133.014100,N66_20,222.879400
8,DN1104_polar_2,4.086100,133.014100,N66_20,357.671200
8,DN1539_polar,4.068000,133.013500,N7_10,57339.581800
8,DN1540_polar,4.068000,133.013500,N7_10,34315.032900
8,DN1699_polar,4.068000,133.013500,N7_10,100260.356200
8,DN1700_polar,4.068000,133.013500,N7_10,42060.602300
8,DN1701_polar,4.068000,133.013500,N7_10,69886.224100
8,DN1249_polar_2,4.064200,133.014100,N8_31,683.577200
8,DN1541_polar,4.064200,133.014100,N8_31,16920.527200
8,DN1542_polar,4.064200,133.014100,N8_31,4513.882000
8,DN1574_polar,4.064200,133.014100,N8_31,12118.674000
8,DN1670_polar,4.064200,133.014100,N8_31,7613.867400
